Genotype	CL	Fix	pop$	FID$
Z016E0041	118.842421203464	1	NAMRIL	Z016
Z016E0042	128.610971881537	1	NAMRIL	Z016
Z016E0043	158.441686167263	1	NAMRIL	Z016
Z016E0044	133.464543310109	1	NAMRIL	Z016
Z016E0045	140.498242061322	1	NAMRIL	Z016
Z016E0046	146.147228239429	1	NAMRIL	Z016
Z016E0047	119.368378222113	1	NAMRIL	Z016
Z016E0048	139.960257595827	1	NAMRIL	Z016
Z016E0049	162.762959097783	1	NAMRIL	Z016
Z016E0050	133.09413070904	1	NAMRIL	Z016
Z016E0051	127.244543310112	1	NAMRIL	Z016
Z016E0052	149.512837109498	1	NAMRIL	Z016
Z016E0053	130.668114738674	1	NAMRIL	Z016
Z016E0054	123.519819496172	1	NAMRIL	Z016
Z016E0055	131.236686167255	1	NAMRIL	Z016
Z016E0056	163.209543310107	1	NAMRIL	Z016
Z016E0057	127.293114738683	1	NAMRIL	Z016
Z016E0058	162.31280419286	1	NAMRIL	Z016
Z016E0059	123.261686167255	1	NAMRIL	Z016
Z016E0060	137.134296203467	1	NAMRIL	Z016
Z016E0061	129.553671203465	1	NAMRIL	Z016
Z016E0062	126.478046203462	1	NAMRIL	Z016
Z016E0063	129.685370370347	1	NAMRIL	Z016
Z016E0064	152.685257595834	1	NAMRIL	Z016
Z016E0065	143.588914302081	1	NAMRIL	Z016
Z016E0066	138.30429620346	1	NAMRIL	Z016
Z016E0067	120.995546203465	1	NAMRIL	Z016
Z016E0068	113.119921203464	1	NAMRIL	Z016
Z016E0069	122.510113668574	1	NAMRIL	Z016
Z016E0070	134.814543310109	1	NAMRIL	Z016
Z016E0071	139.139042910539	1	NAMRIL	Z016
Z016E0072	134.669543310113	1	NAMRIL	Z016
Z016E0073	129.059921203467	1	NAMRIL	Z016
Z016E0074	126.145971881535	1	NAMRIL	Z016
Z016E0075	121.932270104014	1	NAMRIL	Z016
Z016E0076	170.391900053401	1	NAMRIL	Z016
Z016E0077	135.195294687887	1	NAMRIL	Z016
Z016E0078	126.293691416426	1	NAMRIL	Z016
Z016E0079	124.626298390207	1	NAMRIL	Z016
Z016E0080	140.164598989784	1	NAMRIL	Z016
Z016E0081	169.740512522016	1	NAMRIL	Z016
Z016E0082	159.119543310116	1	NAMRIL	Z016
Z016E0083	142.196171203467	1	NAMRIL	Z016
Z016E0084	148.883666639341	1	NAMRIL	Z016
Z016E0085	131.843671203457	1	NAMRIL	Z016
Z016E0086	135.348829024402	1	NAMRIL	Z016
Z016E0087	131.727454404357	1	NAMRIL	Z016
Z016E0088	144.977421203464	1	NAMRIL	Z016
Z016E0089	153.381171203466	1	NAMRIL	Z016
Z016E0090	151.615471481975	1	NAMRIL	Z016
Z016E0091	142.858114738678	1	NAMRIL	Z016
Z016E0092	152.1356941431	1	NAMRIL	Z016
Z016E0093	152.993038203862	1	NAMRIL	Z016
Z016E0094	132.511171203462	1	NAMRIL	Z016
Z016E0095	122.125847984787	1	NAMRIL	Z016
Z016E0096	133.194296203466	1	NAMRIL	Z016
Z016E0097	142.968114738682	1	NAMRIL	Z016
Z016E0098	127.27904291054	1	NAMRIL	Z016
Z016E0099	119.563671203459	1	NAMRIL	Z016
Z016E0100	123.451900053397	1	NAMRIL	Z016
Z016E0101	149.539548884936	1	NAMRIL	Z016
Z016E0102	150.475971881549	1	NAMRIL	Z016
Z016E0103	119.269353945764	1	NAMRIL	Z016
Z016E0104	121.061171203459	1	NAMRIL	Z016
Z016E0105	118.031394906101	1	NAMRIL	Z016
Z016E0106	126.561542239997	1	NAMRIL	Z016
Z016E0107	134.141171203459	1	NAMRIL	Z016
Z016E0108	126.471171203463	1	NAMRIL	Z016
Z016E0109	118.147400452964	1	NAMRIL	Z016
Z016E0110	148.105257595823	1	NAMRIL	Z016
Z016E0111	126.057477773266	1	NAMRIL	Z016
Z016E0112	145.522777777753	1	NAMRIL	Z016
Z016E0113	146.281743872391	1	NAMRIL	Z016
Z016E0114	142.062048884936	1	NAMRIL	Z016
Z016E0115	107.86804468789	1	NAMRIL	Z016
Z016E0116	130.606542240007	1	NAMRIL	Z016
Z016E0117	148.100925925896	1	NAMRIL	Z016
Z016E0118	142.192238067912	1	NAMRIL	Z016
Z016E0119	132.734814814797	1	NAMRIL	Z016
Z016E0120	118.058046203462	1	NAMRIL	Z016
Z016E0121	133.83059293044	1	NAMRIL	Z016
Z016E0122	130.446810051032	1	NAMRIL	Z016
Z016E0123	136.16179620346	1	NAMRIL	Z016
Z016E0124	143.453431993841	1	NAMRIL	Z016
Z016E0125	135.249296203455	1	NAMRIL	Z016
Z016E0126	122.675971881536	1	NAMRIL	Z016
Z016E0127	142.350971881537	1	NAMRIL	Z016
Z016E0128	117.847407407386	1	NAMRIL	Z016
Z016E0129	153.256630709043	1	NAMRIL	Z016
Z016E0130	121.835258538383	1	NAMRIL	Z016
Z016E0131	130.603829024388	1	NAMRIL	Z016
Z016E0132	138.807037037016	1	NAMRIL	Z016
Z016E0133	138.48057140124	1	NAMRIL	Z016
Z016E0134	131.896345859521	1	NAMRIL	Z016
Z016E0135	124.793012526189	1	NAMRIL	Z016
Z016E0136	123.170512526185	1	NAMRIL	Z016
Z016E0137	130.369262526193	1	NAMRIL	Z016
Z016E0138	135.283220859523	1	NAMRIL	Z016
Z016E0139	138.419288986139	1	NAMRIL	Z016
Z016E0140	143.388571005401	1	NAMRIL	Z016
Z016E0141	135.722882218267	1	NAMRIL	Z016
Z016E0142	131.704921203465	1	NAMRIL	Z016
Z016E0143	139.143845859525	1	NAMRIL	Z016
Z016E0144	153.131137526189	1	NAMRIL	Z016
Z016E0145	133.767298418771	1	NAMRIL	Z016
Z016E0146	137.991686167252	1	NAMRIL	Z016
Z016E0147	112.657622319472	1	NAMRIL	Z016
Z016E0148	129.433114738682	1	NAMRIL	Z016
Z016E0149	139.971923322276	1	NAMRIL	Z016
Z016E0150	131.294470859523	1	NAMRIL	Z016
Z016E0151	128.09525759582	1	NAMRIL	Z016
Z016E0152	158.638114738674	1	NAMRIL	Z016
Z016E0153	138.766952785115	1	NAMRIL	Z016
Z016E0154	130.123671203467	1	NAMRIL	Z016
Z016E0155	140.120257595825	1	NAMRIL	Z016
Z016E0156	139.360971881532	1	NAMRIL	Z016
Z016E0157	140.524054192859	1	NAMRIL	Z016
Z016E0158	121.787970811436	1	NAMRIL	Z016
Z016E0159	132.673829024395	1	NAMRIL	Z016
Z016E0160	137.495908009891	1	NAMRIL	Z016
Z016E0161	122.354054192856	1	NAMRIL	Z016
Z016E0162	135.943703703676	1	NAMRIL	Z016
Z016E0163	126.075546203462	1	NAMRIL	Z016
Z016E0164	123.688046203464	1	NAMRIL	Z016
Z016E0165	142.951686167257	1	NAMRIL	Z016
Z016E0166	135.476796203463	1	NAMRIL	Z016
Z016E0167	142.306686167259	1	NAMRIL	Z016
Z016E0168	136.610546203462	1	NAMRIL	Z016
Z016E0169	140.036171203465	1	NAMRIL	Z016
Z016E0170	140.128114738685	1	NAMRIL	Z016
Z016E0171	130.46868509714	1	NAMRIL	Z016
Z016E0172	113.028829024389	1	NAMRIL	Z016
Z016E0173	137.401743000069	1	NAMRIL	Z016
Z016E0174	112.446171203464	1	NAMRIL	Z016
Z016E0175	149.207400452968	1	NAMRIL	Z016
Z016E0176	114.120971881533	1	NAMRIL	Z016
Z016E0177	136.302244811138	1	NAMRIL	Z016
Z016E0178	133.556686167248	1	NAMRIL	Z016
Z016E0179	143.868715551601	1	NAMRIL	Z016
Z016E0180	140.167622319468	1	NAMRIL	Z016
Z016E0181	149.186394906098	1	NAMRIL	Z016
Z016E0182	136.958570416944	1	NAMRIL	Z016
Z016E0183	142.22597188154	1	NAMRIL	Z016
Z016E0184	135.51441941336	1	NAMRIL	Z016
Z016E0185	153.488829024398	1	NAMRIL	Z016
Z016E0186	115.187258538384	1	NAMRIL	Z016
Z016E0187	122.328685097147	1	NAMRIL	Z016
Z016E0188	132.204921203464	1	NAMRIL	Z016
Z016E0189	127.269543310112	1	NAMRIL	Z016
Z016E0190	138.535971881537	1	NAMRIL	Z016
Z016E0191	126.81025759582	1	NAMRIL	Z016
Z016E0192	122.085538203849	1	NAMRIL	Z016
Z016E0193	136.671796203464	1	NAMRIL	Z016
Z016E0194	134.813418751551	1	NAMRIL	Z016
Z016E0195	144.130257595827	1	NAMRIL	Z016
Z016E0196	120.497990841926	1	NAMRIL	Z016
Z016E0197	126.802400452963	1	NAMRIL	Z016
Z016E0198	119.192989109844	1	NAMRIL	Z016
Z016E0199	141.794543310108	1	NAMRIL	Z016
Z016E0200	137.294543310109	1	NAMRIL	Z016
Z016E0201	138.873100840008	1	NAMRIL	Z016
Z016E0202	129.067835927504	1	NAMRIL	Z016
Z016E0213	115.739509861143	1	NAMRIL	Z016
Z016E0220	116.970903449947	1	NAMRIL	Z016
Z016E0251	127.103725066938	1	NAMRIL	Z016
Z016E0254	144.858963705414	1	NAMRIL	Z016
Z016E0274	95.7395098611317	1	NAMRIL	Z016
Z017E0001	142.330908255464	1	NAMRIL	Z017
Z017E0002	133.972365756515	1	NAMRIL	Z017
Z017E0003	161.097928144518	1	NAMRIL	Z017
Z017E0004	156.152053256516	1	NAMRIL	Z017
Z017E0005	146.730070331132	1	NAMRIL	Z017
Z017E0006	152.624444444425	1	NAMRIL	Z017
Z017E0007	137.529142829808	1	NAMRIL	Z017
Z017E0008	139.485508283198	1	NAMRIL	Z017
Z017E0009	138.486111111089	1	NAMRIL	Z017
Z017E0010	138.521866692859	1	NAMRIL	Z017
Z017E0011	144.336554192854	1	NAMRIL	Z017
Z017E0012	133.730490756514	1	NAMRIL	Z017
Z017E0013	117.139275943145	1	NAMRIL	Z017
Z017E0014	167.332965056882	1	NAMRIL	Z017
Z017E0015	142.487222980278	1	NAMRIL	Z017
Z017E0016	144.921549459207	1	NAMRIL	Z017
Z017E0017	145.250833333313	1	NAMRIL	Z017
Z017E0018	140.494999999975	1	NAMRIL	Z017
Z017E0019	176.186559071283	1	NAMRIL	Z017
Z017E0020	161.369549511223	1	NAMRIL	Z017
Z017E0021	144.200616692852	1	NAMRIL	Z017
Z017E0022	149.003889607626	1	NAMRIL	Z017
Z017E0023	134.643130261341	1	NAMRIL	Z017
Z017E0024	150.828945783199	1	NAMRIL	Z017
Z017E0025	138.996706014248	1	NAMRIL	Z017
Z017E0026	136.912319496173	1	NAMRIL	Z017
Z017E0027	146.130582368298	1	NAMRIL	Z017
Z017E0028	123.957928144522	1	NAMRIL	Z017
Z017E0029	139.64066816595	1	NAMRIL	Z017
Z017E0030	155.104418165955	1	NAMRIL	Z017
Z017E0031	139.019747635421	1	NAMRIL	Z017
Z017E0032	137.636554192856	1	NAMRIL	Z017
Z017E0033	122.3495728475	1	NAMRIL	Z017
Z017E0034	134.945746815363	1	NAMRIL	Z017
Z017E0035	118.05030756207	1	NAMRIL	Z017
Z017E0036	164.146765604117	1	NAMRIL	Z017
Z017E0037	155.251866692856	1	NAMRIL	Z017
Z017E0038	158.254054192858	1	NAMRIL	Z017
Z017E0039	157.069366692854	1	NAMRIL	Z017
Z017E0040	122.258160263172	1	NAMRIL	Z017
Z017E0041	114.30954941212	1	NAMRIL	Z017
Z017E0042	133.290263745851	1	NAMRIL	Z017
Z017E0043	148.264655176506	1	NAMRIL	Z017
Z017E0044	152.719541501929	1	NAMRIL	Z017
Z017E0045	152.623798390208	1	NAMRIL	Z017
Z017E0046	196.707570116613	1	NAMRIL	Z017
Z017E0047	169.854566994689	1	NAMRIL	Z017
Z017E0048	123.713130261339	1	NAMRIL	Z017
Z017E0049	122.252539838663	1	NAMRIL	Z017
Z017E0050	137.818888888866	1	NAMRIL	Z017
Z017E0051	112.925905092457	1	NAMRIL	Z017
Z017E0052	133.465881723545	1	NAMRIL	Z017
Z017E0053	146.364722222197	1	NAMRIL	Z017
Z017E0054	130.017908114028	1	NAMRIL	Z017
Z017E0055	147.15580384324	1	NAMRIL	Z017
Z017E0056	147.493633283203	1	NAMRIL	Z017
Z017E0057	158.87126565646	1	NAMRIL	Z017
Z017E0058	140.681740756513	1	NAMRIL	Z017
Z017E0059	180.212499999978	1	NAMRIL	Z017
Z017E0060	128.620490756514	1	NAMRIL	Z017
Z017E0061	137.17249999998	1	NAMRIL	Z017
Z017E0062	141.590656096023	1	NAMRIL	Z017
Z017E0063	145.713408513596	1	NAMRIL	Z017
Z017E0064	138.842365756517	1	NAMRIL	Z017
Z017E0065	122.673824482843	1	NAMRIL	Z017
Z017E0066	127.953488697818	1	NAMRIL	Z017
Z017E0067	121.902222222191	1	NAMRIL	Z017
Z017E0068	135.799311572757	1	NAMRIL	Z017
Z017E0069	134.138630660912	1	NAMRIL	Z017
Z017E0070	146.401623469844	1	NAMRIL	Z017
Z017E0071	121.638928843233	1	NAMRIL	Z017
Z017E0072	169.448968410096	1	NAMRIL	Z017
Z017E0073	182.170616692865	1	NAMRIL	Z017
Z017E0074	135.677247076131	1	NAMRIL	Z017
Z017E0075	142.040555555532	1	NAMRIL	Z017
Z017E0076	167.170556313617	1	NAMRIL	Z017
Z017E0077	145.231721049873	1	NAMRIL	Z017
Z017E0078	117.061412233574	1	NAMRIL	Z017
Z017E0079	160.567871321411	1	NAMRIL	Z017
Z017E0080	166.715258538396	1	NAMRIL	Z017
Z017E0081	158.350579682535	1	NAMRIL	Z017
Z017E0082	126.2067582832	1	NAMRIL	Z017
Z017E0083	129.987053256515	1	NAMRIL	Z017
Z017E0084	148.401758283197	1	NAMRIL	Z017
Z017E0085	162.042053256519	1	NAMRIL	Z017
Z017E0086	157.470904310158	1	NAMRIL	Z017
Z017E0087	125.489837085025	1	NAMRIL	Z017
Z017E0088	161.685551370748	1	NAMRIL	Z017
Z017E0089	181.501285686962	1	NAMRIL	Z017
Z017E0090	134.190785287375	1	NAMRIL	Z017
Z017E0091	142.619057151834	1	NAMRIL	Z017
Z017E0092	142.678979542602	1	NAMRIL	Z017
Z017E0093	136.396682327652	1	NAMRIL	Z017
Z017E0094	157.695586686478	1	NAMRIL	Z017
Z017E0095	145.519143657641	1	NAMRIL	Z017
Z017E0096	118.089681558746	1	NAMRIL	Z017
Z017E0097	138.983071355697	1	NAMRIL	Z017
Z017E0098	145.530798884932	1	NAMRIL	Z017
Z017E0099	152.174114309939	1	NAMRIL	Z017
Z017E0100	105.659542859526	1	NAMRIL	Z017
Z017E0101	138.619679192859	1	NAMRIL	Z017
Z017E0102	144.352971481961	1	NAMRIL	Z017
Z017E0103	140.045858703463	1	NAMRIL	Z017
Z017E0104	141.615258538384	1	NAMRIL	Z017
Z017E0105	135.657815390902	1	NAMRIL	Z017
Z017E0106	123.507205652807	1	NAMRIL	Z017
Z017E0107	170.0072222222	1	NAMRIL	Z017
Z017E0108	135.712257196261	1	NAMRIL	Z017
Z017E0109	114.261807056583	1	NAMRIL	Z017
Z017E0110	162.099538768564	1	NAMRIL	Z017
Z017E0111	142.970988027281	1	NAMRIL	Z017
Z017E0112	152.190833333303	1	NAMRIL	Z017
Z017E0113	138.841141759708	1	NAMRIL	Z017
Z017E0114	170.531871321415	1	NAMRIL	Z017
Z017E0115	158.899056779783	1	NAMRIL	Z017
Z017E0116	122.377820510669	1	NAMRIL	Z017
Z017E0117	141.703611111089	1	NAMRIL	Z017
Z017E0118	174.537222222195	1	NAMRIL	Z017
Z017E0119	160.683333333311	1	NAMRIL	Z017
Z017E0120	145.357990756517	1	NAMRIL	Z017
Z017E0121	168.717235772845	1	NAMRIL	Z017
Z017E0122	146.307678843232	1	NAMRIL	Z017
Z017E0123	136.659076563156	1	NAMRIL	Z017
Z017E0124	172.298129590806	1	NAMRIL	Z017
Z017E0125	111.5796546722	1	NAMRIL	Z017
Z017E0126	140.044184138715	1	NAMRIL	Z017
Z017E0127	156.729474228747	1	NAMRIL	Z017
Z017E0128	162.570906451974	1	NAMRIL	Z017
Z017E0129	93.63197994217	1	NAMRIL	Z017
Z017E0130	144.718237177332	1	NAMRIL	Z017
Z017E0131	156.658785263173	1	NAMRIL	Z017
Z017E0132	164.889219002163	1	NAMRIL	Z017
Z017E0133	151.065904310163	1	NAMRIL	Z017
Z017E0134	163.755490756516	1	NAMRIL	Z017
Z017E0135	160.228325357025	1	NAMRIL	Z017
Z017E0136	163.013347984793	1	NAMRIL	Z017
Z017E0137	131.750908255461	1	NAMRIL	Z017
Z017E0138	125.848258538383	1	NAMRIL	Z017
Z017E0139	127.9486332832	1	NAMRIL	Z017
Z017E0140	136.475954870514	1	NAMRIL	Z017
Z017E0141	159.79555204128	1	NAMRIL	Z017
Z017E0142	145.514658255467	1	NAMRIL	Z017
Z017E0143	160.026205127643	1	NAMRIL	Z017
Z017E0144	158.232222980292	1	NAMRIL	Z017
Z017E0146	129.74326525688	1	NAMRIL	Z017
Z017E0147	144.955491343232	1	NAMRIL	Z017
Z017E0148	110.221904338728	1	NAMRIL	Z017
Z017E0149	126.391811572762	1	NAMRIL	Z017
Z017E0150	157.896770108242	1	NAMRIL	Z017
Z017E0151	132.435955652808	1	NAMRIL	Z017
Z017E0152	161.742383283196	1	NAMRIL	Z017
Z017E0153	121.650178843231	1	NAMRIL	Z017
Z017E0154	157.0047222222	1	NAMRIL	Z017
Z017E0155	135.664123469846	1	NAMRIL	Z017
Z017E0156	124.397991343233	1	NAMRIL	Z017
Z017E0157	143.430277777751	1	NAMRIL	Z017
Z017E0158	141.24928820385	1	NAMRIL	Z017
Z017E0159	113.569705652809	1	NAMRIL	Z017
Z017E0160	154.441298390213	1	NAMRIL	Z017
Z017E0161	138.506542240014	1	NAMRIL	Z017
Z017E0162	141.627257196258	1	NAMRIL	Z017
Z017E0163	156.10171505688	1	NAMRIL	Z017
Z017E0164	123.102990841931	1	NAMRIL	Z017
Z017E0165	132.084679192856	1	NAMRIL	Z017
Z017E0166	106.504144439936	1	NAMRIL	Z017
Z017E0167	152.9794806127	1	NAMRIL	Z017
Z017E0168	153.94833333331	1	NAMRIL	Z017
Z017E0169	142.325929192858	1	NAMRIL	Z017
Z017E0170	154.479608703461	1	NAMRIL	Z017
Z017E0171	122.650987404198	1	NAMRIL	Z017
Z017E0172	160.989693828318	1	NAMRIL	Z017
Z017E0173	145.569201019374	1	NAMRIL	Z017
Z017E0174	115.572569143104	1	NAMRIL	Z017
Z017E0175	162.980306558744	1	NAMRIL	Z017
Z017E0176	150.107773118479	1	NAMRIL	Z017
Z017E0177	154.911622635412	1	NAMRIL	Z017
Z017E0178	131.20697422874	1	NAMRIL	Z017
Z017E0179	140.567222222195	1	NAMRIL	Z017
Z017E0180	131.650720510666	1	NAMRIL	Z017
Z017E0181	127.256741343233	1	NAMRIL	Z017
Z017E0182	139.582678843232	1	NAMRIL	Z017
Z017E0183	157.670630242883	1	NAMRIL	Z017
Z017E0184	115.649681558747	1	NAMRIL	Z017
Z017E0185	150.499541501928	1	NAMRIL	Z017
Z017E0186	136.126133283198	1	NAMRIL	Z017
Z017E0187	146.291542910534	1	NAMRIL	Z017
Z017E0188	158.165833333307	1	NAMRIL	Z017
Z017E0189	152.897400452972	1	NAMRIL	Z017
Z017E0190	108.034688068075	1	NAMRIL	Z017
Z017E0191	113.476041501916	1	NAMRIL	Z017
Z017E0192	122.208468010524	1	NAMRIL	Z017
Z017E0193	129.764042240004	1	NAMRIL	Z017
Z017E0194	164.451796203459	1	NAMRIL	Z017
Z017E0195	146.405908255464	1	NAMRIL	Z017
Z017E0196	136.773959097784	1	NAMRIL	Z017
Z017E0197	122.098983703461	1	NAMRIL	Z017
Z017E0198	123.031122399738	1	NAMRIL	Z017
Z017E0199	139.04269422788	1	NAMRIL	Z017
Z017E0200	129.615764684599	1	NAMRIL	Z017
Z017E0201	132.695554253393	1	NAMRIL	Z017
Z017EM0002	170.615630372084	1	NAMRIL	Z017
Z017EM0004	138.635630372085	1	NAMRIL	Z017
Z017EM0006	165.685630372084	1	NAMRIL	Z017
Z017EM0026	162.725630372087	1	NAMRIL	Z017
Z017EM0044	144.105630372086	1	NAMRIL	Z017
Z017EM0053	136.205630372086	1	NAMRIL	Z017
Z017EM0054	110.765630372086	1	NAMRIL	Z017
Z017EM0059	120.055630372086	1	NAMRIL	Z017
Z017EM0064	86.8541303720853	1	NAMRIL	Z017
Z017EM0065	128.215630372083	1	NAMRIL	Z017
Z017EM0069	165.055630372085	1	NAMRIL	Z017
Z017EM0070	92.7009303720843	1	NAMRIL	Z017
Z017EM0071	119.585630372084	1	NAMRIL	Z017
Z017EM0078	94.2997303720842	1	NAMRIL	Z017
Z017EM0080	128.295630372086	1	NAMRIL	Z017
Z017EM0081	138.415630372082	1	NAMRIL	Z017
Z017EM0084	170.465630372083	1	NAMRIL	Z017
Z017EM0086	129.085630372089	1	NAMRIL	Z017
Z017EM0090	168.625630372085	1	NAMRIL	Z017
Z017EM0091	129.195630372081	1	NAMRIL	Z017
Z017EM0096	152.715630372085	1	NAMRIL	Z017
Z017EM0097	151.125630372082	1	NAMRIL	Z017
Z017EM0100	122.425630372086	1	NAMRIL	Z017
Z017EM0103	153.635630372084	1	NAMRIL	Z017
Z017EM0104	103.315630372084	1	NAMRIL	Z017
Z017EM0107	166.445630372085	1	NAMRIL	Z017
Z017EM0109	150.385630372092	1	NAMRIL	Z017
Z017EM0110	118.875630372089	1	NAMRIL	Z017
Z017EM0113	122.955630372085	1	NAMRIL	Z017
Z017EM0115	157.635630372085	1	NAMRIL	Z017
Z017EM0117	163.125630372086	1	NAMRIL	Z017
Z017EM0120	138.935630372085	1	NAMRIL	Z017
Z017EM0121	142.275630372085	1	NAMRIL	Z017
Z017EM0122	139.125630372086	1	NAMRIL	Z017
Z017EM0124	139.78563037208	1	NAMRIL	Z017
Z017EM0126	170.665630372084	1	NAMRIL	Z017
Z017EM0129	181.405630372085	1	NAMRIL	Z017
Z017EM0130	150.695630372081	1	NAMRIL	Z017
Z017EM0131	133.405630372086	1	NAMRIL	Z017
Z017EM0132	141.265630372085	1	NAMRIL	Z017
Z017EM0133	135.055630372086	1	NAMRIL	Z017
Z017EM0138	158.485630372085	1	NAMRIL	Z017
Z017EM0142	124.265630372085	1	NAMRIL	Z017
Z017EM0144	174.175630372086	1	NAMRIL	Z017
Z017EM0147	138.745630372086	1	NAMRIL	Z017
Z017EM0149	154.275630372084	1	NAMRIL	Z017
Z017EM0150	171.715630372085	1	NAMRIL	Z017
Z017EM0152	143.545630372084	1	NAMRIL	Z017
Z017EM0155	158.565630372085	1	NAMRIL	Z017
Z017EM0156	143.565630372086	1	NAMRIL	Z017
Z017EM0157	174.025630372084	1	NAMRIL	Z017
Z017EM0160	164.585630372086	1	NAMRIL	Z017
Z017EM0160A	100.325630372085	1	NAMRIL	Z017
Z017EM0162A	169.215630372082	1	NAMRIL	Z017
Z017EM0165	142.305630372086	1	NAMRIL	Z017
Z017EM0166	131.185630372086	1	NAMRIL	Z017
Z017EM0167	126.385630372086	1	NAMRIL	Z017
Z017EM0168	160.405630372087	1	NAMRIL	Z017
Z017EM0173	119.065630372085	1	NAMRIL	Z017
Z017EM0174	176.315630372083	1	NAMRIL	Z017
Z017EM0177	172.065630372083	1	NAMRIL	Z017
Z017EM0178	133.975630372084	1	NAMRIL	Z017
Z017EM0179	166.585630372088	1	NAMRIL	Z017
Z017EM0180	158.305630372085	1	NAMRIL	Z017
Z017EM0187	124.585630372085	1	NAMRIL	Z017
Z017EM0189	148.495630372089	1	NAMRIL	Z017
Z017EM0191	129.875630372086	1	NAMRIL	Z017
Z017EM0195	112.395630372085	1	NAMRIL	Z017
Z017EM0196	136.125630372084	1	NAMRIL	Z017
Z017EM0197	133.885630372091	1	NAMRIL	Z017
Z017EM0198	173.295630372088	1	NAMRIL	Z017
Z017EM0199	103.145630372086	1	NAMRIL	Z017
Z017EM0200	184.965630372085	1	NAMRIL	Z017
Z017EM0201	145.745630372083	1	NAMRIL	Z017
Z017EM0203	166.045630372084	1	NAMRIL	Z017
Z017EM0204	128.945630372085	1	NAMRIL	Z017
Z017EM0205	180.765630372085	1	NAMRIL	Z017
Z017EM0206	159.705630372087	1	NAMRIL	Z017
Z017EM0208	125.195630372085	1	NAMRIL	Z017
Z017EM0209	133.625630372084	1	NAMRIL	Z017
Z017EM0212	175.415630372084	1	NAMRIL	Z017
Z017EM0213	155.335630372083	1	NAMRIL	Z017
Z017EM0214	159.515630372085	1	NAMRIL	Z017
Z017EM0216	149.245630372084	1	NAMRIL	Z017
Z017EM0217	132.395630372085	1	NAMRIL	Z017
Z017EM0220	146.175630372086	1	NAMRIL	Z017
Z017EM0222	133.405630372085	1	NAMRIL	Z017
Z017EM0223	141.375630372085	1	NAMRIL	Z017
Z017EM0230	168.945630372084	1	NAMRIL	Z017
Z017EM0232	147.205630372084	1	NAMRIL	Z017
Z017EM0233	130.765630372087	1	NAMRIL	Z017
Z017EM0234	143.195630372085	1	NAMRIL	Z017
Z017EM0235	156.445630372086	1	NAMRIL	Z017
Z017EM0236	143.115630372085	1	NAMRIL	Z017
Z017EM0238	133.925630372087	1	NAMRIL	Z017
Z017EM0239	146.355630372083	1	NAMRIL	Z017
Z017EM0240	130.275630372085	1	NAMRIL	Z017
Z017EM0241	115.465630372085	1	NAMRIL	Z017
Z017EM0244	109.535630372086	1	NAMRIL	Z017
Z017EM0245	178.395630372084	1	NAMRIL	Z017
Z017EM0249	141.565630372087	1	NAMRIL	Z017
Z017EM0251	112.205630372085	1	NAMRIL	Z017
Z017EM0252	148.195630372086	1	NAMRIL	Z017
Z017EM0254	145.125630372084	1	NAMRIL	Z017
Z017EM0257	166.395630372085	1	NAMRIL	Z017
Z017EM0258	142.545630372085	1	NAMRIL	Z017
Z017EM0259	151.535630372086	1	NAMRIL	Z017
Z017EM0260	156.125630372085	1	NAMRIL	Z017
Z017EM0273	135.835630372075	1	NAMRIL	Z017
Z017EM0280	160.415630372082	1	NAMRIL	Z017
Z017EM0282	130.395630372087	1	NAMRIL	Z017
Z017EM0283	106.005630372084	1	NAMRIL	Z017
Z017EM0285	187.665630372085	1	NAMRIL	Z017
Z017EM0289	142.835630372084	1	NAMRIL	Z017
Z017EM0290	144.535630372085	1	NAMRIL	Z017
Z017EM0291	168.105630372085	1	NAMRIL	Z017
Z017EM0293	142.945630372086	1	NAMRIL	Z017
Z017EM0294	111.825630372084	1	NAMRIL	Z017
Z017EM0295	147.21563037208	1	NAMRIL	Z017
Z017EM0300	125.345630372085	1	NAMRIL	Z017
Z017EM0312	174.525630372087	1	NAMRIL	Z017
Z017EM0320	169.455630372085	1	NAMRIL	Z017
Z017EM0324	133.335630372092	1	NAMRIL	Z017
Z017EM0327	175.505630372085	1	NAMRIL	Z017
Z017EM0331	139.105630372081	1	NAMRIL	Z017
Z017EM0334	140.645630372089	1	NAMRIL	Z017
Z017EM0339	115.495630372086	1	NAMRIL	Z017
Z017EM0348	147.575630372084	1	NAMRIL	Z017
Z017EM0350	146.745630372085	1	NAMRIL	Z017
Z017EM0353	163.495630372083	1	NAMRIL	Z017
Z017EM0358	156.865630372082	1	NAMRIL	Z017
Z017EM0370	118.635630372078	1	NAMRIL	Z017
Z017EM0375	126.325630372088	1	NAMRIL	Z017
Z017EM0376	171.645630372087	1	NAMRIL	Z017
Z017EM0377	122.115630372087	1	NAMRIL	Z017
Z018E0001	132.507013209357	1	NAMRIL	Z018
Z018E0002	112.21624481114	1	NAMRIL	Z018
Z018E0003	126.54525759582	1	NAMRIL	Z018
Z018E0004	135.697228239432	1	NAMRIL	Z018
Z018E0005	103.753118120361	1	NAMRIL	Z018
Z018E0006	135.943829024397	1	NAMRIL	Z018
Z018E0007	138.562460036532	1	NAMRIL	Z018
Z018E0008	129.943046203464	1	NAMRIL	Z018
Z018E0009	153.223829024394	1	NAMRIL	Z018
Z018E0010	120.244543310108	1	NAMRIL	Z018
