Genotype	value	trait	pop	FID
Z014E0128	0.206834211624519	AKW	NAMRIL	Z014
Z014E0129	0.219081930508667	AKW	NAMRIL	Z014
Z014E0130	0.27187587829121	AKW	NAMRIL	Z014
Z014E0131	0.255250878291168	AKW	NAMRIL	Z014
Z014E0132	0.259035800885394	AKW	NAMRIL	Z014
Z014E0133	0.204724787651511	AKW	NAMRIL	Z014
Z014E0134	0.227439073365816	AKW	NAMRIL	Z014
Z014E0135	0.241296216222955	AKW	NAMRIL	Z014
Z014E0136	0.255250878291179	AKW	NAMRIL	Z014
Z014E0137	0.18901870107118	AKW	NAMRIL	Z014
Z014E0138	0.251961482329568	AKW	NAMRIL	Z014
Z014E0139	0.271028260835016	AKW	NAMRIL	Z014
Z014E0140	0.262486023490867	AKW	NAMRIL	Z014
Z014E0141	0.23570921162455	AKW	NAMRIL	Z014
Z014E0142	0.221282834626284	AKW	NAMRIL	Z014
Z014E0143	0.319760501937246	AKW	NAMRIL	Z014
Z014E0144	0.26739046612656	AKW	NAMRIL	Z014
Z014E0145	0.173084211624592	AKW	NAMRIL	Z014
Z014E0146	0.243679712336174	AKW	NAMRIL	Z014
Z014E0147	0.258375878291221	AKW	NAMRIL	Z014
Z014E0148	0.270417544957865	AKW	NAMRIL	Z014
Z014E0149	0.198209211624532	AKW	NAMRIL	Z014
Z014E0150	0.322709211624557	AKW	NAMRIL	Z014
Z014E0151	0.289939073365819	AKW	NAMRIL	Z014
Z014E0152	0.347920317667581	AKW	NAMRIL	Z014
Z014E0153	0.232875878291225	AKW	NAMRIL	Z014
Z014E0154	0.331619884945949	AKW	NAMRIL	Z014
Z014E0155	0.282189073365799	AKW	NAMRIL	Z014
Z014E0156	0.28758421162451	AKW	NAMRIL	Z014
Z014E0157	0.22333193050867	AKW	NAMRIL	Z014
Z014E0158	0.17816754495786	AKW	NAMRIL	Z014
Z014E0159	0.168118257998113	AKW	NAMRIL	Z014
Z014E0160	0.261084211624537	AKW	NAMRIL	Z014
Z014E0161	0.222224787651537	AKW	NAMRIL	Z014
Z014E0162	0.227721693757052	AKW	NAMRIL	Z014
Z014E0163	0.237993987915279	AKW	NAMRIL	Z014
Z014E0164	0.271224787651553	AKW	NAMRIL	Z014
Z014E0165	0.210959211624514	AKW	NAMRIL	Z014
Z014E0166	0.257071042883301	AKW	NAMRIL	Z014
Z014E0167	0.243634466291311	AKW	NAMRIL	Z014
Z014E0168	0.281950936781872	AKW	NAMRIL	Z014
Z014E0169	0.19808421162454	AKW	NAMRIL	Z014
Z014E0170	0.196118701071214	AKW	NAMRIL	Z014
Z014E0171	0.276951538741852	AKW	NAMRIL	Z014
Z014E0172	0.244334211624535	AKW	NAMRIL	Z014
Z014E0173	0.2470187010712	AKW	NAMRIL	Z014
Z014E0174	0.256904017028019	AKW	NAMRIL	Z014
Z014E0175	0.25066754495784	AKW	NAMRIL	Z014
Z014E0176	0.215084211624519	AKW	NAMRIL	Z014
Z014E0177	0.285610291528252	AKW	NAMRIL	Z014
Z014E0178	0.244500878291204	AKW	NAMRIL	Z014
Z014E0179	0.290334211624539	AKW	NAMRIL	Z014
Z014E0180	0.194417544957908	AKW	NAMRIL	Z014
Z014E0181	0.234068701071217	AKW	NAMRIL	Z014
Z014E0182	0.224439073365839	AKW	NAMRIL	Z014
Z014E0183	0.233331930508655	AKW	NAMRIL	Z014
Z014E0184	0.186921171670939	AKW	NAMRIL	Z014
Z014E0185	0.258167544957877	AKW	NAMRIL	Z014
Z014E0186	0.280750878291199	AKW	NAMRIL	Z014
Z014E0187	0.241834211624528	AKW	NAMRIL	Z014
Z014E0188	0.227276958194925	AKW	NAMRIL	Z014
Z014E0189	0.269084211624506	AKW	NAMRIL	Z014
Z014E0190	0.236501239253021	AKW	NAMRIL	Z014
Z014E0191	0.281866275786399	AKW	NAMRIL	Z014
Z014E0192	0.299518701071193	AKW	NAMRIL	Z014
Z014E0193	0.276012656253801	AKW	NAMRIL	Z014
Z014E0194	0.263000878291205	AKW	NAMRIL	Z014
Z014E0195	0.220292544957919	AKW	NAMRIL	Z014
Z014E0196	0.239368701071194	AKW	NAMRIL	Z014
Z014E0197	0.258709715061032	AKW	NAMRIL	Z014
Z014E0198	0.27061102349083	AKW	NAMRIL	Z014
Z014E0199	0.197187643151349	AKW	NAMRIL	Z014
Z014E0200	0.242202467555391	AKW	NAMRIL	Z014
Z014E0201	0.238141800994413	AKW	NAMRIL	Z014
Z014E0202	0.274254233973156	AKW	NAMRIL	Z014
Z014E0208	0.332247576037981	AKW	NAMRIL	Z014
Z014E0259	0.212247576037957	AKW	NAMRIL	Z014
Z015E0001	0.256861388048845	AKW	NAMRIL	Z015
Z015E0002	0.313445683694691	AKW	NAMRIL	Z015
Z015E0003	0.251529017027983	AKW	NAMRIL	Z015
Z015E0004	0.287724787651542	AKW	NAMRIL	Z015
Z015E0005	0.19879852349089	AKW	NAMRIL	Z015
Z015E0006	0.293729996799602	AKW	NAMRIL	Z015
Z015E0007	0.270195683694704	AKW	NAMRIL	Z015
Z015E0008	0.234412834470227	AKW	NAMRIL	Z015
Z015E0009	0.234417544957864	AKW	NAMRIL	Z015
Z015E0010	0.27076050193724	AKW	NAMRIL	Z015
Z015E0011	0.240445683694712	AKW	NAMRIL	Z015
Z015E0012	0.241993257998084	AKW	NAMRIL	Z015
Z015E0013	0.272328822419695	AKW	NAMRIL	Z015
Z015E0014	0.306750878291216	AKW	NAMRIL	Z015
Z015E0015	0.257326709203581	AKW	NAMRIL	Z015
Z015E0016	0.305321171670895	AKW	NAMRIL	Z015
Z015E0017	0.255782467399292	AKW	NAMRIL	Z015
Z015E0018	0.308598432034228	AKW	NAMRIL	Z015
Z015E0019	0.219622179584915	AKW	NAMRIL	Z015
Z015E0020	0.238154017028016	AKW	NAMRIL	Z015
Z015E0021	0.261346171670943	AKW	NAMRIL	Z015
Z015E0022	0.218164347852701	AKW	NAMRIL	Z015
Z015E0023	0.272151851209061	AKW	NAMRIL	Z015
Z015E0024	0.286223701866912	AKW	NAMRIL	Z015
Z015E0025	0.289635501937237	AKW	NAMRIL	Z015
Z015E0026	0.27559033577614	AKW	NAMRIL	Z015
Z015E0027	0.259867644794372	AKW	NAMRIL	Z015
Z015E0028	0.270894109597263	AKW	NAMRIL	Z015
Z015E0029	0.221797571556393	AKW	NAMRIL	Z015
Z015E0030	0.256648700915118	AKW	NAMRIL	Z015
Z015E0031	0.268334211624537	AKW	NAMRIL	Z015
Z015E0032	0.236831930508691	AKW	NAMRIL	Z015
Z015E0033	0.313615505715005	AKW	NAMRIL	Z015
Z015E0034	0.255260501937239	AKW	NAMRIL	Z015
Z015E0035	0.324570683694687	AKW	NAMRIL	Z015
Z015E0036	0.274574907666333	AKW	NAMRIL	Z015
Z015E0037	0.202426958064825	AKW	NAMRIL	Z015
Z015E0038	0.180399228701368	AKW	NAMRIL	Z015
Z015E0039	0.225159924664775	AKW	NAMRIL	Z015
Z015E0040	0.27788550193724	AKW	NAMRIL	Z015
Z015E0041	0.268498698558494	AKW	NAMRIL	Z015
Z015E0042	0.216625398001663	AKW	NAMRIL	Z015
Z015E0043	0.271117644794371	AKW	NAMRIL	Z015
Z015E0044	0.246389091331431	AKW	NAMRIL	Z015
Z015E0045	0.28743907336583	AKW	NAMRIL	Z015
Z015E0046	0.282834211624512	AKW	NAMRIL	Z015
Z015E0047	0.298822591537402	AKW	NAMRIL	Z015
Z015E0048	0.262792544957849	AKW	NAMRIL	Z015
Z015E0049	0.247743257998096	AKW	NAMRIL	Z015
Z015E0050	0.325846171670913	AKW	NAMRIL	Z015
Z015E0051	0.294574592856064	AKW	NAMRIL	Z015
Z015E0052	0.26443907336583	AKW	NAMRIL	Z015
Z015E0053	0.236904017028012	AKW	NAMRIL	Z015
Z015E0054	0.324457935046112	AKW	NAMRIL	Z015
Z015E0055	0.267209211624542	AKW	NAMRIL	Z015
Z015E0056	0.236000878291224	AKW	NAMRIL	Z015
Z015E0057	0.306437643151336	AKW	NAMRIL	Z015
Z015E0058	0.286361023490857	AKW	NAMRIL	Z015
Z015E0059	0.309816658239867	AKW	NAMRIL	Z015
Z015E0060	0.254925051694721	AKW	NAMRIL	Z015
Z015E0061	0.337718624731497	AKW	NAMRIL	Z015
Z015E0062	0.176387656253782	AKW	NAMRIL	Z015
Z015E0063	0.279922660300754	AKW	NAMRIL	Z015
Z015E0064	0.307792544957874	AKW	NAMRIL	Z015
Z015E0065	0.276046216222962	AKW	NAMRIL	Z015
Z015E0066	0.231125878291171	AKW	NAMRIL	Z015
Z015E0067	0.18904254495786	AKW	NAMRIL	Z015
Z015E0068	0.247648700915109	AKW	NAMRIL	Z015
Z015E0069	0.318974787651539	AKW	NAMRIL	Z015
Z015E0070	0.216653359080091	AKW	NAMRIL	Z015
Z015E0071	0.218685911000005	AKW	NAMRIL	Z015
Z015E0072	0.257268701071185	AKW	NAMRIL	Z015
Z015E0073	0.219209211624557	AKW	NAMRIL	Z015
Z015E0074	0.261688840644011	AKW	NAMRIL	Z015
Z015E0075	0.240724787651521	AKW	NAMRIL	Z015
Z015E0076	0.213250143151322	AKW	NAMRIL	Z015
Z015E0077	0.228224787651533	AKW	NAMRIL	Z015
Z015E0078	0.279446267793233	AKW	NAMRIL	Z015
Z015E0079	0.266189073365807	AKW	NAMRIL	Z015
Z015E0080	0.25764385491806	AKW	NAMRIL	Z015
Z015E0081	0.299260291398187	AKW	NAMRIL	Z015
Z015E0082	0.231921171670935	AKW	NAMRIL	Z015
Z015E0083	0.264677467555411	AKW	NAMRIL	Z015
Z015E0084	0.190823498780495	AKW	NAMRIL	Z015
Z015E0085	0.282695683694712	AKW	NAMRIL	Z015
Z015E0086	0.289820683694683	AKW	NAMRIL	Z015
Z015E0087	0.268998982134392	AKW	NAMRIL	Z015
Z015E0088	0.251426958064851	AKW	NAMRIL	Z015
Z015E0089	0.317476538741814	AKW	NAMRIL	Z015
Z015E0090	0.223611023490838	AKW	NAMRIL	Z015
Z015E0091	0.265043701071171	AKW	NAMRIL	Z015
Z015E0092	0.25942999679959	AKW	NAMRIL	Z015
Z015E0093	0.280928260834975	AKW	NAMRIL	Z015
Z015E0094	0.236010501937241	AKW	NAMRIL	Z015
Z015E0095	0.313510501937249	AKW	NAMRIL	Z015
Z015E0096	0.273796216222962	AKW	NAMRIL	Z015
Z015E0097	0.292192182034257	AKW	NAMRIL	Z015
Z015E0098	0.176319515497557	AKW	NAMRIL	Z015
Z015E0099	0.261867644794394	AKW	NAMRIL	Z015
Z015E0100	0.293178260834983	AKW	NAMRIL	Z015
Z015E0101	0.245375143151339	AKW	NAMRIL	Z015
Z015E0102	0.229516062456274	AKW	NAMRIL	Z015
Z015E0103	0.224000878291204	AKW	NAMRIL	Z015
Z015E0104	0.279523523295729	AKW	NAMRIL	Z015
Z015E0105	0.200532517818735	AKW	NAMRIL	Z015
Z015E0106	0.279153359080118	AKW	NAMRIL	Z015
Z015E0107	0.223021171670945	AKW	NAMRIL	Z015
Z015E0108	0.256941190434745	AKW	NAMRIL	Z015
Z015E0109	0.246861023490876	AKW	NAMRIL	Z015
Z015E0110	0.241768701071238	AKW	NAMRIL	Z015
Z015E0111	0.210735291528282	AKW	NAMRIL	Z015
Z015E0112	0.217332834626299	AKW	NAMRIL	Z015
Z015E0113	0.265998700915107	AKW	NAMRIL	Z015
Z015E0114	0.28539852329571	AKW	NAMRIL	Z015
Z015E0115	0.203826538741875	AKW	NAMRIL	Z015
Z015E0116	0.291318701071204	AKW	NAMRIL	Z015
Z015E0117	0.223866822920428	AKW	NAMRIL	Z015
Z015E0118	0.230834211624516	AKW	NAMRIL	Z015
Z015E0119	0.369747576037986	AKW	NAMRIL	Z015
Z015E0120	0.220718624731507	AKW	NAMRIL	Z015
Z015E0121	0.178679322920461	AKW	NAMRIL	Z015
Z015E0122	0.158603690239611	AKW	NAMRIL	Z015
Z015E0123	0.278534929975797	AKW	NAMRIL	Z015
Z015E0124	0.255375878291211	AKW	NAMRIL	Z015
Z015E0125	0.252683320579131	AKW	NAMRIL	Z015
Z015E0126	0.266218624731513	AKW	NAMRIL	Z015
Z015E0127	0.273723754729333	AKW	NAMRIL	Z015
Z015E0128	0.16636764479435	AKW	NAMRIL	Z015
Z015E0129	0.231398523295767	AKW	NAMRIL	Z015
Z015E0130	0.299689073365821	AKW	NAMRIL	Z015
Z015E0131	0.239529017028025	AKW	NAMRIL	Z015
Z015E0132	0.210259556719488	AKW	NAMRIL	Z015
Z015E0133	0.235581930508685	AKW	NAMRIL	Z015
Z015E0134	0.239674435333823	AKW	NAMRIL	Z015
Z015E0135	0.274318731745429	AKW	NAMRIL	Z015
Z015E0136	0.20610504495789	AKW	NAMRIL	Z015
Z015E0137	0.217278359080084	AKW	NAMRIL	Z015
Z015E0138	0.284028359080107	AKW	NAMRIL	Z015
Z015E0139	0.262750878291208	AKW	NAMRIL	Z015
Z015E0140	0.26773529152825	AKW	NAMRIL	Z015
Z015E0141	0.199541190239615	AKW	NAMRIL	Z015
Z015E0142	0.267943827034617	AKW	NAMRIL	Z015
Z015E0143	0.306180757998091	AKW	NAMRIL	Z015
Z015E0144	0.286487350361368	AKW	NAMRIL	Z015
Z015E0145	0.235937643151334	AKW	NAMRIL	Z015
Z015E0146	0.278570683694681	AKW	NAMRIL	Z015
Z015E0147	0.30907078718164	AKW	NAMRIL	Z015
Z015E0148	0.222862392067399	AKW	NAMRIL	Z015
Z015E0149	0.287296171670922	AKW	NAMRIL	Z015
Z015E0150	0.326563378291192	AKW	NAMRIL	Z015
Z015E0151	0.300230044957872	AKW	NAMRIL	Z015
Z015E0152	0.269687643151343	AKW	NAMRIL	Z015
Z015E0153	0.302129996799602	AKW	NAMRIL	Z015
Z015E0154	0.257146171670885	AKW	NAMRIL	Z015
Z015E0155	0.303689780863988	AKW	NAMRIL	Z015
Z015E0156	0.202529223195594	AKW	NAMRIL	Z015
Z015E0157	0.246480044957883	AKW	NAMRIL	Z015
Z015E0158	0.252586482329502	AKW	NAMRIL	Z015
Z015E0159	0.266687027319187	AKW	NAMRIL	Z015
Z015E0160	0.293752664468929	AKW	NAMRIL	Z015
Z015E0161	0.252121171670916	AKW	NAMRIL	Z015
Z015E0162	0.232417544957873	AKW	NAMRIL	Z015
Z015E0163	0.269468332749617	AKW	NAMRIL	Z015
Z015E0164	0.20715326083502	AKW	NAMRIL	Z015
Z015E0165	0.276224787651521	AKW	NAMRIL	Z015
Z015E0166	0.226328260834993	AKW	NAMRIL	Z015
Z015E0167	0.273243257998075	AKW	NAMRIL	Z015
Z015E0168	0.300896711624528	AKW	NAMRIL	Z015
Z015E0169	0.260623982134379	AKW	NAMRIL	Z015
Z015E0170	0.256273839308473	AKW	NAMRIL	Z015
Z015E0171	0.185500878291191	AKW	NAMRIL	Z015
Z015E0172	0.257672791528259	AKW	NAMRIL	Z015
Z015E0173	0.277855044957857	AKW	NAMRIL	Z015
Z015E0174	0.227153359080121	AKW	NAMRIL	Z015
Z015E0175	0.198625878291179	AKW	NAMRIL	Z015
Z015E0176	0.304349787651518	AKW	NAMRIL	Z015
Z015E0177	0.318571171670921	AKW	NAMRIL	Z015
Z015E0178	0.343633183694696	AKW	NAMRIL	Z015
Z015E0179	0.209814073365786	AKW	NAMRIL	Z015
Z015E0180	0.211081930508694	AKW	NAMRIL	Z015
Z015E0181	0.227571171670964	AKW	NAMRIL	Z015
Z015E0182	0.21488529139818	AKW	NAMRIL	Z015
Z015E0183	0.183834211624556	AKW	NAMRIL	Z015
Z015E0184	0.215720989587125	AKW	NAMRIL	Z015
Z015E0185	0.245081930508689	AKW	NAMRIL	Z015
Z015E0186	0.283071171670928	AKW	NAMRIL	Z015
Z015E0187	0.286398523295741	AKW	NAMRIL	Z015
Z015E0188	0.20095921162453	AKW	NAMRIL	Z015
Z015E0189	0.274875878291198	AKW	NAMRIL	Z015
Z015E0190	0.274449592856081	AKW	NAMRIL	Z015
Z015E0191	0.253250143151356	AKW	NAMRIL	Z015
Z015E0192	0.319500878291188	AKW	NAMRIL	Z015
Z015E0193	0.279313378291228	AKW	NAMRIL	Z015
Z015E0194	0.255584211624527	AKW	NAMRIL	Z015
Z015E0195	0.222063378291193	AKW	NAMRIL	Z015
Z015E0196	0.30377999679958	AKW	NAMRIL	Z015
Z015E0197	0.216117644794375	AKW	NAMRIL	Z015
Z015E0198	0.270792544957845	AKW	NAMRIL	Z015
Z015E0199	0.251028260834996	AKW	NAMRIL	Z015
Z015E0200	0.199998700915093	AKW	NAMRIL	Z015
Z015E0201	0.234177480394392	AKW	NAMRIL	Z015
Z015E0202	0.282696715769295	AKW	NAMRIL	Z015
Z015E0203	0.224747576037956	AKW	NAMRIL	Z015
Z015E0230	0.342247576037984	AKW	NAMRIL	Z015
Z015E0232	0.219747576037972	AKW	NAMRIL	Z015
Z015E0235	0.219747576037989	AKW	NAMRIL	Z015
Z015E0236	0.251648462716263	AKW	NAMRIL	Z015
Z015E0237	0.289747576037975	AKW	NAMRIL	Z015
Z015E0238	0.289747576037971	AKW	NAMRIL	Z015
Z015E0242	0.289747576038002	AKW	NAMRIL	Z015
Z015E0243	0.247247576037991	AKW	NAMRIL	Z015
Z015E0282	0.357247576037941	AKW	NAMRIL	Z015
Z016E0001	0.204401958194887	AKW	NAMRIL	Z016
Z016E0002	0.253955830893064	AKW	NAMRIL	Z016
Z016E0003	0.217867644794388	AKW	NAMRIL	Z016
Z016E0004	0.174584211624492	AKW	NAMRIL	Z016
Z016E0005	0.21073530522603	AKW	NAMRIL	Z016
Z016E0006	0.219154017028028	AKW	NAMRIL	Z016
Z016E0007	0.210820322732862	AKW	NAMRIL	Z016
Z016E0008	0.213568701071197	AKW	NAMRIL	Z016
Z016E0009	0.267010501937274	AKW	NAMRIL	Z016
Z016E0010	0.204167544957842	AKW	NAMRIL	Z016
Z016E0011	0.318898982329503	AKW	NAMRIL	Z016
Z016E0012	0.127307384945995	AKW	NAMRIL	Z016
Z016E0013	0.291209211624519	AKW	NAMRIL	Z016
Z016E0014	0.185459211624535	AKW	NAMRIL	Z016
Z016E0015	0.20541754495788	AKW	NAMRIL	Z016
Z016E0016	0.235042544957852	AKW	NAMRIL	Z016
Z016E0017	0.222542544957845	AKW	NAMRIL	Z016
Z016E0018	0.228000878291182	AKW	NAMRIL	Z016
Z016E0019	0.217040473693308	AKW	NAMRIL	Z016
Z016E0020	0.138221171670924	AKW	NAMRIL	Z016
Z016E0021	0.241544399602547	AKW	NAMRIL	Z016
Z016E0022	0.233625878291173	AKW	NAMRIL	Z016
Z016E0023	0.241250878291195	AKW	NAMRIL	Z016
Z016E0024	0.154918192397594	AKW	NAMRIL	Z016
Z016E0025	0.206861023490876	AKW	NAMRIL	Z016
Z016E0026	0.232521171670901	AKW	NAMRIL	Z016
Z016E0027	0.237292710082286	AKW	NAMRIL	Z016
Z016E0028	0.246735687531453	AKW	NAMRIL	Z016
Z016E0029	0.201493257998052	AKW	NAMRIL	Z016
Z016E0030	0.198433453190155	AKW	NAMRIL	Z016
Z016E0031	0.22772478765152	AKW	NAMRIL	Z016
Z016E0032	0.233750878291196	AKW	NAMRIL	Z016
Z016E0033	0.210792544957827	AKW	NAMRIL	Z016
Z016E0034	0.221136250867358	AKW	NAMRIL	Z016
Z016E0035	0.190367644794434	AKW	NAMRIL	Z016
Z016E0036	0.312266931795455	AKW	NAMRIL	Z016
Z016E0037	0.196693624861607	AKW	NAMRIL	Z016
Z016E0038	0.283417544957864	AKW	NAMRIL	Z016
Z016E0039	0.251678260834999	AKW	NAMRIL	Z016
Z016E0040	0.22133421162456	AKW	NAMRIL	Z016
Z016E0041	0.162250454396512	AKW	NAMRIL	Z016
Z016E0042	0.299917544957847	AKW	NAMRIL	Z016
Z016E0043	0.230042544957876	AKW	NAMRIL	Z016
Z016E0044	0.209000878291178	AKW	NAMRIL	Z016
Z016E0045	0.209518701071192	AKW	NAMRIL	Z016
Z016E0046	0.219028260835016	AKW	NAMRIL	Z016
Z016E0047	0.220211505773513	AKW	NAMRIL	Z016
Z016E0048	0.246292544957854	AKW	NAMRIL	Z016
Z016E0049	0.22655738494596	AKW	NAMRIL	Z016
Z016E0050	0.250542544957895	AKW	NAMRIL	Z016
Z016E0051	0.189084211624525	AKW	NAMRIL	Z016
Z016E0052	0.189929322920437	AKW	NAMRIL	Z016
Z016E0053	0.189000878291196	AKW	NAMRIL	Z016
Z016E0054	0.238028260835017	AKW	NAMRIL	Z016
Z016E0055	0.165500878291207	AKW	NAMRIL	Z016
Z016E0056	0.224417544957866	AKW	NAMRIL	Z016
Z016E0057	0.215418701071209	AKW	NAMRIL	Z016
Z016E0058	0.249210738359943	AKW	NAMRIL	Z016
Z016E0059	0.186418701071206	AKW	NAMRIL	Z016
Z016E0060	0.19308193050868	AKW	NAMRIL	Z016
Z016E0061	0.23454621622299	AKW	NAMRIL	Z016
Z016E0062	0.192617644794372	AKW	NAMRIL	Z016
Z016E0063	0.202613786374999	AKW	NAMRIL	Z016
Z016E0064	0.263834211624525	AKW	NAMRIL	Z016
Z016E0065	0.225315553666665	AKW	NAMRIL	Z016
Z016E0066	0.264010501937254	AKW	NAMRIL	Z016
Z016E0067	0.151909924664794	AKW	NAMRIL	Z016
Z016E0068	0.19790335908007	AKW	NAMRIL	Z016
Z016E0069	0.219252467555418	AKW	NAMRIL	Z016
Z016E0070	0.191709211624548	AKW	NAMRIL	Z016
Z016E0071	0.265224787651532	AKW	NAMRIL	Z016
Z016E0072	0.187209211624526	AKW	NAMRIL	Z016
Z016E0073	0.191796216222968	AKW	NAMRIL	Z016
Z016E0074	0.237625878291207	AKW	NAMRIL	Z016
Z016E0075	0.190478260835009	AKW	NAMRIL	Z016
Z016E0076	0.251081930508661	AKW	NAMRIL	Z016
Z016E0077	0.215479462491685	AKW	NAMRIL	Z016
Z016E0078	0.215645435046075	AKW	NAMRIL	Z016
Z016E0079	0.227101235602623	AKW	NAMRIL	Z016
Z016E0080	0.23870775199366	AKW	NAMRIL	Z016
Z016E0081	0.239853230733005	AKW	NAMRIL	Z016
Z016E0082	0.274711023295766	AKW	NAMRIL	Z016
Z016E0083	0.23243907336581	AKW	NAMRIL	Z016
Z016E0084	0.227611660863949	AKW	NAMRIL	Z016
Z016E0085	0.182510501937214	AKW	NAMRIL	Z016
Z016E0086	0.232084211624541	AKW	NAMRIL	Z016
Z016E0087	0.258652467555392	AKW	NAMRIL	Z016
Z016E0088	0.171189073365804	AKW	NAMRIL	Z016
Z016E0089	0.238903359080091	AKW	NAMRIL	Z016
Z016E0090	0.347195683694675	AKW	NAMRIL	Z016
Z016E0091	0.234286896513111	AKW	NAMRIL	Z016
Z016E0092	0.251318179543606	AKW	NAMRIL	Z016
Z016E0093	0.258018701071185	AKW	NAMRIL	Z016
Z016E0094	0.210617644794388	AKW	NAMRIL	Z016
Z016E0095	0.209993257998074	AKW	NAMRIL	Z016
Z016E0096	0.234153359080105	AKW	NAMRIL	Z016
Z016E0097	0.242375878291198	AKW	NAMRIL	Z016
Z016E0098	0.237362350361324	AKW	NAMRIL	Z016
Z016E0099	0.207367644794403	AKW	NAMRIL	Z016
Z016E0100	0.20432068369465	AKW	NAMRIL	Z016
Z016E0101	0.191801538741848	AKW	NAMRIL	Z016
Z016E0102	0.25054254495788	AKW	NAMRIL	Z016
Z016E0103	0.20930953368025	AKW	NAMRIL	Z016
Z016E0104	0.224708787729827	AKW	NAMRIL	Z016
Z016E0105	0.265378260834996	AKW	NAMRIL	Z016
Z016E0106	0.221943624861604	AKW	NAMRIL	Z016
Z016E0107	0.25083193050868	AKW	NAMRIL	Z016
Z016E0108	0.161296216222945	AKW	NAMRIL	Z016
Z016E0109	0.247459211624523	AKW	NAMRIL	Z016
Z016E0110	0.236125878291193	AKW	NAMRIL	Z016
Z016E0111	0.195959556719471	AKW	NAMRIL	Z016
Z016E0112	0.214479886006941	AKW	NAMRIL	Z016
Z016E0113	0.248586482329545	AKW	NAMRIL	Z016
Z016E0114	0.256251538741857	AKW	NAMRIL	Z016
Z016E0115	0.204864314883798	AKW	NAMRIL	Z016
Z016E0116	0.24936029152826	AKW	NAMRIL	Z016
Z016E0117	0.215710113465371	AKW	NAMRIL	Z016
Z016E0118	0.230095331863116	AKW	NAMRIL	Z016
Z016E0119	0.235816115393052	AKW	NAMRIL	Z016
Z016E0120	0.215867644794381	AKW	NAMRIL	Z016
Z016E0121	0.237995437182687	AKW	NAMRIL	Z016
Z016E0122	0.253105406697496	AKW	NAMRIL	Z016
Z016E0123	0.254796216222951	AKW	NAMRIL	Z016
Z016E0124	0.224918701071212	AKW	NAMRIL	Z016
Z016E0125	0.193117644794415	AKW	NAMRIL	Z016
Z016E0126	0.251250878291195	AKW	NAMRIL	Z016
Z016E0127	0.303709211624531	AKW	NAMRIL	Z016
Z016E0128	0.210443625385685	AKW	NAMRIL	Z016
Z016E0129	0.292871171670906	AKW	NAMRIL	Z016
Z016E0130	0.255820683694671	AKW	NAMRIL	Z016
Z016E0131	0.21791754495785	AKW	NAMRIL	Z016
Z016E0132	0.217281415479151	AKW	NAMRIL	Z016
Z016E0133	0.284200496626463	AKW	NAMRIL	Z016
Z016E0134	0.292752207061056	AKW	NAMRIL	Z016
Z016E0135	0.246484950795153	AKW	NAMRIL	Z016
Z016E0136	0.215025734050443	AKW	NAMRIL	Z016
Z016E0137	0.230053470383762	AKW	NAMRIL	Z016
Z016E0138	0.214050179471128	AKW	NAMRIL	Z016
Z016E0139	0.282872973195601	AKW	NAMRIL	Z016
Z016E0140	0.198042394390095	AKW	NAMRIL	Z016
Z016E0141	0.253501538741833	AKW	NAMRIL	Z016
Z016E0142	0.167776958194878	AKW	NAMRIL	Z016
Z016E0143	0.235832141904417	AKW	NAMRIL	Z016
Z016E0144	0.214605024907569	AKW	NAMRIL	Z016
Z016E0145	0.298335305226018	AKW	NAMRIL	Z016
Z016E0146	0.214021171670922	AKW	NAMRIL	Z016
Z016E0147	0.200671171670928	AKW	NAMRIL	Z016
Z016E0148	0.179625878291148	AKW	NAMRIL	Z016
Z016E0149	0.259287113189263	AKW	NAMRIL	Z016
Z016E0150	0.172997353169497	AKW	NAMRIL	Z016
Z016E0151	0.189959211624522	AKW	NAMRIL	Z016
Z016E0152	0.225021171670955	AKW	NAMRIL	Z016
Z016E0153	0.234485480345372	AKW	NAMRIL	Z016
Z016E0154	0.208110291528245	AKW	NAMRIL	Z016
Z016E0155	0.285459211624536	AKW	NAMRIL	Z016
Z016E0156	0.224834211624524	AKW	NAMRIL	Z016
Z016E0157	0.231747017613996	AKW	NAMRIL	Z016
Z016E0158	0.247943624861584	AKW	NAMRIL	Z016
Z016E0159	0.281334211624524	AKW	NAMRIL	Z016
Z016E0160	0.21788782870898	AKW	NAMRIL	Z016
Z016E0161	0.193340054574272	AKW	NAMRIL	Z016
Z016E0162	0.25306983054518	AKW	NAMRIL	Z016
Z016E0163	0.228189073365801	AKW	NAMRIL	Z016
Z016E0164	0.188558120987239	AKW	NAMRIL	Z016
Z016E0165	0.221209211624504	AKW	NAMRIL	Z016
Z016E0166	0.205403359080112	AKW	NAMRIL	Z016
Z016E0167	0.22441754495783	AKW	NAMRIL	Z016
Z016E0168	0.195974787651503	AKW	NAMRIL	Z016
Z016E0169	0.211617644794379	AKW	NAMRIL	Z016
Z016E0170	0.266418701071189	AKW	NAMRIL	Z016
Z016E0171	0.161485291528238	AKW	NAMRIL	Z016
Z016E0172	0.242875878291196	AKW	NAMRIL	Z016
Z016E0173	0.254375878291203	AKW	NAMRIL	Z016
Z016E0174	0.165724787651503	AKW	NAMRIL	Z016
Z016E0175	0.202042544957883	AKW	NAMRIL	Z016
Z016E0176	0.159250878291178	AKW	NAMRIL	Z016
Z016E0177	0.243527070579147	AKW	NAMRIL	Z016
