Genotype	AKW	Fix	pop$	FID$
Z016E0093	0.258018701071185	1	NAMRIL	Z016
Z016E0094	0.210617644794388	1	NAMRIL	Z016
Z016E0095	0.209993257998074	1	NAMRIL	Z016
Z016E0096	0.234153359080105	1	NAMRIL	Z016
Z016E0097	0.242375878291198	1	NAMRIL	Z016
Z016E0098	0.237362350361324	1	NAMRIL	Z016
Z016E0099	0.207367644794403	1	NAMRIL	Z016
Z016E0100	0.20432068369465	1	NAMRIL	Z016
Z016E0101	0.191801538741848	1	NAMRIL	Z016
Z016E0102	0.25054254495788	1	NAMRIL	Z016
Z016E0103	0.20930953368025	1	NAMRIL	Z016
Z016E0104	0.224708787729827	1	NAMRIL	Z016
Z016E0105	0.265378260834996	1	NAMRIL	Z016
Z016E0106	0.221943624861604	1	NAMRIL	Z016
Z016E0107	0.25083193050868	1	NAMRIL	Z016
Z016E0108	0.161296216222945	1	NAMRIL	Z016
Z016E0109	0.247459211624523	1	NAMRIL	Z016
Z016E0110	0.236125878291193	1	NAMRIL	Z016
Z016E0111	0.195959556719471	1	NAMRIL	Z016
Z016E0112	0.214479886006941	1	NAMRIL	Z016
Z016E0113	0.248586482329545	1	NAMRIL	Z016
Z016E0114	0.256251538741857	1	NAMRIL	Z016
Z016E0115	0.204864314883798	1	NAMRIL	Z016
Z016E0116	0.24936029152826	1	NAMRIL	Z016
Z016E0117	0.215710113465371	1	NAMRIL	Z016
Z016E0118	0.230095331863116	1	NAMRIL	Z016
Z016E0119	0.235816115393052	1	NAMRIL	Z016
Z016E0120	0.215867644794381	1	NAMRIL	Z016
Z016E0121	0.237995437182687	1	NAMRIL	Z016
Z016E0122	0.253105406697496	1	NAMRIL	Z016
Z016E0123	0.254796216222951	1	NAMRIL	Z016
Z016E0124	0.224918701071212	1	NAMRIL	Z016
Z016E0125	0.193117644794415	1	NAMRIL	Z016
Z016E0126	0.251250878291195	1	NAMRIL	Z016
Z016E0127	0.303709211624531	1	NAMRIL	Z016
Z016E0128	0.210443625385685	1	NAMRIL	Z016
Z016E0129	0.292871171670906	1	NAMRIL	Z016
Z016E0130	0.255820683694671	1	NAMRIL	Z016
Z016E0131	0.21791754495785	1	NAMRIL	Z016
Z016E0132	0.217281415479151	1	NAMRIL	Z016
Z016E0133	0.284200496626463	1	NAMRIL	Z016
Z016E0134	0.292752207061056	1	NAMRIL	Z016
Z016E0135	0.246484950795153	1	NAMRIL	Z016
Z016E0136	0.215025734050443	1	NAMRIL	Z016
Z016E0137	0.230053470383762	1	NAMRIL	Z016
Z016E0138	0.214050179471128	1	NAMRIL	Z016
Z016E0139	0.282872973195601	1	NAMRIL	Z016
Z016E0140	0.198042394390095	1	NAMRIL	Z016
Z016E0141	0.253501538741833	1	NAMRIL	Z016
Z016E0142	0.167776958194878	1	NAMRIL	Z016
Z016E0143	0.235832141904417	1	NAMRIL	Z016
Z016E0144	0.214605024907569	1	NAMRIL	Z016
Z016E0145	0.298335305226018	1	NAMRIL	Z016
Z016E0146	0.214021171670922	1	NAMRIL	Z016
Z016E0147	0.200671171670928	1	NAMRIL	Z016
Z016E0148	0.179625878291148	1	NAMRIL	Z016
Z016E0149	0.259287113189263	1	NAMRIL	Z016
Z016E0150	0.172997353169497	1	NAMRIL	Z016
Z016E0151	0.189959211624522	1	NAMRIL	Z016
Z016E0152	0.225021171670955	1	NAMRIL	Z016
Z016E0153	0.234485480345372	1	NAMRIL	Z016
Z016E0154	0.208110291528245	1	NAMRIL	Z016
Z016E0155	0.285459211624536	1	NAMRIL	Z016
Z016E0156	0.224834211624524	1	NAMRIL	Z016
Z016E0157	0.231747017613996	1	NAMRIL	Z016
Z016E0158	0.247943624861584	1	NAMRIL	Z016
Z016E0159	0.281334211624524	1	NAMRIL	Z016
Z016E0160	0.21788782870898	1	NAMRIL	Z016
Z016E0161	0.193340054574272	1	NAMRIL	Z016
Z016E0162	0.25306983054518	1	NAMRIL	Z016
Z016E0163	0.228189073365801	1	NAMRIL	Z016
Z016E0164	0.188558120987239	1	NAMRIL	Z016
Z016E0165	0.221209211624504	1	NAMRIL	Z016
Z016E0166	0.205403359080112	1	NAMRIL	Z016
Z016E0167	0.22441754495783	1	NAMRIL	Z016
Z016E0168	0.195974787651503	1	NAMRIL	Z016
Z016E0169	0.211617644794379	1	NAMRIL	Z016
Z016E0170	0.266418701071189	1	NAMRIL	Z016
Z016E0171	0.161485291528238	1	NAMRIL	Z016
Z016E0172	0.242875878291196	1	NAMRIL	Z016
Z016E0173	0.254375878291203	1	NAMRIL	Z016
Z016E0174	0.165724787651503	1	NAMRIL	Z016
Z016E0175	0.202042544957883	1	NAMRIL	Z016
Z016E0176	0.159250878291178	1	NAMRIL	Z016
Z016E0177	0.243527070579147	1	NAMRIL	Z016
Z016E0178	0.250125878291175	1	NAMRIL	Z016
Z016E0179	0.165951538741824	1	NAMRIL	Z016
Z016E0180	0.174622973195579	1	NAMRIL	Z016
Z016E0181	0.209028260834973	1	NAMRIL	Z016
Z016E0182	0.202575051889799	1	NAMRIL	Z016
Z016E0183	0.177250878291173	1	NAMRIL	Z016
Z016E0184	0.22940992466474	1	NAMRIL	Z016
Z016E0185	0.256542544957854	1	NAMRIL	Z016
Z016E0186	0.265952467555377	1	NAMRIL	Z016
Z016E0187	0.211779996799569	1	NAMRIL	Z016
Z016E0188	0.258796216222968	1	NAMRIL	Z016
Z016E0189	0.230417544957864	1	NAMRIL	Z016
Z016E0190	0.202209211624519	1	NAMRIL	Z016
Z016E0191	0.22533421162453	1	NAMRIL	Z016
Z016E0192	0.22776870107119	1	NAMRIL	Z016
Z016E0193	0.262367644794392	1	NAMRIL	Z016
Z016E0194	0.24471159791543	1	NAMRIL	Z016
Z016E0195	0.225334211624537	1	NAMRIL	Z016
Z016E0196	0.238403359080106	1	NAMRIL	Z016
Z016E0197	0.217171171670937	1	NAMRIL	Z016
Z016E0198	0.219459156141954	1	NAMRIL	Z016
Z016E0199	0.180042544957878	1	NAMRIL	Z016
Z016E0200	0.233584211624556	1	NAMRIL	Z016
Z016E0201	0.239839671869933	1	NAMRIL	Z016
Z016E0202	0.231380587621515	1	NAMRIL	Z016
Z016E0213	0.209747576037958	1	NAMRIL	Z016
Z016E0220	0.203268672210449	1	NAMRIL	Z016
Z016E0251	0.246609542284761	1	NAMRIL	Z016
Z016E0274	0.194747576037958	1	NAMRIL	Z016
Z017E0001	0.208907824623268	1	NAMRIL	Z017
Z017E0002	0.251394747944123	1	NAMRIL	Z017
Z017E0003	0.294024971572703	1	NAMRIL	Z017
Z017E0004	0.241259033658392	1	NAMRIL	Z017
Z017E0005	0.229787378339431	1	NAMRIL	Z017
Z017E0006	0.201706250000013	1	NAMRIL	Z017
Z017E0007	0.188157131768984	1	NAMRIL	Z017
Z017E0008	0.280945711542675	1	NAMRIL	Z017
Z017E0009	0.233212604975478	1	NAMRIL	Z017
Z017E0010	0.211265250883775	1	NAMRIL	Z017
Z017E0011	0.214790250883756	1	NAMRIL	Z017
Z017E0012	0.276354411739521	1	NAMRIL	Z017
Z017E0013	0.244419679597509	1	NAMRIL	Z017
Z017E0014	0.269754116080527	1	NAMRIL	Z017
Z017E0015	0.240829116080543	1	NAMRIL	Z017
Z017E0016	0.212518249479557	1	NAMRIL	Z017
Z017E0017	0.227293749999979	1	NAMRIL	Z017
Z017E0018	0.216090624999991	1	NAMRIL	Z017
Z017E0019	0.231393250896047	1	NAMRIL	Z017
Z017E0020	0.281031198305263	1	NAMRIL	Z017
Z017E0021	0.234465831965859	1	NAMRIL	Z017
Z017E0022	0.194292500972982	1	NAMRIL	Z017
Z017E0023	0.24031897070269	1	NAMRIL	Z017
Z017E0024	0.178437290632538	1	NAMRIL	Z017
Z017E0025	0.229439840766601	1	NAMRIL	Z017
Z017E0026	0.258484556719452	1	NAMRIL	Z017
Z017E0027	0.256319125415195	1	NAMRIL	Z017
Z017E0028	0.219126937172513	1	NAMRIL	Z017
Z017E0029	0.210005462118341	1	NAMRIL	Z017
Z017E0030	0.169919747832635	1	NAMRIL	Z017
Z017E0031	0.223128331835814	1	NAMRIL	Z017
Z017E0032	0.244174165299201	1	NAMRIL	Z017
Z017E0033	0.257737948915898	1	NAMRIL	Z017
Z017E0034	0.195666205244603	1	NAMRIL	Z017
Z017E0035	0.257697057465639	1	NAMRIL	Z017
Z017E0036	0.265344870751671	1	NAMRIL	Z017
Z017E0037	0.220025965169487	1	NAMRIL	Z017
Z017E0038	0.252750965169515	1	NAMRIL	Z017
Z017E0039	0.262129536598049	1	NAMRIL	Z017
Z017E0040	0.208267273490864	1	NAMRIL	Z017
Z017E0041	0.2938343321891	1	NAMRIL	Z017
Z017E0042	0.182492500973014	1	NAMRIL	Z017
Z017E0043	0.275714153512511	1	NAMRIL	Z017
Z017E0044	0.246077467555385	1	NAMRIL	Z017
Z017E0045	0.273554116080569	1	NAMRIL	Z017
Z017E0046	0.297287031238607	1	NAMRIL	Z017
Z017E0047	0.283471335428227	1	NAMRIL	Z017
Z017E0048	0.26281480390596	1	NAMRIL	Z017
Z017E0049	0.248736665169142	1	NAMRIL	Z017
Z017E0050	0.190250000000009	1	NAMRIL	Z017
Z017E0051	0.233732903707614	1	NAMRIL	Z017
Z017E0052	0.238968970702692	1	NAMRIL	Z017
Z017E0053	0.204034375000005	1	NAMRIL	Z017
Z017E0054	0.191377304036023	1	NAMRIL	Z017
Z017E0055	0.214042941229636	1	NAMRIL	Z017
Z017E0056	0.21049443348966	1	NAMRIL	Z017
Z017E0057	0.237894998632559	1	NAMRIL	Z017
Z017E0058	0.255134033658387	1	NAMRIL	Z017
Z017E0059	0.229175084086773	1	NAMRIL	Z017
Z017E0060	0.283504411739502	1	NAMRIL	Z017
Z017E0061	0.260475601831198	1	NAMRIL	Z017
Z017E0062	0.230574501091195	1	NAMRIL	Z017
Z017E0063	0.209811645324739	1	NAMRIL	Z017
Z017E0064	0.218616176515533	1	NAMRIL	Z017
Z017E0065	0.216387745072872	1	NAMRIL	Z017
Z017E0066	0.223728249479572	1	NAMRIL	Z017
Z017E0067	0.217447393740914	1	NAMRIL	Z017
Z017E0068	0.254203260834983	1	NAMRIL	Z017
Z017E0069	0.259890250883764	1	NAMRIL	Z017
Z017E0070	0.242113724132282	1	NAMRIL	Z017
Z017E0071	0.210025084086761	1	NAMRIL	Z017
Z017E0072	0.240244998502478	1	NAMRIL	Z017
Z017E0073	0.253490831965895	1	NAMRIL	Z017
Z017E0074	0.184020338799722	1	NAMRIL	Z017
Z017E0075	0.221637499999987	1	NAMRIL	Z017
Z017E0076	0.316064804036033	1	NAMRIL	Z017
Z017E0077	0.192876576346829	1	NAMRIL	Z017
Z017E0078	0.250441545006077	1	NAMRIL	Z017
Z017E0079	0.244470275882941	1	NAMRIL	Z017
Z017E0080	0.27184959305119	1	NAMRIL	Z017
Z017E0081	0.210564437172522	1	NAMRIL	Z017
Z017E0082	0.21748729063253	1	NAMRIL	Z017
Z017E0083	0.230555462229804	1	NAMRIL	Z017
Z017E0084	0.210595711542697	1	NAMRIL	Z017
Z017E0085	0.227626890801247	1	NAMRIL	Z017
Z017E0086	0.202341205244584	1	NAMRIL	Z017
Z017E0087	0.246291645324715	1	NAMRIL	Z017
Z017E0088	0.252528331965899	1	NAMRIL	Z017
Z017E0089	0.236573798435707	1	NAMRIL	Z017
Z017E0090	0.236850084086764	1	NAMRIL	Z017
Z017E0091	0.200077907941109	1	NAMRIL	Z017
Z017E0092	0.235555411808909	1	NAMRIL	Z017
Z017E0093	0.250283675844316	1	NAMRIL	Z017
Z017E0094	0.201826486439208	1	NAMRIL	Z017
Z017E0095	0.244409556719484	1	NAMRIL	Z017
Z017E0096	0.156860042797045	1	NAMRIL	Z017
Z017E0097	0.227484390139481	1	NAMRIL	Z017
Z017E0098	0.239943701071214	1	NAMRIL	Z017
Z017E0099	0.154149264781396	1	NAMRIL	Z017
Z017E0100	0.154764803905932	1	NAMRIL	Z017
Z017E0101	0.208325965169496	1	NAMRIL	Z017
Z017E0102	0.313474787651523	1	NAMRIL	Z017
Z017E0103	0.276779996799571	1	NAMRIL	Z017
Z017E0104	0.295287093051195	1	NAMRIL	Z017
Z017E0105	0.227220413064376	1	NAMRIL	Z017
Z017E0106	0.244146171670931	1	NAMRIL	Z017
Z017E0107	0.311028124999976	1	NAMRIL	Z017
Z017E0108	0.294299850361357	1	NAMRIL	Z017
Z017E0109	0.283788517670465	1	NAMRIL	Z017
Z017E0110	0.245621078406206	1	NAMRIL	Z017
Z017E0111	0.236406776595138	1	NAMRIL	Z017
Z017E0112	0.220284033546898	1	NAMRIL	Z017
Z017E0113	0.246732500972983	1	NAMRIL	Z017
Z017E0114	0.270501653707606	1	NAMRIL	Z017
Z017E0115	0.243549165299204	1	NAMRIL	Z017
Z017E0116	0.223658211672757	1	NAMRIL	Z017
Z017E0117	0.269837605086989	1	NAMRIL	Z017
Z017E0118	0.218774999999999	1	NAMRIL	Z017
Z017E0119	0.281556470702691	1	NAMRIL	Z017
Z017E0120	0.280051890801242	1	NAMRIL	Z017
Z017E0121	0.269409181609788	1	NAMRIL	Z017
Z017E0122	0.185635798372477	1	NAMRIL	Z017
Z017E0123	0.238803732206739	1	NAMRIL	Z017
Z017E0124	0.235373741404502	1	NAMRIL	Z017
Z017E0126	0.227005200795919	1	NAMRIL	Z017
Z017E0127	0.268688675844336	1	NAMRIL	Z017
Z017E0128	0.262387079731021	1	NAMRIL	Z017
Z017E0129	0.264671645324767	1	NAMRIL	Z017
Z017E0130	0.238478273368085	1	NAMRIL	Z017
Z017E0131	0.26520477349086	1	NAMRIL	Z017
Z017E0132	0.256823607406917	1	NAMRIL	Z017
Z017E0133	0.24888620524459	1	NAMRIL	Z017
Z017E0134	0.241705462229833	1	NAMRIL	Z017
Z017E0135	0.3425745928561	1	NAMRIL	Z017
Z017E0136	0.240809556719471	1	NAMRIL	Z017
Z017E0137	0.219558809760363	1	NAMRIL	Z017
Z017E0138	0.203159181609814	1	NAMRIL	Z017
Z017E0139	0.269108719203944	1	NAMRIL	Z017
Z017E0140	0.212168701071212	1	NAMRIL	Z017
Z017E0141	0.263624116080552	1	NAMRIL	Z017
Z017E0142	0.248000696570986	1	NAMRIL	Z017
Z017E0143	0.262430757998087	1	NAMRIL	Z017
Z017E0144	0.255068970702685	1	NAMRIL	Z017
Z017E0146	0.21796541180893	1	NAMRIL	Z017
Z017E0147	0.219742941229646	1	NAMRIL	Z017
Z017E0148	0.28688955656338	1	NAMRIL	Z017
Z017E0149	0.259782384750856	1	NAMRIL	Z017
Z017E0150	0.198593494834137	1	NAMRIL	Z017
Z017E0151	0.220071171670969	1	NAMRIL	Z017
Z017E0152	0.271130147775405	1	NAMRIL	Z017
Z017E0153	0.227714369801064	1	NAMRIL	Z017
Z017E0154	0.243806249999986	1	NAMRIL	Z017
Z017E0155	0.22488039079898	1	NAMRIL	Z017
Z017E0156	0.249757226943918	1	NAMRIL	Z017
Z017E0157	0.199043749999987	1	NAMRIL	Z017
Z017E0158	0.273068701071216	1	NAMRIL	Z017
Z017E0159	0.32064852329573	1	NAMRIL	Z017
Z017E0160	0.249127203807758	1	NAMRIL	Z017
Z017E0161	0.259881124861593	1	NAMRIL	Z017
Z017E0162	0.207716517027985	1	NAMRIL	Z017
Z017E0163	0.225244116080525	1	NAMRIL	Z017
Z017E0164	0.23517121622297	1	NAMRIL	Z017
Z017E0165	0.192949165299197	1	NAMRIL	Z017
Z017E0166	0.237087027319181	1	NAMRIL	Z017
Z017E0167	0.289442890798973	1	NAMRIL	Z017
Z017E0168	0.282299999999999	1	NAMRIL	Z017
Z017E0169	0.222675965169495	1	NAMRIL	Z017
Z017E0170	0.203831930508675	1	NAMRIL	Z017
Z017E0171	0.246453655515353	1	NAMRIL	Z017
Z017E0172	0.230613249635657	1	NAMRIL	Z017
Z017E0173	0.311419747944117	1	NAMRIL	Z017
Z017E0174	0.186994884945943	1	NAMRIL	Z017
Z017E0175	0.279318376130408	1	NAMRIL	Z017
Z017E0176	0.192903655515359	1	NAMRIL	Z017
Z017E0177	0.27104374999999	1	NAMRIL	Z017
Z017E0178	0.189822057465629	1	NAMRIL	Z017
Z017E0179	0.242734033658374	1	NAMRIL	Z017
Z017E0180	0.261324971728794	1	NAMRIL	Z017
Z017E0181	0.24110008408678	1	NAMRIL	Z017
Z017E0182	0.220182226943885	1	NAMRIL	Z017
Z017E0183	0.246799850361345	1	NAMRIL	Z017
Z017E0184	0.256443376130409	1	NAMRIL	Z017
Z017E0185	0.314302467555382	1	NAMRIL	Z017
Z017E0186	0.195890862061101	1	NAMRIL	Z017
Z017E0187	0.328732467399332	1	NAMRIL	Z017
Z017E0188	0.217599999999984	1	NAMRIL	Z017
Z017E0189	0.243605044957852	1	NAMRIL	Z017
Z017E0190	0.216481616552964	1	NAMRIL	Z017
Z017E0191	0.259627467555386	1	NAMRIL	Z017
Z017E0192	0.230364803905938	1	NAMRIL	Z017
Z017E0193	0.28667999679959	1	NAMRIL	Z017
Z017E0194	0.312439073365808	1	NAMRIL	Z017
Z017E0195	0.204563517865595	1	NAMRIL	Z017
Z017E0196	0.246213634945967	1	NAMRIL	Z017
Z017E0197	0.214924850361367	1	NAMRIL	Z017
Z017E0198	0.29063980403604	1	NAMRIL	Z017
Z017E0199	0.214036665299219	1	NAMRIL	Z017
Z017E0200	0.228524971572719	1	NAMRIL	Z017
Z017E0201	0.236912209511571	1	NAMRIL	Z017
Z017EM0002	0.211926486439213	1	NAMRIL	Z017
Z017EM0004	0.22012648643923	1	NAMRIL	Z017
Z017EM0006	0.19282648643923	1	NAMRIL	Z017
Z017EM0026	0.283826486439234	1	NAMRIL	Z017
Z017EM0044	0.229726486439233	1	NAMRIL	Z017
Z017EM0053	0.181826486439253	1	NAMRIL	Z017
Z017EM0054	0.250826486439232	1	NAMRIL	Z017
Z017EM0059	0.25352648643923	1	NAMRIL	Z017
Z017EM0064	0.154826486439212	1	NAMRIL	Z017
Z017EM0065	0.197926486439234	1	NAMRIL	Z017
Z017EM0069	0.226926486439259	1	NAMRIL	Z017
Z017EM0070	0.200226486439243	1	NAMRIL	Z017
Z017EM0071	0.226726486439217	1	NAMRIL	Z017
Z017EM0078	0.295226486439211	1	NAMRIL	Z017
Z017EM0080	0.247726486439222	1	NAMRIL	Z017
Z017EM0081	0.183426486439221	1	NAMRIL	Z017
Z017EM0084	0.261326486439218	1	NAMRIL	Z017
Z017EM0086	0.189526486439228	1	NAMRIL	Z017
Z017EM0090	0.176626486439233	1	NAMRIL	Z017
Z017EM0091	0.206426486439222	1	NAMRIL	Z017
Z017EM0096	0.202026486439226	1	NAMRIL	Z017
Z017EM0097	0.25082648643923	1	NAMRIL	Z017
Z017EM0100	0.205426486439227	1	NAMRIL	Z017
Z017EM0103	0.281926486439223	1	NAMRIL	Z017
Z017EM0104	0.353726486439226	1	NAMRIL	Z017
Z017EM0107	0.244426486439225	1	NAMRIL	Z017
Z017EM0109	0.25442648643925	1	NAMRIL	Z017
Z017EM0110	0.214126486439246	1	NAMRIL	Z017
Z017EM0113	0.235826486439225	1	NAMRIL	Z017
Z017EM0115	0.222726486439236	1	NAMRIL	Z017
Z017EM0117	0.213226486439232	1	NAMRIL	Z017
Z017EM0120	0.266126486439233	1	NAMRIL	Z017
Z017EM0121	0.25312648643923	1	NAMRIL	Z017
Z017EM0122	0.302426486439235	1	NAMRIL	Z017
Z017EM0124	0.230426486439247	1	NAMRIL	Z017
Z017EM0126	0.258326486439241	1	NAMRIL	Z017
Z017EM0129	0.239926486439223	1	NAMRIL	Z017
Z017EM0130	0.234826486439213	1	NAMRIL	Z017
Z017EM0131	0.222126486439225	1	NAMRIL	Z017
Z017EM0132	0.255726486439229	1	NAMRIL	Z017
Z017EM0133	0.193926486439226	1	NAMRIL	Z017
Z017EM0138	0.265326486439235	1	NAMRIL	Z017
Z017EM0142	0.149826486439224	1	NAMRIL	Z017
Z017EM0144	0.211826486439244	1	NAMRIL	Z017
Z017EM0147	0.194526486439212	1	NAMRIL	Z017
Z017EM0149	0.238926486439225	1	NAMRIL	Z017
Z017EM0150	0.220826486439244	1	NAMRIL	Z017
Z017EM0152	0.244026486439203	1	NAMRIL	Z017
Z017EM0155	0.29712648643924	1	NAMRIL	Z017
Z017EM0156	0.226026486439228	1	NAMRIL	Z017
Z017EM0157	0.179426486439213	1	NAMRIL	Z017
Z017EM0160	0.216226486439227	1	NAMRIL	Z017
Z017EM0160A	0.192426486439227	1	NAMRIL	Z017
Z017EM0162A	0.232526486439212	1	NAMRIL	Z017
Z017EM0165	0.311426486439238	1	NAMRIL	Z017
Z017EM0166	0.269926486439228	1	NAMRIL	Z017
Z017EM0167	0.171726486439232	1	NAMRIL	Z017
Z017EM0168	0.211226486439207	1	NAMRIL	Z017
Z017EM0173	0.398926486439229	1	NAMRIL	Z017
Z017EM0174	0.249326486439235	1	NAMRIL	Z017
Z017EM0177	0.224126486439227	1	NAMRIL	Z017
Z017EM0178	0.207626486439232	1	NAMRIL	Z017
Z017EM0179	0.248626486439215	1	NAMRIL	Z017
Z017EM0180	0.250326486439216	1	NAMRIL	Z017
Z017EM0187	0.223726486439244	1	NAMRIL	Z017
Z017EM0189	0.235726486439246	1	NAMRIL	Z017
Z017EM0191	0.269726486439243	1	NAMRIL	Z017
Z017EM0195	0.195026486439235	1	NAMRIL	Z017
Z017EM0196	0.249426486439228	1	NAMRIL	Z017
Z017EM0197	0.238026486439231	1	NAMRIL	Z017
Z017EM0198	0.264326486439242	1	NAMRIL	Z017
Z017EM0199	0.127926486439201	1	NAMRIL	Z017
Z017EM0200	0.219726486439247	1	NAMRIL	Z017
Z017EM0201	0.234526486439198	1	NAMRIL	Z017
Z017EM0203	0.254026486439222	1	NAMRIL	Z017
Z017EM0204	0.201326486439215	1	NAMRIL	Z017
Z017EM0205	0.203626486439209	1	NAMRIL	Z017
Z017EM0206	0.249126486439229	1	NAMRIL	Z017
Z017EM0208	0.280226486439247	1	NAMRIL	Z017
Z017EM0209	0.240726486439226	1	NAMRIL	Z017
Z017EM0212	0.249826486439219	1	NAMRIL	Z017
Z017EM0213	0.264426486439242	1	NAMRIL	Z017
Z017EM0214	0.154226486439224	1	NAMRIL	Z017
Z017EM0216	0.239126486439223	1	NAMRIL	Z017
Z017EM0217	0.179826486439221	1	NAMRIL	Z017
Z017EM0220	0.227126486439211	1	NAMRIL	Z017
Z017EM0222	0.249026486439236	1	NAMRIL	Z017
Z017EM0223	0.258326486439238	1	NAMRIL	Z017
Z017EM0230	0.263026486439254	1	NAMRIL	Z017
Z017EM0232	0.301826486439258	1	NAMRIL	Z017
Z017EM0233	0.162526486439235	1	NAMRIL	Z017
Z017EM0234	0.223526486439241	1	NAMRIL	Z017
Z017EM0235	0.207326486439204	1	NAMRIL	Z017
Z017EM0236	0.244826486439219	1	NAMRIL	Z017
Z017EM0238	0.141126486439217	1	NAMRIL	Z017
Z017EM0239	0.211326486439235	1	NAMRIL	Z017
Z017EM0240	0.14502648643921	1	NAMRIL	Z017
Z017EM0241	0.242626486439213	1	NAMRIL	Z017
Z017EM0244	0.206226486439209	1	NAMRIL	Z017
Z017EM0245	0.227626486439234	1	NAMRIL	Z017
Z017EM0249	0.250326486439239	1	NAMRIL	Z017
Z017EM0251	0.234426486439235	1	NAMRIL	Z017
Z017EM0252	0.203326486439226	1	NAMRIL	Z017
Z017EM0254	0.188826486439236	1	NAMRIL	Z017
Z017EM0257	0.258326486439219	1	NAMRIL	Z017
Z017EM0258	0.14502648643923	1	NAMRIL	Z017
Z017EM0259	0.314726486439215	1	NAMRIL	Z017
Z017EM0260	0.256026486439228	1	NAMRIL	Z017
Z017EM0273	0.230826486439226	1	NAMRIL	Z017
Z017EM0280	0.237926486439244	1	NAMRIL	Z017
Z017EM0282	0.253826486439218	1	NAMRIL	Z017
Z017EM0283	0.141226486439219	1	NAMRIL	Z017
Z017EM0285	0.238226486439229	1	NAMRIL	Z017
Z017EM0289	0.216726486439222	1	NAMRIL	Z017
Z017EM0290	0.249226486439235	1	NAMRIL	Z017
Z017EM0291	0.223926486439241	1	NAMRIL	Z017
Z017EM0293	0.285126486439234	1	NAMRIL	Z017
Z017EM0294	0.181326486439227	1	NAMRIL	Z017
Z017EM0295	0.202626486439216	1	NAMRIL	Z017
Z017EM0300	0.29332648643922	1	NAMRIL	Z017
Z017EM0306	0.205426486439221	1	NAMRIL	Z017
Z017EM0312	0.209826486439241	1	NAMRIL	Z017
Z017EM0320	0.222926486439233	1	NAMRIL	Z017
Z017EM0324	0.296226486439242	1	NAMRIL	Z017
Z017EM0327	0.235526486439227	1	NAMRIL	Z017
Z017EM0331	0.251326486439226	1	NAMRIL	Z017
Z017EM0334	0.181526486439223	1	NAMRIL	Z017
Z017EM0339	0.189026486439234	1	NAMRIL	Z017
Z017EM0348	0.261226486439228	1	NAMRIL	Z017
Z017EM0350	0.273526486439222	1	NAMRIL	Z017
Z017EM0353	0.205626486439231	1	NAMRIL	Z017
Z017EM0358	0.200026486439244	1	NAMRIL	Z017
Z017EM0370	0.269126486439196	1	NAMRIL	Z017
Z017EM0375	0.205526486439245	1	NAMRIL	Z017
Z017EM0376	0.208726486439228	1	NAMRIL	Z017
Z017EM0377	0.177026486439238	1	NAMRIL	Z017
Z018E0001	0.170312643151358	1	NAMRIL	Z018
Z018E0002	0.123062865372002	1	NAMRIL	Z018
Z018E0003	0.185209211624533	1	NAMRIL	Z018
Z018E0004	0.154328260834994	1	NAMRIL	Z018
Z018E0005	0.190833787729863	1	NAMRIL	Z018
Z018E0006	0.223042544957878	1	NAMRIL	Z018
Z018E0007	0.164271171670886	1	NAMRIL	Z018
Z018E0008	0.189724787651509	1	NAMRIL	Z018
Z018E0009	0.224250878291199	1	NAMRIL	Z018
Z018E0010	0.141750878291187	1	NAMRIL	Z018
Z018E0011	0.222648700915102	1	NAMRIL	Z018
Z018E0012	0.240917544957855	1	NAMRIL	Z018
Z018E0013	0.174648700915098	1	NAMRIL	Z018
Z018E0014	0.204202467555428	1	NAMRIL	Z018
Z018E0015	0.192651958194925	1	NAMRIL	Z018
Z018E0016	0.211110387648829	1	NAMRIL	Z018
Z018E0017	0.262841714045476	1	NAMRIL	Z018
Z018E0018	0.205760501937262	1	NAMRIL	Z018
Z018E0019	0.162595989587142	1	NAMRIL	Z018
Z018E0020	0.227118701071205	1	NAMRIL	Z018
Z018E0021	0.215279996799593	1	NAMRIL	Z018
Z018E0022	0.178796216222938	1	NAMRIL	Z018
Z018E0023	0.233786896513103	1	NAMRIL	Z018
Z018E0024	0.190471402636596	1	NAMRIL	Z018
Z018E0025	0.239510501937242	1	NAMRIL	Z018
Z018E0026	0.18019472138214	1	NAMRIL	Z018
Z018E0027	0.206429566333327	1	NAMRIL	Z018
Z018E0028	0.220617644794367	1	NAMRIL	Z018
Z018E0029	0.210078260834994	1	NAMRIL	Z018
Z018E0030	0.187609797979142	1	NAMRIL	Z018
Z018E0031	0.230403359080106	1	NAMRIL	Z018
Z018E0032	0.165352250306938	1	NAMRIL	Z018
Z018E0033	0.260610291528271	1	NAMRIL	Z018
Z018E0034	0.230373982134405	1	NAMRIL	Z018
Z018E0035	0.159228260835018	1	NAMRIL	Z018
Z018E0036	0.193000878291179	1	NAMRIL	Z018
Z018E0037	0.190523982329535	1	NAMRIL	Z018
Z018E0038	0.217668701071224	1	NAMRIL	Z018
Z018E0039	0.181280090784624	1	NAMRIL	Z018
Z018E0040	0.232500454396493	1	NAMRIL	Z018
Z018E0041	0.16451050193722	1	NAMRIL	Z018
Z018E0042	0.212133680576766	1	NAMRIL	Z018
Z018E0043	0.212625878291198	1	NAMRIL	Z018
Z018E0044	0.194084211624554	1	NAMRIL	Z018
Z018E0045	0.22997478765152	1	NAMRIL	Z018
