Genotype	CD	Fix	pop$	FID$
Z008E0191	25.5874817176237	1	NAMRIL	Z008
Z008E0192	24.9583150513744	1	NAMRIL	Z008
Z008E0193	30.7591437103608	1	NAMRIL	Z008
Z008E0194	24.2146679294409	1	NAMRIL	Z008
Z008E0195	24.9110965008706	1	NAMRIL	Z008
Z008E0196	27.0700303783254	1	NAMRIL	Z008
Z008E0197	24.3655673059431	1	NAMRIL	Z008
Z008E0198	23.8698530202296	1	NAMRIL	Z008
Z008E0199	28.4046679294418	1	NAMRIL	Z008
Z008E0200	27.2368134596967	1	NAMRIL	Z008
Z008E0201	30.5620696513725	1	NAMRIL	Z008
Z008E0202	23.2522800151252	1	NAMRIL	Z008
Z008E0253	24.5235812773834	1	NAMRIL	Z008
Z008E0261	27.5235812773819	1	NAMRIL	Z008
Z009E0001	27.5370488822987	1	NAMRIL	Z009
Z009E0002	25.8764400513747	1	NAMRIL	Z009
Z009E0003	27.8603822151549	1	NAMRIL	Z009
Z009E0004	27.3589536437276	1	NAMRIL	Z009
Z009E0005	24.1628270487863	1	NAMRIL	Z009
Z009E0006	27.7218484476597	1	NAMRIL	Z009
Z009E0007	28.319911711476	1	NAMRIL	Z009
Z009E0008	27.2300610714089	1	NAMRIL	Z009
Z009E0009	25.2075250722977	1	NAMRIL	Z009
Z009E0010	25.6297593105382	1	NAMRIL	Z009
Z009E0011	27.029849038116	1	NAMRIL	Z009
Z009E0012	27.9670196985155	1	NAMRIL	Z009
Z009E0013	24.073953643725	1	NAMRIL	Z009
Z009E0014	27.295190051373	1	NAMRIL	Z009
Z009E0015	25.2980693361044	1	NAMRIL	Z009
Z009E0016	26.9882450448077	1	NAMRIL	Z009
Z009E0017	24.664565051375	1	NAMRIL	Z009
Z009E0018	25.7102204375078	1	NAMRIL	Z009
Z009E0019	28.09609650087	1	NAMRIL	Z009
Z009E0020	24.4283307391087	1	NAMRIL	Z009
Z009E0021	24.919187706116	1	NAMRIL	Z009
Z009E0022	28.5106477724042	1	NAMRIL	Z009
Z009E0023	25.5668107865839	1	NAMRIL	Z009
Z009E0024	31.5021344022045	1	NAMRIL	Z009
Z009E0025	27.0815330927896	1	NAMRIL	Z009
Z009E0026	25.2303822151559	1	NAMRIL	Z009
Z009E0027	28.1895650513712	1	NAMRIL	Z009
Z009E0028	25.5185953614226	1	NAMRIL	Z009
Z009E0029	26.6546679294401	1	NAMRIL	Z009
Z009E0030	27.260738218565	1	NAMRIL	Z009
Z009E0031	26.98398509781	1	NAMRIL	Z009
Z009E0032	25.1243096471373	1	NAMRIL	Z009
Z009E0033	22.989384199892	1	NAMRIL	Z009
Z009E0034	25.262690051375	1	NAMRIL	Z009
Z009E0035	30.6165783781426	1	NAMRIL	Z009
Z009E0036	28.0206477724093	1	NAMRIL	Z009
Z009E0037	28.3768871041747	1	NAMRIL	Z009
Z009E0038	27.5153822151553	1	NAMRIL	Z009
Z009E0039	31.4799961210039	1	NAMRIL	Z009
Z009E0040	26.0170536071189	1	NAMRIL	Z009
Z009E0041	26.4789536437266	1	NAMRIL	Z009
Z009E0042	26.5671777982936	1	NAMRIL	Z009
Z009E0043	29.6275250722964	1	NAMRIL	Z009
Z009E0044	25.6318107865847	1	NAMRIL	Z009
Z009E0045	26.5635953614228	1	NAMRIL	Z009
Z009E0046	25.4125627333713	1	NAMRIL	Z009
Z009E0047	24.1985537708414	1	NAMRIL	Z009
Z009E0048	31.9383307391084	1	NAMRIL	Z009
Z009E0049	31.5970849305205	1	NAMRIL	Z009
Z009E0050	25.7896679294406	1	NAMRIL	Z009
Z009E0051	30.9757693868841	1	NAMRIL	Z009
Z009E0052	25.0831640906761	1	NAMRIL	Z009
Z009E0053	28.5285537708404	1	NAMRIL	Z009
Z009E0054	27.1486603821196	1	NAMRIL	Z009
Z009E0055	25.2047277206339	1	NAMRIL	Z009
Z009E0056	26.8839400513745	1	NAMRIL	Z009
Z009E0057	24.8320650513743	1	NAMRIL	Z009
Z009E0058	26.9575210394489	1	NAMRIL	Z009
Z009E0059	25.8585537708409	1	NAMRIL	Z009
Z009E0060	30.144586783845	1	NAMRIL	Z009
Z009E0061	24.2519958773727	1	NAMRIL	Z009
Z009E0062	28.5085549541983	1	NAMRIL	Z009
Z009E0063	26.9430610535512	1	NAMRIL	Z009
Z009E0064	22.5510965008693	1	NAMRIL	Z009
Z009E0065	25.7989400513746	1	NAMRIL	Z009
Z009E0066	29.0139400513745	1	NAMRIL	Z009
Z009E0067	28.3886234775638	1	NAMRIL	Z009
Z009E0068	24.5532393580134	1	NAMRIL	Z009
Z009E0069	27.6935953614224	1	NAMRIL	Z009
Z009E0070	21.3925250722965	1	NAMRIL	Z009
Z009E0071	22.8253822151568	1	NAMRIL	Z009
Z009E0072	27.2148144390725	1	NAMRIL	Z009
Z009E0073	23.6236492968578	1	NAMRIL	Z009
Z009E0074	23.1350210394491	1	NAMRIL	Z009
Z009E0075	24.1564400513729	1	NAMRIL	Z009
Z009E0076	24.7914400513733	1	NAMRIL	Z009
Z009E0077	27.4655067506803	1	NAMRIL	Z009
Z009E0078	27.4407830319512	1	NAMRIL	Z009
Z009E0079	23.6582473627636	1	NAMRIL	Z009
Z009E0080	22.1478810757079	1	NAMRIL	Z009
Z009E0081	25.7882770190881	1	NAMRIL	Z009
Z009E0082	30.1263230954231	1	NAMRIL	Z009
Z009E0083	20.5356415521645	1	NAMRIL	Z009
Z009E0084	27.8003822151553	1	NAMRIL	Z009
Z009E0085	21.9596679294407	1	NAMRIL	Z009
Z009E0086	25.2268826046665	1	NAMRIL	Z009
Z009E0087	25.3295650513741	1	NAMRIL	Z009
Z009E0088	23.1170650513741	1	NAMRIL	Z009
Z009E0089	24.9558150513749	1	NAMRIL	Z009
Z009E0090	24.7326900513733	1	NAMRIL	Z009
Z009E0091	24.3710965008691	1	NAMRIL	Z009
Z009E0092	26.82252103945	1	NAMRIL	Z009
Z009E0093	24.4406823714497	1	NAMRIL	Z009
Z009E0094	22.1899117114756	1	NAMRIL	Z009
Z009E0095	23.9250977129967	1	NAMRIL	Z009
Z009E0096	26.4296679294395	1	NAMRIL	Z009
Z009E0097	25.3745650513743	1	NAMRIL	Z009
Z009E0098	21.2400210394481	1	NAMRIL	Z009
Z009E0099	23.4339536437262	1	NAMRIL	Z009
Z009E0100	23.5497593105372	1	NAMRIL	Z009
Z009E0101	24.1448530202294	1	NAMRIL	Z009
Z009E0102	24.1821667899946	1	NAMRIL	Z009
Z009E0103	25.4091288151484	1	NAMRIL	Z009
Z009E0104	22.9564400513737	1	NAMRIL	Z009
Z009E0105	28.6558150513748	1	NAMRIL	Z009
Z009E0106	22.8277631680128	1	NAMRIL	Z009
Z009E0107	24.9464400513751	1	NAMRIL	Z009
Z009E0108	24.8926234775619	1	NAMRIL	Z009
Z009E0109	22.2081477724062	1	NAMRIL	Z009
Z009E0110	21.8547546711326	1	NAMRIL	Z009
Z009E0111	22.8493871041744	1	NAMRIL	Z009
Z009E0112	22.7657382185655	1	NAMRIL	Z009
Z009E0113	24.6764400513747	1	NAMRIL	Z009
Z009E0114	22.679733649624	1	NAMRIL	Z009
Z009E0115	24.9583150513741	1	NAMRIL	Z009
Z009E0116	24.2551900513745	1	NAMRIL	Z009
Z009E0117	22.5795650513741	1	NAMRIL	Z009
Z009E0118	27.3808150513751	1	NAMRIL	Z009
Z009E0119	27.7014400513757	1	NAMRIL	Z009
Z009E0120	27.0200239328509	1	NAMRIL	Z009
Z009E0121	23.6226234775632	1	NAMRIL	Z009
Z009E0122	24.0918187913343	1	NAMRIL	Z009
Z009E0123	23.2083150513749	1	NAMRIL	Z009
Z009E0124	27.2227204375089	1	NAMRIL	Z009
Z009E0125	22.3635780183198	1	NAMRIL	Z009
Z009E0126	21.0543096471368	1	NAMRIL	Z009
Z009E0127	24.319045024823	1	NAMRIL	Z009
Z009E0128	23.6371667899931	1	NAMRIL	Z009
Z009E0129	25.2210965008689	1	NAMRIL	Z009
Z009E0130	21.3889536437254	1	NAMRIL	Z009
Z009E0131	22.6740783781424	1	NAMRIL	Z009
Z009E0132	25.4533150513744	1	NAMRIL	Z009
Z009E0133	25.2001335738737	1	NAMRIL	Z009
Z009E0134	25.7614400513739	1	NAMRIL	Z009
Z009E0135	28.4205673059432	1	NAMRIL	Z009
Z009E0136	26.2562962962952	1	NAMRIL	Z009
Z009E0137	29.3734091849215	1	NAMRIL	Z009
Z009E0138	26.1339536437266	1	NAMRIL	Z009
Z009E0139	25.4992316440367	1	NAMRIL	Z009
Z009E0140	30.110815051372	1	NAMRIL	Z009
Z009E0141	26.0300239328532	1	NAMRIL	Z009
Z009E0142	27.992690051374	1	NAMRIL	Z009
Z009E0143	26.5937892232012	1	NAMRIL	Z009
Z009E0144	27.7733543727841	1	NAMRIL	Z009
Z009E0145	24.2301851851842	1	NAMRIL	Z009
Z009E0146	25.9789536437266	1	NAMRIL	Z009
Z009E0147	26.453239358012	1	NAMRIL	Z009
Z009E0148	28.2981823714513	1	NAMRIL	Z009
Z009E0149	27.5167643796629	1	NAMRIL	Z009
Z009E0150	25.1690642836376	1	NAMRIL	Z009
Z009E0151	28.6960965008698	1	NAMRIL	Z009
Z009E0152	29.6953822151566	1	NAMRIL	Z009
Z009E0153	25.6674964552491	1	NAMRIL	Z009
Z009E0154	24.9753822151553	1	NAMRIL	Z009
Z009E0155	26.3359941162757	1	NAMRIL	Z009
Z009E0156	27.8941387345147	1	NAMRIL	Z009
Z009E0157	28.7026900513755	1	NAMRIL	Z009
Z009E0158	26.7731362794405	1	NAMRIL	Z009
Z009E0159	27.9126900513753	1	NAMRIL	Z009
Z009E0160	28.666187881965	1	NAMRIL	Z009
Z009E0161	27.567349038117	1	NAMRIL	Z009
Z009E0162	26.9689536437269	1	NAMRIL	Z009
Z009E0163	29.4470650513742	1	NAMRIL	Z009
Z009E0164	25.7896679294403	1	NAMRIL	Z009
Z009E0165	26.7389400513737	1	NAMRIL	Z009
Z009E0166	26.7489536437259	1	NAMRIL	Z009
Z009E0167	26.6763943868826	1	NAMRIL	Z009
Z009E0168	29.0145650513735	1	NAMRIL	Z009
Z009E0169	24.3022222222202	1	NAMRIL	Z009
Z009E0170	26.2440783781419	1	NAMRIL	Z009
Z009E0171	23.667690051374	1	NAMRIL	Z009
Z009E0172	27.0915157047842	1	NAMRIL	Z009
Z009E0173	29.0307693868842	1	NAMRIL	Z009
Z009E0174	27.1964400513757	1	NAMRIL	Z009
Z009E0175	25.0060965008699	1	NAMRIL	Z009
Z009E0176	26.9113967254428	1	NAMRIL	Z009
Z009E0177	26.8194730084077	1	NAMRIL	Z009
Z009E0178	27.8487812686712	1	NAMRIL	Z009
Z009E0179	30.7659313413238	1	NAMRIL	Z009
Z009E0180	26.9346234775623	1	NAMRIL	Z009
Z009E0181	22.6608150513743	1	NAMRIL	Z009
Z009E0182	23.9160965008701	1	NAMRIL	Z009
Z009E0183	29.7582393580123	1	NAMRIL	Z009
Z009E0184	30.0953902199046	1	NAMRIL	Z009
Z009E0185	26.0945650513753	1	NAMRIL	Z009
Z009E0186	29.2353954065449	1	NAMRIL	Z009
Z009E0187	24.7446679294416	1	NAMRIL	Z009
Z009E0188	30.0362697100952	1	NAMRIL	Z009
Z009E0189	25.1280250299544	1	NAMRIL	Z009
Z009E0190	27.285190051374	1	NAMRIL	Z009
Z009E0191	27.6691387345156	1	NAMRIL	Z009
Z009E0192	26.6084244488005	1	NAMRIL	Z009
Z009E0193	29.041544719776	1	NAMRIL	Z009
Z009E0194	24.4975250722977	1	NAMRIL	Z009
Z009E0195	30.0400480195675	1	NAMRIL	Z009
Z009E0196	28.6364400513755	1	NAMRIL	Z009
Z009E0197	27.3133637116575	1	NAMRIL	Z009
Z009E0198	27.8483150513743	1	NAMRIL	Z009
Z009E0199	25.9489616484775	1	NAMRIL	Z009
Z009E0200	26.939911711475	1	NAMRIL	Z009
Z009E0201	29.1547522376249	1	NAMRIL	Z009
Z009E0202	25.9548864801245	1	NAMRIL	Z009
Z009E0219	27.2043637665205	1	NAMRIL	Z009
Z009E0223	26.0235812773841	1	NAMRIL	Z009
Z009E0243	25.0235812773839	1	NAMRIL	Z009
Z009E0257	33.0235812773877	1	NAMRIL	Z009
Z009E0266	28.5235812773828	1	NAMRIL	Z009
Z009E0284	35.0235812773881	1	NAMRIL	Z009
Z010E0001	27.9960058954496	1	NAMRIL	Z010
Z010E0002	29.2663372587462	1	NAMRIL	Z010
Z010E0003	24.7485537708406	1	NAMRIL	Z010
Z010E0004	21.7072525999918	1	NAMRIL	Z010
Z010E0005	23.5413201985154	1	NAMRIL	Z010
Z010E0006	22.6175480195674	1	NAMRIL	Z010
Z010E0007	30.3833543727856	1	NAMRIL	Z010
Z010E0008	19.6103841998924	1	NAMRIL	Z010
Z010E0009	21.8268110535517	1	NAMRIL	Z010
Z010E0010	27.0700210394497	1	NAMRIL	Z010
Z010E0011	23.6058543727828	1	NAMRIL	Z010
Z010E0012	24.2096679294406	1	NAMRIL	Z010
Z010E0013	24.3303822151552	1	NAMRIL	Z010
Z010E0014	24.4719958773722	1	NAMRIL	Z010
Z010E0015	25.6533543727825	1	NAMRIL	Z010
Z010E0016	25.559853020229	1	NAMRIL	Z010
Z010E0017	22.8930506216338	1	NAMRIL	Z010
Z010E0018	25.2467943173953	1	NAMRIL	Z010
Z010E0019	24.1489536437266	1	NAMRIL	Z010
Z010E0020	22.6433543727835	1	NAMRIL	Z010
Z010E0021	19.8358543727803	1	NAMRIL	Z010
Z010E0022	23.3841908247494	1	NAMRIL	Z010
Z010E0023	22.8171030434278	1	NAMRIL	Z010
Z010E0024	21.3041970449913	1	NAMRIL	Z010
Z010E0025	23.3141970449934	1	NAMRIL	Z010
Z010E0026	24.0710965008688	1	NAMRIL	Z010
Z010E0027	22.6642316440373	1	NAMRIL	Z010
Z010E0028	24.0449556493958	1	NAMRIL	Z010
Z010E0029	21.3695867838436	1	NAMRIL	Z010
Z010E0030	26.3753902199067	1	NAMRIL	Z010
Z010E0031	24.3475210394488	1	NAMRIL	Z010
Z010E0032	23.3377101630858	1	NAMRIL	Z010
Z010E0033	19.8282770190875	1	NAMRIL	Z010
Z010E0034	24.1018107865839	1	NAMRIL	Z010
Z010E0035	18.6005673059466	1	NAMRIL	Z010
Z010E0036	23.9726900513753	1	NAMRIL	Z010
Z010E0037	28.3425210394494	1	NAMRIL	Z010
Z010E0038	23.2455673059436	1	NAMRIL	Z010
Z010E0039	25.5470610714106	1	NAMRIL	Z010
Z010E0040	17.8569958773715	1	NAMRIL	Z010
Z010E0041	28.9660321620192	1	NAMRIL	Z010
Z010E0042	20.426281591658	1	NAMRIL	Z010
Z010E0043	22.1853841998914	1	NAMRIL	Z010
Z010E0044	21.3400210394492	1	NAMRIL	Z010
Z010E0045	22.1141877061149	1	NAMRIL	Z010
Z010E0046	28.206481105738	1	NAMRIL	Z010
Z010E0047	22.884853020229	1	NAMRIL	Z010
Z010E0048	23.9616877061154	1	NAMRIL	Z010
Z010E0049	21.2975330770495	1	NAMRIL	Z010
Z010E0050	23.3033543727821	1	NAMRIL	Z010
Z010E0051	21.2914192666578	1	NAMRIL	Z010
Z010E0052	22.4751900513741	1	NAMRIL	Z010
Z010E0053	22.5212815916575	1	NAMRIL	Z010
Z010E0054	24.9004369253965	1	NAMRIL	Z010
Z010E0055	26.6901803151584	1	NAMRIL	Z010
Z010E0056	27.4191877061146	1	NAMRIL	Z010
Z010E0057	17.9158543727843	1	NAMRIL	Z010
Z010E0058	23.1901276507287	1	NAMRIL	Z010
Z010E0059	21.5134244488025	1	NAMRIL	Z010
Z010E0060	20.9348530202289	1	NAMRIL	Z010
Z010E0061	28.8033637116588	1	NAMRIL	Z010
Z010E0062	20.4930146746573	1	NAMRIL	Z010
Z010E0063	25.2133150513744	1	NAMRIL	Z010
Z010E0064	23.0491877061158	1	NAMRIL	Z010
Z010E0065	22.2319390219148	1	NAMRIL	Z010
Z010E0066	23.9400303783242	1	NAMRIL	Z010
Z010E0067	20.091731644035	1	NAMRIL	Z010
Z010E0068	21.8696679294398	1	NAMRIL	Z010
Z010E0069	21.2532830319532	1	NAMRIL	Z010
Z010E0070	23.9932393580127	1	NAMRIL	Z010
Z010E0071	22.8139536437279	1	NAMRIL	Z010
Z010E0072	26.7069958773721	1	NAMRIL	Z010
Z010E0073	25.0641877061144	1	NAMRIL	Z010
Z010E0074	26.1293089918616	1	NAMRIL	Z010
Z010E0075	23.8546679294411	1	NAMRIL	Z010
Z010E0076	23.0207830319525	1	NAMRIL	Z010
Z010E0077	28.399267473009	1	NAMRIL	Z010
Z010E0078	27.3053089918614	1	NAMRIL	Z010
Z010E0079	27.3683150513735	1	NAMRIL	Z010
Z010E0080	18.6843089918606	1	NAMRIL	Z010
Z010E0081	23.8950210394485	1	NAMRIL	Z010
Z010E0082	26.0866877061156	1	NAMRIL	Z010
Z010E0083	23.1375210394474	1	NAMRIL	Z010
Z010E0084	19.3067546711322	1	NAMRIL	Z010
Z010E0085	22.395390219907	1	NAMRIL	Z010
Z010E0086	22.8732393580107	1	NAMRIL	Z010
Z010E0087	24.0782737015884	1	NAMRIL	Z010
Z010E0088	25.6773089918619	1	NAMRIL	Z010
Z010E0089	21.0126276507282	1	NAMRIL	Z010
Z010E0090	23.3125250722975	1	NAMRIL	Z010
Z010E0091	23.7343089918613	1	NAMRIL	Z010
Z010E0092	22.9545650513742	1	NAMRIL	Z010
Z010E0093	24.065854372781	1	NAMRIL	Z010
Z010E0094	25.35818237145	1	NAMRIL	Z010
Z010E0095	24.1863841998928	1	NAMRIL	Z010
Z010E0096	23.9464811057391	1	NAMRIL	Z010
Z010E0097	20.0383841998919	1	NAMRIL	Z010
Z010E0098	24.9169958773725	1	NAMRIL	Z010
Z010E0099	23.6387546711303	1	NAMRIL	Z010
Z010E0100	22.284996121	1	NAMRIL	Z010
Z010E0101	24.0277101630864	1	NAMRIL	Z010
Z010E0102	22.3353822151541	1	NAMRIL	Z010
Z010E0103	24.7235977087626	1	NAMRIL	Z010
Z010E0104	21.8051900513738	1	NAMRIL	Z010
Z010E0105	22.3500241580826	1	NAMRIL	Z010
Z010E0106	26.4022381190028	1	NAMRIL	Z010
Z010E0107	22.3116877061157	1	NAMRIL	Z010
Z010E0108	22.5558637116581	1	NAMRIL	Z010
Z010E0109	21.4933543727813	1	NAMRIL	Z010
Z010E0110	22.706096500869	1	NAMRIL	Z010
Z010E0111	28.3663841998923	1	NAMRIL	Z010
Z010E0112	22.5908543727826	1	NAMRIL	Z010
Z010E0113	24.369138734515	1	NAMRIL	Z010
Z010E0114	22.1925210394484	1	NAMRIL	Z010
Z010E0115	22.1706415521614	1	NAMRIL	Z010
Z010E0116	24.6058543727821	1	NAMRIL	Z010
Z010E0117	21.3408983107018	1	NAMRIL	Z010
Z010E0118	23.1782393580121	1	NAMRIL	Z010
Z010E0119	26.5808150513745	1	NAMRIL	Z010
Z010E0120	18.6539444904856	1	NAMRIL	Z010
Z010E0121	22.0617546711321	1	NAMRIL	Z010
Z010E0122	22.8905673059437	1	NAMRIL	Z010
Z010E0123	27.0058543727823	1	NAMRIL	Z010
Z010E0124	24.8319958773714	1	NAMRIL	Z010
Z010E0125	25.9733543727823	1	NAMRIL	Z010
Z010E0126	25.421384199892	1	NAMRIL	Z010
Z010E0127	24.4116234775623	1	NAMRIL	Z010
Z010E0128	22.6189400513746	1	NAMRIL	Z010
Z010E0129	25.8612461210011	1	NAMRIL	Z010
Z010E0130	27.3532674730085	1	NAMRIL	Z010
Z010E0131	27.5908543727815	1	NAMRIL	Z010
Z010E0132	21.1200210394486	1	NAMRIL	Z010
Z010E0133	22.7482674730084	1	NAMRIL	Z010
Z010E0134	20.5112461210024	1	NAMRIL	Z010
Z010E0135	25.3582674730081	1	NAMRIL	Z010
Z010E0136	23.2898144390708	1	NAMRIL	Z010
Z010E0137	20.3858543727819	1	NAMRIL	Z010
Z010E0138	23.3658637116591	1	NAMRIL	Z010
Z010E0139	24.3741877061152	1	NAMRIL	Z010
Z010E0140	25.4066877061157	1	NAMRIL	Z010
Z010E0141	25.2481119261121	1	NAMRIL	Z010
Z010E0142	21.544933227552	1	NAMRIL	Z010
Z010E0143	22.1094937154541	1	NAMRIL	Z010
Z010E0144	25.2569390219146	1	NAMRIL	Z010
Z010E0145	22.0508150513763	1	NAMRIL	Z010
Z010E0146	25.3391666666651	1	NAMRIL	Z010
Z010E0147	25.8399210503511	1	NAMRIL	Z010
Z010E0148	20.9373783037835	1	NAMRIL	Z010
Z010E0149	23.6010428592055	1	NAMRIL	Z010
Z010E0150	20.8849855799596	1	NAMRIL	Z010
Z010E0151	25.8975250722977	1	NAMRIL	Z010
Z010E0152	24.6426900513743	1	NAMRIL	Z010
Z010E0153	25.0043841998902	1	NAMRIL	Z010
Z010E0154	25.575267473009	1	NAMRIL	Z010
Z010E0155	22.3964400513742	1	NAMRIL	Z010
Z010E0156	21.2127101630854	1	NAMRIL	Z010
Z010E0157	21.7001276507269	1	NAMRIL	Z010
Z010E0158	23.2489616484767	1	NAMRIL	Z010
Z010E0159	24.9710965008694	1	NAMRIL	Z010
Z010E0160	24.9414400513748	1	NAMRIL	Z010
Z010E0161	24.5339400513757	1	NAMRIL	Z010
Z010E0162	18.6435375692401	1	NAMRIL	Z010
Z010E0163	24.8841387345151	1	NAMRIL	Z010
Z010E0164	25.5051420296053	1	NAMRIL	Z010
Z010E0165	20.8623144390726	1	NAMRIL	Z010
Z010E0166	22.3306477724064	1	NAMRIL	Z010
Z010E0167	22.3108543727822	1	NAMRIL	Z010
Z010E0168	24.3644310420952	1	NAMRIL	Z010
Z010E0169	24.7016970449891	1	NAMRIL	Z010
Z010E0170	25.1532674730084	1	NAMRIL	Z010
Z010E0171	27.7304198762289	1	NAMRIL	Z010
Z010E0172	21.5591508920811	1	NAMRIL	Z010
Z010E0173	26.4552674730081	1	NAMRIL	Z010
Z010E0174	27.7913879422518	1	NAMRIL	Z010
Z010E0175	25.0901833130248	1	NAMRIL	Z010
Z010E0176	24.6105673059419	1	NAMRIL	Z010
Z010E0177	24.6875627333731	1	NAMRIL	Z010
Z010E0178	25.5971777982939	1	NAMRIL	Z010
Z010E0179	21.9803089918606	1	NAMRIL	Z010
Z010E0180	24.5683637116588	1	NAMRIL	Z010
Z010E0181	24.0945650513751	1	NAMRIL	Z010
Z010E0182	22.3342592592584	1	NAMRIL	Z010
Z010E0183	24.1667316440375	1	NAMRIL	Z010
Z010E0184	28.4591877061152	1	NAMRIL	Z010
Z010E0185	23.6806823714493	1	NAMRIL	Z010
Z010E0186	22.9513089918621	1	NAMRIL	Z010
Z010E0187	21.2700210394479	1	NAMRIL	Z010
Z010E0188	25.0225210394482	1	NAMRIL	Z010
Z010E0189	21.8743841998943	1	NAMRIL	Z010
Z010E0190	20.0696679294415	1	NAMRIL	Z010
Z010E0191	27.3510965008697	1	NAMRIL	Z010
Z010E0192	23.10413627944	1	NAMRIL	Z010
Z010E0193	23.2133543727811	1	NAMRIL	Z010
Z010E0194	21.4433150513745	1	NAMRIL	Z010
Z010E0195	23.24913627944	1	NAMRIL	Z010
Z010E0196	19.6548378429863	1	NAMRIL	Z010
Z010E0197	23.0169958773723	1	NAMRIL	Z010
Z010E0198	21.7305673059431	1	NAMRIL	Z010
Z010E0199	25.1132770190868	1	NAMRIL	Z010
Z010E0200	28.2255673059437	1	NAMRIL	Z010
Z010E0201	30.7137594963758	1	NAMRIL	Z010
Z010E0202	21.7629519868421	1	NAMRIL	Z010
Z010E0214	22.0235812773825	1	NAMRIL	Z010
Z010E0266	21.5235812773822	1	NAMRIL	Z010
Z010E0267	23.0235812773836	1	NAMRIL	Z010
Z010E0280	22.5235812773835	1	NAMRIL	Z010
Z010E0283	21.023581277383	1	NAMRIL	Z010
Z011E0001	23.3151900513735	1	NAMRIL	Z011
Z011E0002	27.3503270487857	1	NAMRIL	Z011
Z011E0003	27.6415783781423	1	NAMRIL	Z011
Z011E0004	24.1777823299769	1	NAMRIL	Z011
Z011E0005	27.4114811057393	1	NAMRIL	Z011
Z011E0006	28.2491223160616	1	NAMRIL	Z011
Z011E0007	32.1611603821219	1	NAMRIL	Z011
Z011E0008	29.5880596260121	1	NAMRIL	Z011
Z011E0009	24.6567666033464	1	NAMRIL	Z011
Z011E0010	24.5986234775623	1	NAMRIL	Z011
Z011E0011	30.5782393580106	1	NAMRIL	Z011
Z011E0012	29.4259431739341	1	NAMRIL	Z011
Z011E0013	26.8245330319519	1	NAMRIL	Z011
Z011E0014	24.0390783781416	1	NAMRIL	Z011
Z011E0015	25.3745330319531	1	NAMRIL	Z011
Z011E0016	26.1235067506784	1	NAMRIL	Z011
Z011E0017	24.9161045056206	1	NAMRIL	Z011
Z011E0018	25.3174117114752	1	NAMRIL	Z011
Z011E0019	25.8730610714105	1	NAMRIL	Z011
Z011E0020	25.3637546711317	1	NAMRIL	Z011
Z011E0021	28.741690599994	1	NAMRIL	Z011
Z011E0022	28.112936376761	1	NAMRIL	Z011
Z011E0023	26.9832393580131	1	NAMRIL	Z011
Z011E0024	28.0524117114759	1	NAMRIL	Z011
Z011E0025	23.7710537708409	1	NAMRIL	Z011
Z011E0026	29.3710965008673	1	NAMRIL	Z011
Z011E0027	24.0939400513737	1	NAMRIL	Z011
Z011E0028	24.6164811057382	1	NAMRIL	Z011
Z011E0029	28.4708150513737	1	NAMRIL	Z011
Z011E0030	26.825390219907	1	NAMRIL	Z011
Z011E0031	25.4120650513743	1	NAMRIL	Z011
Z011E0032	27.9823321290402	1	NAMRIL	Z011
Z011E0033	28.9351900513759	1	NAMRIL	Z011
Z011E0034	24.2423144390723	1	NAMRIL	Z011
Z011E0035	27.5561878819662	1	NAMRIL	Z011
Z011E0036	28.4645067506789	1	NAMRIL	Z011
Z011E0037	28.3885953614239	1	NAMRIL	Z011
Z011E0038	25.5945650513745	1	NAMRIL	Z011
Z011E0039	24.8290157047848	1	NAMRIL	Z011
Z011E0040	25.5131477724056	1	NAMRIL	Z011
Z011E0041	23.3115482695337	1	NAMRIL	Z011
Z011E0042	24.8103902199063	1	NAMRIL	Z011
Z011E0043	26.3189536437267	1	NAMRIL	Z011
Z011E0044	25.7873841998922	1	NAMRIL	Z011
Z011E0045	24.7051900513744	1	NAMRIL	Z011
Z011E0046	25.1887461210007	1	NAMRIL	Z011
Z011E0047	34.0582393580153	1	NAMRIL	Z011
Z011E0048	30.0894614371265	1	NAMRIL	Z011
Z011E0049	24.9950210394488	1	NAMRIL	Z011
Z011E0050	27.9633349305189	1	NAMRIL	Z011
Z011E0051	30.7017943173965	1	NAMRIL	Z011
Z011E0052	24.393239358012	1	NAMRIL	Z011
Z011E0053	24.4856234775624	1	NAMRIL	Z011
Z011E0054	24.6135953614221	1	NAMRIL	Z011
Z011E0055	25.0632473627637	1	NAMRIL	Z011
Z011E0056	25.2814400513743	1	NAMRIL	Z011
Z011E0057	27.2214400513748	1	NAMRIL	Z011
Z011E0058	24.7089811057385	1	NAMRIL	Z011
Z011E0059	26.8851777982944	1	NAMRIL	Z011
Z011E0060	26.5128444642935	1	NAMRIL	Z011
Z011E0061	24.8707450448099	1	NAMRIL	Z011
Z011E0062	24.549809541482	1	NAMRIL	Z011
Z011E0063	23.9860965008687	1	NAMRIL	Z011
Z011E0064	32.3174210503478	1	NAMRIL	Z011
Z011E0065	30.6545594761828	1	NAMRIL	Z011
Z011E0066	22.1511341619452	1	NAMRIL	Z011
Z011E0067	30.9062980195651	1	NAMRIL	Z011
Z011E0068	25.7094937154536	1	NAMRIL	Z011
Z011E0069	26.5627297763838	1	NAMRIL	Z011
Z011E0070	27.4897593105386	1	NAMRIL	Z011
Z011E0071	27.3824117114739	1	NAMRIL	Z011
Z011E0072	32.9863201985143	1	NAMRIL	Z011
