Genotype	KC	Fix	pop$	FID$
Z017E0013	211.58799682151	1	NAMRIL	Z017
Z017E0014	260.097723001462	1	NAMRIL	Z017
Z017E0015	329.50348546794	1	NAMRIL	Z017
Z017E0016	267.96369905176	1	NAMRIL	Z017
Z017E0017	323.490728008039	1	NAMRIL	Z017
Z017E0018	350.525335789359	1	NAMRIL	Z017
Z017E0019	377.949644790646	1	NAMRIL	Z017
Z017E0020	410.761275462388	1	NAMRIL	Z017
Z017E0021	246.741534875492	1	NAMRIL	Z017
Z017E0022	404.812887529952	1	NAMRIL	Z017
Z017E0023	459.327803037316	1	NAMRIL	Z017
Z017E0024	356.442659714205	1	NAMRIL	Z017
Z017E0025	251.438612541565	1	NAMRIL	Z017
Z017E0026	225.115714675433	1	NAMRIL	Z017
Z017E0027	306.579619675902	1	NAMRIL	Z017
Z017E0028	367.566129609024	1	NAMRIL	Z017
Z017E0029	343.603009659635	1	NAMRIL	Z017
Z017E0030	337.959699224152	1	NAMRIL	Z017
Z017E0031	229.929692223896	1	NAMRIL	Z017
Z017E0032	286.885248360957	1	NAMRIL	Z017
Z017E0033	264.306519695411	1	NAMRIL	Z017
Z017E0034	293.715886643597	1	NAMRIL	Z017
Z017E0035	195.4978715806	1	NAMRIL	Z017
Z017E0036	250.281983544913	1	NAMRIL	Z017
Z017E0037	451.943444346088	1	NAMRIL	Z017
Z017E0038	315.501851966269	1	NAMRIL	Z017
Z017E0039	266.518969924063	1	NAMRIL	Z017
Z017E0040	257.362236768023	1	NAMRIL	Z017
Z017E0041	122.20970588959	1	NAMRIL	Z017
Z017E0042	382.712591868307	1	NAMRIL	Z017
Z017E0043	284.120302990899	1	NAMRIL	Z017
Z017E0044	376.493656844661	1	NAMRIL	Z017
Z017E0045	273.112931176001	1	NAMRIL	Z017
Z017E0046	394.333688182228	1	NAMRIL	Z017
Z017E0047	322.136221749972	1	NAMRIL	Z017
Z017E0048	187.737725209099	1	NAMRIL	Z017
Z017E0049	200.763347602352	1	NAMRIL	Z017
Z017E0050	359.757441662321	1	NAMRIL	Z017
Z017E0051	326.935469199603	1	NAMRIL	Z017
Z017E0052	409.43842901085	1	NAMRIL	Z017
Z017E0053	372.196410783788	1	NAMRIL	Z017
Z017E0054	271.876633740059	1	NAMRIL	Z017
Z017E0055	408.105821631027	1	NAMRIL	Z017
Z017E0056	450.542280725682	1	NAMRIL	Z017
Z017E0057	320.724620210247	1	NAMRIL	Z017
Z017E0058	254.220534019703	1	NAMRIL	Z017
Z017E0059	466.767403662032	1	NAMRIL	Z017
Z017E0060	271.725888709946	1	NAMRIL	Z017
Z017E0061	366.62429155169	1	NAMRIL	Z017
Z017E0062	277.479447160937	1	NAMRIL	Z017
Z017E0063	397.971327322933	1	NAMRIL	Z017
Z017E0064	363.061215854805	1	NAMRIL	Z017
Z017E0065	395.999166024467	1	NAMRIL	Z017
Z017E0066	346.135089826992	1	NAMRIL	Z017
Z017E0067	325.330382134127	1	NAMRIL	Z017
Z017E0068	253.648926578924	1	NAMRIL	Z017
Z017E0069	267.18851459701	1	NAMRIL	Z017
Z017E0070	413.315076982379	1	NAMRIL	Z017
Z017E0071	347.546710680946	1	NAMRIL	Z017
Z017E0072	400.030103908754	1	NAMRIL	Z017
Z017E0073	401.422094798854	1	NAMRIL	Z017
Z017E0074	300.945118022208	1	NAMRIL	Z017
Z017E0075	343.429337324229	1	NAMRIL	Z017
Z017E0076	290.172493826801	1	NAMRIL	Z017
Z017E0077	323.879112740345	1	NAMRIL	Z017
Z017E0078	214.360423186418	1	NAMRIL	Z017
Z017E0079	229.264763323009	1	NAMRIL	Z017
Z017E0080	280.35945748924	1	NAMRIL	Z017
Z017E0081	390.071065979495	1	NAMRIL	Z017
Z017E0082	277.216842717986	1	NAMRIL	Z017
Z017E0083	203.406822032456	1	NAMRIL	Z017
Z017E0084	320.585149551452	1	NAMRIL	Z017
Z017E0085	346.122687464539	1	NAMRIL	Z017
Z017E0086	404.511875718655	1	NAMRIL	Z017
Z017E0087	338.124980350959	1	NAMRIL	Z017
Z017E0088	351.599681183548	1	NAMRIL	Z017
Z017E0089	378.39740115244	1	NAMRIL	Z017
Z017E0090	262.68365486453	1	NAMRIL	Z017
Z017E0091	252.872849943016	1	NAMRIL	Z017
Z017E0092	332.375220242354	1	NAMRIL	Z017
Z017E0093	279.197760605216	1	NAMRIL	Z017
Z017E0094	136.64918003095	1	NAMRIL	Z017
Z017E0095	259.610428505857	1	NAMRIL	Z017
Z017E0096	235.669210203942	1	NAMRIL	Z017
Z017E0097	339.401050647782	1	NAMRIL	Z017
Z017E0098	265.322867356474	1	NAMRIL	Z017
Z017E0099	370.720507535329	1	NAMRIL	Z017
Z017E0100	219.957099579379	1	NAMRIL	Z017
Z017E0101	400.078739859401	1	NAMRIL	Z017
Z017E0102	228.317471170376	1	NAMRIL	Z017
Z017E0103	295.121965265958	1	NAMRIL	Z017
Z017E0104	265.652746867093	1	NAMRIL	Z017
Z017E0105	196.723037130306	1	NAMRIL	Z017
Z017E0106	283.361478875313	1	NAMRIL	Z017
Z017E0107	291.679576742148	1	NAMRIL	Z017
Z017E0108	216.337521016996	1	NAMRIL	Z017
Z017E0109	205.655057708089	1	NAMRIL	Z017
Z017E0110	225.586065230099	1	NAMRIL	Z017
Z017E0111	268.185491147201	1	NAMRIL	Z017
Z017E0112	312.775241669851	1	NAMRIL	Z017
Z017E0113	190.388670362345	1	NAMRIL	Z017
Z017E0114	370.13056757106	1	NAMRIL	Z017
Z017E0115	320.952666106558	1	NAMRIL	Z017
Z017E0116	238.003194520415	1	NAMRIL	Z017
Z017E0117	258.244364335252	1	NAMRIL	Z017
Z017E0118	427.351896177656	1	NAMRIL	Z017
Z017E0119	266.00248673309	1	NAMRIL	Z017
Z017E0120	274.009811407683	1	NAMRIL	Z017
Z017E0121	70.7934992757028	1	NAMRIL	Z017
Z017E0122	272.55621668671	1	NAMRIL	Z017
Z017E0123	208.992325325783	1	NAMRIL	Z017
Z017E0124	304.420426168903	1	NAMRIL	Z017
Z017E0126	280.75582882702	1	NAMRIL	Z017
Z017E0127	294.471172372181	1	NAMRIL	Z017
Z017E0128	371.637532326954	1	NAMRIL	Z017
Z017E0129	187.936251482176	1	NAMRIL	Z017
Z017E0130	439.233569608576	1	NAMRIL	Z017
Z017E0131	325.095429084061	1	NAMRIL	Z017
Z017E0132	359.537558677053	1	NAMRIL	Z017
Z017E0133	386.6587408283	1	NAMRIL	Z017
Z017E0134	365.047266117831	1	NAMRIL	Z017
Z017E0135	222.55366675066	1	NAMRIL	Z017
Z017E0136	250.161368913456	1	NAMRIL	Z017
Z017E0137	406.081559191986	1	NAMRIL	Z017
Z017E0138	307.68954790792	1	NAMRIL	Z017
Z017E0139	275.276846135009	1	NAMRIL	Z017
Z017E0140	419.63944940836	1	NAMRIL	Z017
Z017E0141	393.464786408529	1	NAMRIL	Z017
Z017E0142	299.258400907322	1	NAMRIL	Z017
Z017E0143	264.372967951517	1	NAMRIL	Z017
Z017E0144	298.594210035225	1	NAMRIL	Z017
Z017E0146	340.430434170398	1	NAMRIL	Z017
Z017E0147	372.289985293581	1	NAMRIL	Z017
Z017E0148	127.307851667378	1	NAMRIL	Z017
Z017E0149	223.147980166006	1	NAMRIL	Z017
Z017E0150	300.749988995233	1	NAMRIL	Z017
Z017E0151	298.605364558943	1	NAMRIL	Z017
Z017E0152	381.739623257489	1	NAMRIL	Z017
Z017E0153	296.248592789024	1	NAMRIL	Z017
Z017E0154	367.17498216321	1	NAMRIL	Z017
Z017E0155	270.659807595197	1	NAMRIL	Z017
Z017E0156	292.992104381886	1	NAMRIL	Z017
Z017E0157	333.95648357848	1	NAMRIL	Z017
Z017E0158	286.775948322472	1	NAMRIL	Z017
Z017E0159	106.228172767303	1	NAMRIL	Z017
Z017E0160	280.111927300258	1	NAMRIL	Z017
Z017E0161	232.381385941741	1	NAMRIL	Z017
Z017E0162	342.94105989101	1	NAMRIL	Z017
Z017E0163	408.5888189569	1	NAMRIL	Z017
Z017E0164	299.064986349737	1	NAMRIL	Z017
Z017E0165	363.128984074172	1	NAMRIL	Z017
Z017E0166	183.211942258588	1	NAMRIL	Z017
Z017E0167	252.244878058546	1	NAMRIL	Z017
Z017E0168	294.400140672514	1	NAMRIL	Z017
Z017E0169	367.168510282252	1	NAMRIL	Z017
Z017E0170	289.737178668419	1	NAMRIL	Z017
Z017E0171	220.860703752202	1	NAMRIL	Z017
Z017E0172	257.849914666684	1	NAMRIL	Z017
Z017E0173	211.79445337219	1	NAMRIL	Z017
Z017E0174	262.105464724133	1	NAMRIL	Z017
Z017E0175	333.279507722646	1	NAMRIL	Z017
Z017E0176	324.598841853425	1	NAMRIL	Z017
Z017E0177	286.638862470844	1	NAMRIL	Z017
Z017E0178	210.305073895385	1	NAMRIL	Z017
Z017E0179	286.374916710579	1	NAMRIL	Z017
Z017E0180	253.447038331888	1	NAMRIL	Z017
Z017E0181	289.660152061033	1	NAMRIL	Z017
Z017E0182	239.41357461974	1	NAMRIL	Z017
Z017E0183	353.266237851684	1	NAMRIL	Z017
Z017E0184	192.971561537493	1	NAMRIL	Z017
Z017E0185	226.551908367721	1	NAMRIL	Z017
Z017E0186	287.500647594435	1	NAMRIL	Z017
Z017E0187	220.693974193162	1	NAMRIL	Z017
Z017E0188	344.204630876443	1	NAMRIL	Z017
Z017E0189	242.895432451794	1	NAMRIL	Z017
Z017E0190	220.394430542143	1	NAMRIL	Z017
Z017E0191	178.608237526661	1	NAMRIL	Z017
Z017E0192	296.302769666575	1	NAMRIL	Z017
Z017E0193	265.768106792665	1	NAMRIL	Z017
Z017E0194	355.660676491408	1	NAMRIL	Z017
Z017E0195	322.982578401846	1	NAMRIL	Z017
Z017E0196	314.565695614276	1	NAMRIL	Z017
Z017E0197	245.551268263304	1	NAMRIL	Z017
Z017E0198	216.272950768019	1	NAMRIL	Z017
Z017E0199	311.663482796394	1	NAMRIL	Z017
Z017E0200	267.30233880009	1	NAMRIL	Z017
Z017E0201	342.362303703996	1	NAMRIL	Z017
Z017EM0002	568.038080030942	1	NAMRIL	Z017
Z017EM0004	296.818080030944	1	NAMRIL	Z017
Z017EM0006	392.438080030961	1	NAMRIL	Z017
Z017EM0026	306.16808003094	1	NAMRIL	Z017
Z017EM0044	317.868080030977	1	NAMRIL	Z017
Z017EM0053	352.708080030928	1	NAMRIL	Z017
Z017EM0054	288.378080030955	1	NAMRIL	Z017
Z017EM0059	363.308080030953	1	NAMRIL	Z017
Z017EM0064	143.644780030952	1	NAMRIL	Z017
Z017EM0065	466.648080030913	1	NAMRIL	Z017
Z017EM0069	172.968080030949	1	NAMRIL	Z017
Z017EM0070	151.144180030939	1	NAMRIL	Z017
Z017EM0071	274.258080030954	1	NAMRIL	Z017
Z017EM0078	91.9177800309409	1	NAMRIL	Z017
Z017EM0080	283.548080030963	1	NAMRIL	Z017
Z017EM0081	265.048080030965	1	NAMRIL	Z017
Z017EM0084	445.158080030947	1	NAMRIL	Z017
Z017EM0086	351.708080030919	1	NAMRIL	Z017
Z017EM0090	430.148080030942	1	NAMRIL	Z017
Z017EM0091	404.10808003092	1	NAMRIL	Z017
Z017EM0096	359.308080030958	1	NAMRIL	Z017
Z017EM0097	346.318080030953	1	NAMRIL	Z017
Z017EM0100	260.79808003096	1	NAMRIL	Z017
Z017EM0103	324.938080030953	1	NAMRIL	Z017
Z017EM0104	164.538080030953	1	NAMRIL	Z017
Z017EM0107	421.86808003094	1	NAMRIL	Z017
Z017EM0109	377.558080030956	1	NAMRIL	Z017
Z017EM0110	270.308080030973	1	NAMRIL	Z017
Z017EM0113	406.618080030954	1	NAMRIL	Z017
Z017EM0115	335.018080030936	1	NAMRIL	Z017
Z017EM0117	373.998080030946	1	NAMRIL	Z017
Z017EM0120	294.228080030942	1	NAMRIL	Z017
Z017EM0121	381.728080030954	1	NAMRIL	Z017
Z017EM0122	413.078080030941	1	NAMRIL	Z017
Z017EM0124	336.078080030941	1	NAMRIL	Z017
Z017EM0126	383.288080030949	1	NAMRIL	Z017
Z017EM0129	407.908080030958	1	NAMRIL	Z017
Z017EM0130	336.318080030956	1	NAMRIL	Z017
Z017EM0131	314.418080030945	1	NAMRIL	Z017
Z017EM0132	351.96808003095	1	NAMRIL	Z017
Z017EM0133	489.86808003095	1	NAMRIL	Z017
Z017EM0138	400.768080030953	1	NAMRIL	Z017
Z017EM0142	280.518080030951	1	NAMRIL	Z017
Z017EM0144	498.638080030951	1	NAMRIL	Z017
Z017EM0147	329.828080030939	1	NAMRIL	Z017
Z017EM0149	403.88808003094	1	NAMRIL	Z017
Z017EM0150	385.878080030931	1	NAMRIL	Z017
Z017EM0152	277.588080030935	1	NAMRIL	Z017
Z017EM0155	354.408080030948	1	NAMRIL	Z017
Z017EM0156	479.708080030948	1	NAMRIL	Z017
Z017EM0157	560.088080030945	1	NAMRIL	Z017
Z017EM0160	407.988080030944	1	NAMRIL	Z017
Z017EM0160A	166.178080030947	1	NAMRIL	Z017
Z017EM0162A	374.368080030953	1	NAMRIL	Z017
Z017EM0165	442.848080030974	1	NAMRIL	Z017
Z017EM0166	237.708080030933	1	NAMRIL	Z017
Z017EM0167	364.058080030936	1	NAMRIL	Z017
Z017EM0168	425.358080030951	1	NAMRIL	Z017
Z017EM0173	130.185680030961	1	NAMRIL	Z017
Z017EM0174	390.868080030951	1	NAMRIL	Z017
Z017EM0177	408.348080030939	1	NAMRIL	Z017
Z017EM0178	455.048080030936	1	NAMRIL	Z017
Z017EM0179	386.738080030947	1	NAMRIL	Z017
Z017EM0180	433.658080030946	1	NAMRIL	Z017
Z017EM0187	393.108080030941	1	NAMRIL	Z017
Z017EM0189	482.658080030951	1	NAMRIL	Z017
Z017EM0191	310.308080030949	1	NAMRIL	Z017
Z017EM0195	105.412680030953	1	NAMRIL	Z017
Z017EM0196	186.998080030941	1	NAMRIL	Z017
Z017EM0197	305.058080030963	1	NAMRIL	Z017
Z017EM0198	482.798080030964	1	NAMRIL	Z017
Z017EM0199	177.068080030951	1	NAMRIL	Z017
Z017EM0200	474.208080030926	1	NAMRIL	Z017
Z017EM0201	416.648080030949	1	NAMRIL	Z017
Z017EM0203	364.278080030957	1	NAMRIL	Z017
Z017EM0204	391.678080030929	1	NAMRIL	Z017
Z017EM0205	552.53808003095	1	NAMRIL	Z017
Z017EM0206	252.938080030954	1	NAMRIL	Z017
Z017EM0208	267.198080031006	1	NAMRIL	Z017
Z017EM0209	275.84808003095	1	NAMRIL	Z017
Z017EM0212	437.728080030946	1	NAMRIL	Z017
Z017EM0213	372.818080030954	1	NAMRIL	Z017
Z017EM0214	428.528080030945	1	NAMRIL	Z017
Z017EM0216	401.928080030961	1	NAMRIL	Z017
Z017EM0217	423.798080030934	1	NAMRIL	Z017
Z017EM0220	438.308080030947	1	NAMRIL	Z017
Z017EM0222	429.748080030939	1	NAMRIL	Z017
Z017EM0223	393.298080030956	1	NAMRIL	Z017
Z017EM0230	336.468080030948	1	NAMRIL	Z017
Z017EM0232	349.988080030933	1	NAMRIL	Z017
Z017EM0233	461.298080030945	1	NAMRIL	Z017
Z017EM0234	398.948080030935	1	NAMRIL	Z017
Z017EM0235	399.958080030941	1	NAMRIL	Z017
Z017EM0236	376.158080030925	1	NAMRIL	Z017
Z017EM0238	92.22148003094	1	NAMRIL	Z017
Z017EM0239	523.508080030956	1	NAMRIL	Z017
Z017EM0240	545.858080030936	1	NAMRIL	Z017
Z017EM0241	395.078080030957	1	NAMRIL	Z017
Z017EM0244	280.348080030938	1	NAMRIL	Z017
Z017EM0245	511.45808003094	1	NAMRIL	Z017
Z017EM0249	382.338080030948	1	NAMRIL	Z017
Z017EM0251	259.97808003096	1	NAMRIL	Z017
Z017EM0252	419.808080030955	1	NAMRIL	Z017
Z017EM0254	460.638080030952	1	NAMRIL	Z017
Z017EM0257	418.258080030949	1	NAMRIL	Z017
Z017EM0258	559.048080030958	1	NAMRIL	Z017
Z017EM0259	403.688080030949	1	NAMRIL	Z017
Z017EM0260	367.808080030965	1	NAMRIL	Z017
Z017EM0273	504.508080030941	1	NAMRIL	Z017
Z017EM0280	408.288080030954	1	NAMRIL	Z017
Z017EM0282	217.468080030976	1	NAMRIL	Z017
Z017EM0283	59.4182800309372	1	NAMRIL	Z017
Z017EM0285	342.148080030937	1	NAMRIL	Z017
Z017EM0289	425.778080030952	1	NAMRIL	Z017
Z017EM0290	396.008080030932	1	NAMRIL	Z017
Z017EM0291	497.208080030934	1	NAMRIL	Z017
Z017EM0293	413.688080030946	1	NAMRIL	Z017
Z017EM0294	364.598080030977	1	NAMRIL	Z017
Z017EM0295	423.888080030946	1	NAMRIL	Z017
Z017EM0300	314.108080030911	1	NAMRIL	Z017
Z017EM0306	345.408080030955	1	NAMRIL	Z017
Z017EM0312	505.628080030952	1	NAMRIL	Z017
Z017EM0320	481.848080030961	1	NAMRIL	Z017
Z017EM0324	205.888080030956	1	NAMRIL	Z017
Z017EM0327	425.038080030949	1	NAMRIL	Z017
Z017EM0331	352.328080030943	1	NAMRIL	Z017
Z017EM0334	425.078080030954	1	NAMRIL	Z017
Z017EM0339	476.838080030954	1	NAMRIL	Z017
Z017EM0348	314.328080030958	1	NAMRIL	Z017
Z017EM0350	184.988080030957	1	NAMRIL	Z017
Z017EM0353	486.028080030941	1	NAMRIL	Z017
Z017EM0358	422.718080030937	1	NAMRIL	Z017
Z017EM0370	375.808080030943	1	NAMRIL	Z017
Z017EM0375	275.428080030955	1	NAMRIL	Z017
Z017EM0376	427.578080030946	1	NAMRIL	Z017
Z017EM0377	379.738080030949	1	NAMRIL	Z017
Z018E0001	267.589518717498	1	NAMRIL	Z018
Z018E0002	213.820104969818	1	NAMRIL	Z018
Z018E0003	322.448670532921	1	NAMRIL	Z018
Z018E0004	263.408572527739	1	NAMRIL	Z018
Z018E0005	207.304821612974	1	NAMRIL	Z018
Z018E0006	304.15518394835	1	NAMRIL	Z018
Z018E0007	389.981966445554	1	NAMRIL	Z018
Z018E0008	321.921056957976	1	NAMRIL	Z018
Z018E0009	265.932536686359	1	NAMRIL	Z018
Z018E0010	383.030082092918	1	NAMRIL	Z018
Z018E0011	248.07148229922	1	NAMRIL	Z018
Z018E0012	287.879234342813	1	NAMRIL	Z018
Z018E0013	251.716266210742	1	NAMRIL	Z018
Z018E0014	366.398639833486	1	NAMRIL	Z018
Z018E0015	308.869043367411	1	NAMRIL	Z018
Z018E0016	258.465179363738	1	NAMRIL	Z018
Z018E0017	178.940743818727	1	NAMRIL	Z018
Z018E0018	459.580902535049	1	NAMRIL	Z018
Z018E0019	272.90933386106	1	NAMRIL	Z018
Z018E0020	245.974936541959	1	NAMRIL	Z018
Z018E0021	335.342971098098	1	NAMRIL	Z018
Z018E0022	350.20995971498	1	NAMRIL	Z018
Z018E0023	292.205079269579	1	NAMRIL	Z018
Z018E0024	282.921706314379	1	NAMRIL	Z018
Z018E0025	220.391236533932	1	NAMRIL	Z018
Z018E0026	161.623852981905	1	NAMRIL	Z018
Z018E0027	433.090777497318	1	NAMRIL	Z018
Z018E0028	352.359578916781	1	NAMRIL	Z018
Z018E0029	286.690623067824	1	NAMRIL	Z018
Z018E0030	406.36753589144	1	NAMRIL	Z018
Z018E0031	289.207638534838	1	NAMRIL	Z018
Z018E0032	356.660158462686	1	NAMRIL	Z018
Z018E0033	223.093356262717	1	NAMRIL	Z018
Z018E0034	180.487532270173	1	NAMRIL	Z018
Z018E0035	302.826770224159	1	NAMRIL	Z018
Z018E0036	367.686473472811	1	NAMRIL	Z018
Z018E0037	198.793580123548	1	NAMRIL	Z018
Z018E0038	404.22894174566	1	NAMRIL	Z018
Z018E0039	275.669834040284	1	NAMRIL	Z018
Z018E0040	204.548447703753	1	NAMRIL	Z018
Z018E0041	343.194310217725	1	NAMRIL	Z018
Z018E0042	300.736440169217	1	NAMRIL	Z018
Z018E0043	301.275156595484	1	NAMRIL	Z018
Z018E0044	298.684899915391	1	NAMRIL	Z018
Z018E0045	298.736269205168	1	NAMRIL	Z018
Z018E0046	501.203737545019	1	NAMRIL	Z018
Z018E0047	265.576337474139	1	NAMRIL	Z018
Z018E0048	193.025612664087	1	NAMRIL	Z018
Z018E0049	311.622818180563	1	NAMRIL	Z018
Z018E0050	414.667441345295	1	NAMRIL	Z018
Z018E0051	177.204761372147	1	NAMRIL	Z018
Z018E0052	179.649891142161	1	NAMRIL	Z018
Z018E0053	342.745203893423	1	NAMRIL	Z018
Z018E0054	247.872618413925	1	NAMRIL	Z018
Z018E0055	412.839853122696	1	NAMRIL	Z018
Z018E0056	286.036043332944	1	NAMRIL	Z018
Z018E0057	277.79789896136	1	NAMRIL	Z018
Z018E0058	339.690873635039	1	NAMRIL	Z018
Z018E0059	256.292499393056	1	NAMRIL	Z018
Z018E0060	346.584292746429	1	NAMRIL	Z018
Z018E0061	146.347249291811	1	NAMRIL	Z018
Z018E0062	401.997824212722	1	NAMRIL	Z018
Z018E0063	442.333481186939	1	NAMRIL	Z018
Z018E0064	250.666294522649	1	NAMRIL	Z018
Z018E0065	408.278550209309	1	NAMRIL	Z018
Z018E0066	346.6751500965	1	NAMRIL	Z018
Z018E0067	352.34431925001	1	NAMRIL	Z018
Z018E0068	304.071784387145	1	NAMRIL	Z018
Z018E0069	257.269529138091	1	NAMRIL	Z018
Z018E0070	193.330285227235	1	NAMRIL	Z018
Z018E0071	305.261347595854	1	NAMRIL	Z018
Z018E0072	330.937416602892	1	NAMRIL	Z018
Z018E0073	321.597988200232	1	NAMRIL	Z018
Z018E0074	229.032940871732	1	NAMRIL	Z018
Z018E0075	258.192502505221	1	NAMRIL	Z018
Z018E0076	264.717048676376	1	NAMRIL	Z018
Z018E0077	258.891776252378	1	NAMRIL	Z018
Z018E0078	334.328988815316	1	NAMRIL	Z018
Z018E0079	174.717791054771	1	NAMRIL	Z018
Z018E0080	136.24566760629	1	NAMRIL	Z018
Z018E0081	372.17390350136	1	NAMRIL	Z018
Z018E0082	349.787350653261	1	NAMRIL	Z018
Z018E0083	191.308417578067	1	NAMRIL	Z018
Z018E0084	236.769848954539	1	NAMRIL	Z018
Z018E0085	374.162556986418	1	NAMRIL	Z018
Z018E0086	322.33651803294	1	NAMRIL	Z018
Z018E0087	279.208435299261	1	NAMRIL	Z018
Z018E0088	281.473590886454	1	NAMRIL	Z018
Z018E0089	356.754941603197	1	NAMRIL	Z018
Z018E0090	362.43954044459	1	NAMRIL	Z018
Z018E0091	326.978133839162	1	NAMRIL	Z018
Z018E0092	111.898576580153	1	NAMRIL	Z018
Z018E0093	243.885811506425	1	NAMRIL	Z018
Z018E0094	315.06857468833	1	NAMRIL	Z018
Z018E0095	259.768331798844	1	NAMRIL	Z018
Z018E0096	197.381273392911	1	NAMRIL	Z018
Z018E0097	311.30006937639	1	NAMRIL	Z018
Z018E0098	335.691691974876	1	NAMRIL	Z018
Z018E0099	228.614537120544	1	NAMRIL	Z018
Z018E0100	353.482692987273	1	NAMRIL	Z018
Z018E0101	238.366325318955	1	NAMRIL	Z018
Z018E0102	274.178084567585	1	NAMRIL	Z018
Z018E0103	231.616003313842	1	NAMRIL	Z018
Z018E0104	289.244842152075	1	NAMRIL	Z018
Z018E0105	296.336560539706	1	NAMRIL	Z018
Z018E0106	372.574299494848	1	NAMRIL	Z018
Z018E0107	252.428484914257	1	NAMRIL	Z018
Z018E0108	227.170193718119	1	NAMRIL	Z018
Z018E0110	350.54614341482	1	NAMRIL	Z018
Z018E0111	303.281005757557	1	NAMRIL	Z018
Z018E0112	255.592457997962	1	NAMRIL	Z018
Z018E0113	511.335752966882	1	NAMRIL	Z018
Z018E0114	294.873477795191	1	NAMRIL	Z018
Z018E0115	275.662065954896	1	NAMRIL	Z018
Z018E0116	156.046080088341	1	NAMRIL	Z018
Z018E0117	121.691784473365	1	NAMRIL	Z018
Z018E0118	276.304345169752	1	NAMRIL	Z018
Z018E0119	359.48725949566	1	NAMRIL	Z018
Z018E0120	335.667664086024	1	NAMRIL	Z018
Z018E0121	256.554367452796	1	NAMRIL	Z018
Z018E0122	338.715256434716	1	NAMRIL	Z018
Z018E0123	243.041838312078	1	NAMRIL	Z018
Z018E0124	281.808231437805	1	NAMRIL	Z018
Z018E0125	159.243044080162	1	NAMRIL	Z018
Z018E0126	146.526073896657	1	NAMRIL	Z018
Z018E0127	281.398922087024	1	NAMRIL	Z018
Z018E0128	370.658559772023	1	NAMRIL	Z018
Z018E0129	261.075686920534	1	NAMRIL	Z018
Z018E0130	249.969848326425	1	NAMRIL	Z018
Z018E0131	316.64055189921	1	NAMRIL	Z018
Z018E0132	382.204466116763	1	NAMRIL	Z018
Z018E0133	353.019151555295	1	NAMRIL	Z018
Z018E0134	203.947917014915	1	NAMRIL	Z018
Z018E0135	244.395013098615	1	NAMRIL	Z018
Z018E0136	258.599754959899	1	NAMRIL	Z018
Z018E0137	411.943671214566	1	NAMRIL	Z018
Z018E0138	249.073362329588	1	NAMRIL	Z018
Z018E0139	223.811735108144	1	NAMRIL	Z018
Z018E0140	308.481567917508	1	NAMRIL	Z018
Z018E0141	396.79038021797	1	NAMRIL	Z018
Z018E0142	277.307039649433	1	NAMRIL	Z018
Z018E0143	300.326787431976	1	NAMRIL	Z018
Z018E0144	322.267785750845	1	NAMRIL	Z018
Z018E0145	327.612079327861	1	NAMRIL	Z018
Z018E0146	300.837231986322	1	NAMRIL	Z018
Z018E0147	294.786858132625	1	NAMRIL	Z018
Z018E0148	296.971909320855	1	NAMRIL	Z018
Z018E0149	383.038141817919	1	NAMRIL	Z018
Z018E0150	233.856384254549	1	NAMRIL	Z018
Z018E0151	262.113638041606	1	NAMRIL	Z018
Z018E0152	296.717381332916	1	NAMRIL	Z018
Z018E0153	162.453701312224	1	NAMRIL	Z018
Z018E0154	296.043721244002	1	NAMRIL	Z018
Z018E0155	328.934817216883	1	NAMRIL	Z018
Z018E0156	314.513186628297	1	NAMRIL	Z018
Z018E0157	290.68541925083	1	NAMRIL	Z018
Z018E0158	230.659147325267	1	NAMRIL	Z018
Z018E0159	475.002685615268	1	NAMRIL	Z018
Z018E0160	246.138169834404	1	NAMRIL	Z018
Z018E0161	288.709327774386	1	NAMRIL	Z018
Z018E0162	140.331661108751	1	NAMRIL	Z018
Z018E0163	306.837130065628	1	NAMRIL	Z018
Z018E0164	285.170961547499	1	NAMRIL	Z018
Z018E0165	152.406102918992	1	NAMRIL	Z018
Z018E0166	195.835505619204	1	NAMRIL	Z018
Z018E0167	325.170703252373	1	NAMRIL	Z018
Z018E0168	294.995089161752	1	NAMRIL	Z018
Z018E0169	317.398990187983	1	NAMRIL	Z018
Z018E0170	265.027447282743	1	NAMRIL	Z018
Z018E0171	308.341835538875	1	NAMRIL	Z018
Z018E0172	447.106829766713	1	NAMRIL	Z018
Z018E0173	319.284117729269	1	NAMRIL	Z018
Z018E0174	232.072386472863	1	NAMRIL	Z018
Z018E0175	317.946486664566	1	NAMRIL	Z018
Z018E0176	417.708559563414	1	NAMRIL	Z018
Z018E0177	181.660463879194	1	NAMRIL	Z018
Z018E0178	296.838837683624	1	NAMRIL	Z018
Z018E0179	250.491358148148	1	NAMRIL	Z018
Z018E0180	227.274464634741	1	NAMRIL	Z018
Z018E0181	264.547244814603	1	NAMRIL	Z018
Z018E0182	260.596475152404	1	NAMRIL	Z018
Z018E0183	120.30522297882	1	NAMRIL	Z018
Z018E0184	284.215166740178	1	NAMRIL	Z018
Z018E0185	253.34356514592	1	NAMRIL	Z018
Z018E0186	395.222125666801	1	NAMRIL	Z018
Z018E0187	194.015280978902	1	NAMRIL	Z018
Z018E0188	313.81636623457	1	NAMRIL	Z018
Z018E0189	377.609627584349	1	NAMRIL	Z018
Z018E0190	388.622611741813	1	NAMRIL	Z018
