Genotype	TKW	Fix	pop$	FID$
Z015E0102	63.3695417561635	1	NAMRIL	Z015
Z015E0103	49.8934117300808	1	NAMRIL	Z015
Z015E0104	68.6847516689503	1	NAMRIL	Z015
Z015E0105	57.843279609307	1	NAMRIL	Z015
Z015E0106	69.4448491964901	1	NAMRIL	Z015
Z015E0107	59.1946318694804	1	NAMRIL	Z015
Z015E0108	70.8330367260941	1	NAMRIL	Z015
Z015E0109	70.6987760563535	1	NAMRIL	Z015
Z015E0110	66.395893257821	1	NAMRIL	Z015
Z015E0111	52.0389118052784	1	NAMRIL	Z015
Z015E0112	47.3769438159308	1	NAMRIL	Z015
Z015E0113	47.194047673739	1	NAMRIL	Z015
Z015E0114	43.2022516689471	1	NAMRIL	Z015
Z015E0115	77.5697584567695	1	NAMRIL	Z015
Z015E0116	79.19339325782	1	NAMRIL	Z015
Z015E0117	90.8090105472295	1	NAMRIL	Z015
Z015E0118	66.0502529259913	1	NAMRIL	Z015
Z015E0119	45.0122599214309	1	NAMRIL	Z015
Z015E0120	57.9533348384927	1	NAMRIL	Z015
Z015E0121	54.9122248329452	1	NAMRIL	Z015
Z015E0122	44.0968220251891	1	NAMRIL	Z015
Z015E0123	67.2889702617953	1	NAMRIL	Z015
Z015E0124	105.799567873068	1	NAMRIL	Z015
Z015E0125	36.3120678435074	1	NAMRIL	Z015
Z015E0126	80.2373298760675	1	NAMRIL	Z015
Z015E0127	77.3905686338643	1	NAMRIL	Z015
Z015E0128	62.0138243545689	1	NAMRIL	Z015
Z015E0129	55.3782143404041	1	NAMRIL	Z015
Z015E0130	76.8870366964932	1	NAMRIL	Z015
Z015E0131	61.092669034226	1	NAMRIL	Z015
Z015E0132	62.4789118052782	1	NAMRIL	Z015
Z015E0133	51.9487584474923	1	NAMRIL	Z015
Z015E0134	81.7829979733088	1	NAMRIL	Z015
Z015E0135	53.5467269228927	1	NAMRIL	Z015
Z015E0136	54.4723957831392	1	NAMRIL	Z015
Z015E0137	67.393467211715	1	NAMRIL	Z015
Z015E0138	78.5542241964977	1	NAMRIL	Z015
Z015E0139	63.7762214273961	1	NAMRIL	Z015
Z015E0140	46.3489118052765	1	NAMRIL	Z015
Z015E0141	56.5894525061097	1	NAMRIL	Z015
Z015E0142	69.4777096359006	1	NAMRIL	Z015
Z015E0143	67.8910991965048	1	NAMRIL	Z015
Z015E0144	44.1839190342277	1	NAMRIL	Z015
Z015E0145	68.3007196191827	1	NAMRIL	Z015
Z015E0146	66.7532059531579	1	NAMRIL	Z015
Z015E0147	101.330012755876	1	NAMRIL	Z015
Z015E0148	92.8757322323549	1	NAMRIL	Z015
Z015E0149	61.4587982230686	1	NAMRIL	Z015
Z015E0150	82.3828562100759	1	NAMRIL	Z015
Z015E0151	72.977324354568	1	NAMRIL	Z015
Z015E0152	35.54990470769	1	NAMRIL	Z015
Z015E0153	60.6857196191761	1	NAMRIL	Z015
Z015E0154	64.636298536138	1	NAMRIL	Z015
Z015E0155	70.112118102826	1	NAMRIL	Z015
Z015E0156	67.9496855946665	1	NAMRIL	Z015
Z015E0157	60.8156100688565	1	NAMRIL	Z015
Z015E0158	44.2836638415037	1	NAMRIL	Z015
Z015E0159	74.2796585105598	1	NAMRIL	Z015
Z015E0160	65.9054179998059	1	NAMRIL	Z015
Z015E0161	47.0317152028039	1	NAMRIL	Z015
Z015E0162	78.1666814974271	1	NAMRIL	Z015
Z015E0163	61.3634484360001	1	NAMRIL	Z015
Z015E0164	62.4195678730781	1	NAMRIL	Z015
Z015E0165	66.2523491965006	1	NAMRIL	Z015
Z015E0166	48.9379012064127	1	NAMRIL	Z015
Z015E0167	85.457418618353	1	NAMRIL	Z015
Z015E0168	75.5877529259956	1	NAMRIL	Z015
Z015E0169	57.8624415498893	1	NAMRIL	Z015
Z015E0170	60.8281201463127	1	NAMRIL	Z015
Z015E0171	59.4523957831359	1	NAMRIL	Z015
Z015E0172	71.8753403767091	1	NAMRIL	Z015
Z015E0173	74.6213243545721	1	NAMRIL	Z015
Z015E0174	53.0798491964956	1	NAMRIL	Z015
Z015E0175	64.7271318694662	1	NAMRIL	Z015
Z015E0176	88.6970366965054	1	NAMRIL	Z015
Z015E0177	54.8899648830679	1	NAMRIL	Z015
Z015E0178	70.962473472409	1	NAMRIL	Z015
Z015E0179	68.5326616965019	1	NAMRIL	Z015
Z015E0180	62.7157866964953	1	NAMRIL	Z015
Z015E0181	57.403298223065	1	NAMRIL	Z015
Z015E0182	52.3366681718228	1	NAMRIL	Z015
Z015E0183	58.0988243545695	1	NAMRIL	Z015
Z015E0184	74.2243684311956	1	NAMRIL	Z015
Z015E0185	74.9398491964963	1	NAMRIL	Z015
Z015E0186	64.5682982230776	1	NAMRIL	Z015
Z015E0187	52.3200613554566	1	NAMRIL	Z015
Z015E0188	63.9341814974278	1	NAMRIL	Z015
Z015E0189	86.7809672117199	1	NAMRIL	Z015
Z015E0190	71.9552358834455	1	NAMRIL	Z015
Z015E0191	56.9631837864494	1	NAMRIL	Z015
Z015E0192	59.6541814974268	1	NAMRIL	Z015
Z015E0193	83.6877529259971	1	NAMRIL	Z015
Z015E0194	62.7779950634058	1	NAMRIL	Z015
Z015E0195	53.8277529259922	1	NAMRIL	Z015
Z015E0196	53.5307196191797	1	NAMRIL	Z015
Z015E0197	69.2160991964949	1	NAMRIL	Z015
Z015E0198	41.7004950634134	1	NAMRIL	Z015
Z015E0199	57.2810016689486	1	NAMRIL	Z015
Z015E0200	47.2223810070706	1	NAMRIL	Z015
Z015E0201	83.3694785809736	1	NAMRIL	Z015
Z015E0202	53.8286144560628	1	NAMRIL	Z015
Z015E0203	62.5032197413784	1	NAMRIL	Z015
Z015E0230	89.8032197413721	1	NAMRIL	Z015
Z015E0232	37.8032197413638	1	NAMRIL	Z015
Z015E0235	72.7032197413683	1	NAMRIL	Z015
Z015E0236	23.6699066051618	1	NAMRIL	Z015
Z015E0237	81.8032197413603	1	NAMRIL	Z015
Z015E0238	100.653219741354	1	NAMRIL	Z015
Z015E0242	15.9532197413729	1	NAMRIL	Z015
Z015E0243	95.7032197413666	1	NAMRIL	Z015
Z015E0282	85.0032197413669	1	NAMRIL	Z015
Z016E0001	58.3826804225796	1	NAMRIL	Z016
Z016E0002	66.985251107164	1	NAMRIL	Z016
Z016E0003	60.968110068852	1	NAMRIL	Z016
Z016E0004	73.3752529259936	1	NAMRIL	Z016
Z016E0005	39.3194324275795	1	NAMRIL	Z016
Z016E0006	66.5578306152636	1	NAMRIL	Z016
Z016E0007	49.7800148302846	1	NAMRIL	Z016
Z016E0008	97.126726591147	1	NAMRIL	Z016
Z016E0009	76.4192241965062	1	NAMRIL	Z016
Z016E0010	58.8095386402849	1	NAMRIL	Z016
Z016E0011	145.57542796111	1	NAMRIL	Z016
Z016E0012	37.1800599244888	1	NAMRIL	Z016
Z016E0013	58.2837985361476	1	NAMRIL	Z016
Z016E0014	58.1075783967509	1	NAMRIL	Z016
Z016E0015	78.3902529259967	1	NAMRIL	Z016
Z016E0016	73.1452529259977	1	NAMRIL	Z016
Z016E0017	60.4700783967513	1	NAMRIL	Z016
Z016E0018	82.9073957831408	1	NAMRIL	Z016
Z016E0019	75.0064137804052	1	NAMRIL	Z016
Z016E0020	34.1146318694696	1	NAMRIL	Z016
Z016E0021	79.6307984473395	1	NAMRIL	Z016
Z016E0022	78.5123957831431	1	NAMRIL	Z016
Z016E0023	72.2159672117054	1	NAMRIL	Z016
Z016E0024	41.5456013275119	1	NAMRIL	Z016
Z016E0025	45.5202760563658	1	NAMRIL	Z016
Z016E0026	60.8654652028086	1	NAMRIL	Z016
Z016E0027	79.5819929249097	1	NAMRIL	Z016
Z016E0028	63.9758423720283	1	NAMRIL	Z016
Z016E0029	51.1320614754936	1	NAMRIL	Z016
Z016E0030	75.5047796093078	1	NAMRIL	Z016
Z016E0031	108.172974196492	1	NAMRIL	Z016
Z016E0032	60.9345386402844	1	NAMRIL	Z016
Z016E0033	91.3542450634201	1	NAMRIL	Z016
Z016E0034	51.9364958868864	1	NAMRIL	Z016
Z016E0035	58.8904741965004	1	NAMRIL	Z016
Z016E0036	97.7194822603057	1	NAMRIL	Z016
Z016E0037	55.8143470892415	1	NAMRIL	Z016
Z016E0038	72.3666814974277	1	NAMRIL	Z016
Z016E0039	92.1637345397401	1	NAMRIL	Z016
Z016E0040	73.0932982230662	1	NAMRIL	Z016
Z016E0041	35.1212544022966	1	NAMRIL	Z016
Z016E0042	71.6988243545664	1	NAMRIL	Z016
Z016E0043	71.9250599244883	1	NAMRIL	Z016
Z016E0044	75.2795386402829	1	NAMRIL	Z016
Z016E0045	66.4958118890878	1	NAMRIL	Z016
Z016E0046	81.8429012064206	1	NAMRIL	Z016
Z016E0047	66.4334849645611	1	NAMRIL	Z016
Z016E0048	78.8896855946778	1	NAMRIL	Z016
Z016E0049	57.8961992606875	1	NAMRIL	Z016
Z016E0050	68.8309117300796	1	NAMRIL	Z016
Z016E0051	71.9923957831425	1	NAMRIL	Z016
Z016E0052	86.5957962615167	1	NAMRIL	Z016
Z016E0053	57.0081100688529	1	NAMRIL	Z016
Z016E0054	60.1412214273984	1	NAMRIL	Z016
Z016E0055	51.1102529260023	1	NAMRIL	Z016
Z016E0056	67.6502529259997	1	NAMRIL	Z016
Z016E0057	64.890059924493	1	NAMRIL	Z016
Z016E0058	88.4320387804036	1	NAMRIL	Z016
Z016E0059	49.3050599244899	1	NAMRIL	Z016
Z016E0060	69.1317241965009	1	NAMRIL	Z016
Z016E0061	59.066099196496	1	NAMRIL	Z016
Z016E0062	52.8298491964983	1	NAMRIL	Z016
Z016E0063	64.9824074073981	1	NAMRIL	Z016
Z016E0064	111.823824354553	1	NAMRIL	Z016
Z016E0065	81.527962487297	1	NAMRIL	Z016
Z016E0066	60.0192241964984	1	NAMRIL	Z016
Z016E0067	57.977349196498	1	NAMRIL	Z016
Z016E0068	47.7229741964964	1	NAMRIL	Z016
Z016E0069	43.511808025663	1	NAMRIL	Z016
Z016E0070	53.4566814974279	1	NAMRIL	Z016
Z016E0071	60.4004741964973	1	NAMRIL	Z016
Z016E0072	65.8723957831404	1	NAMRIL	Z016
Z016E0073	63.3098491964976	1	NAMRIL	Z016
Z016E0074	89.9088243545678	1	NAMRIL	Z016
Z016E0075	53.7692214273915	1	NAMRIL	Z016
Z016E0076	103.092395783144	1	NAMRIL	Z016
Z016E0077	64.1954646181678	1	NAMRIL	Z016
Z016E0078	78.0505750214712	1	NAMRIL	Z016
Z016E0079	69.5016033700498	1	NAMRIL	Z016
Z016E0080	84.7826046630711	1	NAMRIL	Z016
Z016E0081	118.782751087046	1	NAMRIL	Z016
Z016E0082	59.7990613554582	1	NAMRIL	Z016
Z016E0083	100.95922419651	1	NAMRIL	Z016
Z016E0084	53.2059886039857	1	NAMRIL	Z016
Z016E0085	74.1842241964999	1	NAMRIL	Z016
Z016E0086	89.0245386402879	1	NAMRIL	Z016
Z016E0087	80.9730672286364	1	NAMRIL	Z016
Z016E0088	64.0917241964964	1	NAMRIL	Z016
Z016E0089	75.8235991965016	1	NAMRIL	Z016
Z016E0090	98.1935449009953	1	NAMRIL	Z016
Z016E0091	101.045292954351	1	NAMRIL	Z016
Z016E0092	74.3455207499963	1	NAMRIL	Z016
Z016E0093	82.4083932578198	1	NAMRIL	Z016
Z016E0094	59.8473491965009	1	NAMRIL	Z016
Z016E0095	68.2406329040718	1	NAMRIL	Z016
Z016E0096	83.2104741965018	1	NAMRIL	Z016
Z016E0097	76.9381100688574	1	NAMRIL	Z016
Z016E0098	75.2599734724068	1	NAMRIL	Z016
Z016E0099	48.0129741964966	1	NAMRIL	Z016
Z016E0100	79.1756877581195	1	NAMRIL	Z016
Z016E0101	81.2572584567658	1	NAMRIL	Z016
Z016E0102	87.2088243545782	1	NAMRIL	Z016
Z016E0103	56.9805147907683	1	NAMRIL	Z016
Z016E0104	60.6948258308736	1	NAMRIL	Z016
Z016E0105	87.2052214273907	1	NAMRIL	Z016
Z016E0106	63.2260546624247	1	NAMRIL	Z016
Z016E0107	61.5367241964996	1	NAMRIL	Z016
Z016E0108	73.5739276386454	1	NAMRIL	Z016
Z016E0109	75.6650148302786	1	NAMRIL	Z016
Z016E0110	102.339538640283	1	NAMRIL	Z016
Z016E0111	60.7555032322426	1	NAMRIL	Z016
Z016E0112	76.3187488928206	1	NAMRIL	Z016
Z016E0113	72.3454279611134	1	NAMRIL	Z016
Z016E0114	102.452258456773	1	NAMRIL	Z016
Z016E0115	61.6953721137394	1	NAMRIL	Z016
Z016E0116	78.8981975195693	1	NAMRIL	Z016
Z016E0117	89.1119962765905	1	NAMRIL	Z016
Z016E0118	76.42033961817	1	NAMRIL	Z016
Z016E0119	83.5805844404967	1	NAMRIL	Z016
Z016E0120	64.6317241964978	1	NAMRIL	Z016
Z016E0121	71.247192954455	1	NAMRIL	Z016
Z016E0122	89.8535046377617	1	NAMRIL	Z016
Z016E0123	67.1292591866939	1	NAMRIL	Z016
Z016E0124	69.2233932578182	1	NAMRIL	Z016
Z016E0125	77.8745386402807	1	NAMRIL	Z016
Z016E0126	77.4038243545637	1	NAMRIL	Z016
Z016E0127	102.195967211718	1	NAMRIL	Z016
Z016E0128	53.2431984325648	1	NAMRIL	Z016
Z016E0129	64.7612982230698	1	NAMRIL	Z016
Z016E0130	54.5892591866951	1	NAMRIL	Z016
Z016E0131	78.4031100688528	1	NAMRIL	Z016
Z016E0132	66.7761111111032	1	NAMRIL	Z016
Z016E0133	78.8141248044237	1	NAMRIL	Z016
Z016E0134	51.3614679396842	1	NAMRIL	Z016
Z016E0135	88.2189611012525	1	NAMRIL	Z016
Z016E0136	64.6634282349718	1	NAMRIL	Z016
Z016E0137	62.5789137804073	1	NAMRIL	Z016
Z016E0138	88.7079533526622	1	NAMRIL	Z016
Z016E0139	86.6104652028009	1	NAMRIL	Z016
Z016E0140	63.4843684311876	1	NAMRIL	Z016
Z016E0141	89.4114251234406	1	NAMRIL	Z016
Z016E0142	36.1303403767112	1	NAMRIL	Z016
Z016E0143	79.9285296093054	1	NAMRIL	Z016
Z016E0144	96.2184036862489	1	NAMRIL	Z016
Z016E0145	63.9994324275868	1	NAMRIL	Z016
Z016E0146	74.8454652028087	1	NAMRIL	Z016
Z016E0147	64.486298536136	1	NAMRIL	Z016
Z016E0148	66.4438243545655	1	NAMRIL	Z016
Z016E0149	89.8484158748147	1	NAMRIL	Z016
Z016E0150	75.378288780406	1	NAMRIL	Z016
Z016E0151	75.0252529259957	1	NAMRIL	Z016
Z016E0152	81.573798536138	1	NAMRIL	Z016
Z016E0153	49.9750380217291	1	NAMRIL	Z016
Z016E0154	79.4481975195717	1	NAMRIL	Z016
Z016E0155	66.7745386402834	1	NAMRIL	Z016
Z016E0156	68.1802529259975	1	NAMRIL	Z016
Z016E0157	79.2598283526609	1	NAMRIL	Z016
Z016E0158	56.4574832338539	1	NAMRIL	Z016
Z016E0159	64.500714340403	1	NAMRIL	Z016
Z016E0160	64.8344059010721	1	NAMRIL	Z016
Z016E0161	58.8191221137394	1	NAMRIL	Z016
Z016E0162	68.6173870234791	1	NAMRIL	Z016
Z016E0163	79.3023491964996	1	NAMRIL	Z016
Z016E0164	62.6577213295633	1	NAMRIL	Z016
Z016E0165	75.9595386402838	1	NAMRIL	Z016
Z016E0166	63.4773491964979	1	NAMRIL	Z016
Z016E0167	62.6409672117099	1	NAMRIL	Z016
Z016E0168	70.6252529259963	1	NAMRIL	Z016
Z016E0169	72.7867241964981	1	NAMRIL	Z016
Z016E0170	68.6817265911558	1	NAMRIL	Z016
Z016E0171	65.6360546624204	1	NAMRIL	Z016
Z016E0172	65.4095386402849	1	NAMRIL	Z016
Z016E0173	74.7834117300813	1	NAMRIL	Z016
Z016E0174	62.0185991964919	1	NAMRIL	Z016
Z016E0175	62.3559672117115	1	NAMRIL	Z016
Z016E0176	65.9666814974255	1	NAMRIL	Z016
Z016E0177	96.1499142950994	1	NAMRIL	Z016
Z016E0178	55.7209672117124	1	NAMRIL	Z016
Z016E0179	72.3872584567661	1	NAMRIL	Z016
Z016E0180	81.84296520281	1	NAMRIL	Z016
Z016E0181	56.7412345397472	1	NAMRIL	Z016
Z016E0182	64.4279599304164	1	NAMRIL	Z016
Z016E0183	66.1859672117121	1	NAMRIL	Z016
Z016E0184	62.9506329040707	1	NAMRIL	Z016
Z016E0185	103.811681497419	1	NAMRIL	Z016
Z016E0186	86.876400561966	1	NAMRIL	Z016
Z016E0187	55.1458163662334	1	NAMRIL	Z016
Z016E0188	66.6354741964989	1	NAMRIL	Z016
Z016E0189	60.9973957831412	1	NAMRIL	Z016
Z016E0190	64.4388243545695	1	NAMRIL	Z016
Z016E0191	60.8757143404022	1	NAMRIL	Z016
Z016E0192	91.0142265911577	1	NAMRIL	Z016
Z016E0193	91.6567241965008	1	NAMRIL	Z016
Z016E0194	58.7116920943975	1	NAMRIL	Z016
Z016E0195	64.5281100688564	1	NAMRIL	Z016
Z016E0196	74.8667241965026	1	NAMRIL	Z016
Z016E0197	75.6287985361391	1	NAMRIL	Z016
Z016E0198	43.7462168479608	1	NAMRIL	Z016
Z016E0199	68.4731100688522	1	NAMRIL	Z016
Z016E0200	74.4816814974224	1	NAMRIL	Z016
Z016E0201	88.9637051267126	1	NAMRIL	Z016
Z016E0202	54.3166729624815	1	NAMRIL	Z016
Z016E0213	64.4532197413678	1	NAMRIL	Z016
Z016E0220	40.9848965065997	1	NAMRIL	Z016
Z016E0251	45.4386631141883	1	NAMRIL	Z016
Z016E0274	14.0532197413664	1	NAMRIL	Z016
Z017E0001	70.1461763839803	1	NAMRIL	Z017
Z017E0002	51.7591986331136	1	NAMRIL	Z017
Z017E0003	84.437662175291	1	NAMRIL	Z017
Z017E0004	100.677323633109	1	NAMRIL	Z017
Z017E0005	88.0200465459164	1	NAMRIL	Z017
Z017E0006	69.8047222222172	1	NAMRIL	Z017
Z017E0007	67.5276162380577	1	NAMRIL	Z017
Z017E0008	75.1317074738374	1	NAMRIL	Z017
Z017E0009	61.9164644450491	1	NAMRIL	Z017
Z017E0010	58.2051221137361	1	NAMRIL	Z017
Z017E0011	61.3477721137385	1	NAMRIL	Z017
Z017E0012	74.3637720893302	1	NAMRIL	Z017
Z017E0013	50.4282012077913	1	NAMRIL	Z017
Z017E0014	72.1235144516188	1	NAMRIL	Z017
Z017E0015	80.243757321652	1	NAMRIL	Z017
Z017E0016	57.7718632904753	1	NAMRIL	Z017
Z017E0017	72.6904666666552	1	NAMRIL	Z017
Z017E0018	77.3298111111049	1	NAMRIL	Z017
Z017E0019	81.4028586927771	1	NAMRIL	Z017
Z017E0020	111.956014790769	1	NAMRIL	Z017
Z017E0021	59.438937996416	1	NAMRIL	Z017
Z017E0022	75.9162235636382	1	NAMRIL	Z017
Z017E0023	97.0081841376222	1	NAMRIL	Z017
Z017E0024	63.894193188122	1	NAMRIL	Z017
Z017E0025	59.4144299524134	1	NAMRIL	Z017
Z017E0026	59.6133438583894	1	NAMRIL	Z017
Z017E0027	77.0208586814896	1	NAMRIL	Z017
Z017E0028	76.5185653558973	1	NAMRIL	Z017
Z017E0029	67.9912894450483	1	NAMRIL	Z017
Z017E0030	55.9233769450439	1	NAMRIL	Z017
Z017E0031	51.9809320614786	1	NAMRIL	Z017
Z017E0032	64.3373665678347	1	NAMRIL	Z017
Z017E0033	58.5112619315212	1	NAMRIL	Z017
Z017E0034	54.323780525975	1	NAMRIL	Z017
Z017E0035	50.240849590547	1	NAMRIL	Z017
Z017E0036	68.3312779913751	1	NAMRIL	Z017
Z017E0037	93.3541221137375	1	NAMRIL	Z017
Z017E0038	82.837272113733	1	NAMRIL	Z017
Z017E0039	72.8180596137414	1	NAMRIL	Z017
Z017E0040	50.3693950450732	1	NAMRIL	Z017
Z017E0041	37.3771330298015	1	NAMRIL	Z017
Z017E0042	74.5680882560658	1	NAMRIL	Z017
Z017E0043	66.9402699923445	1	NAMRIL	Z017
Z017E0044	85.4784838952987	1	NAMRIL	Z017
Z017E0045	73.4948311182875	1	NAMRIL	Z017
Z017E0046	120.149713084651	1	NAMRIL	Z017
Z017E0047	87.6044168153227	1	NAMRIL	Z017
Z017E0048	49.3250726989557	1	NAMRIL	Z017
Z017E0049	52.4302417814814	1	NAMRIL	Z017
Z017E0050	66.5420444444364	1	NAMRIL	Z017
Z017E0051	73.6384597566708	1	NAMRIL	Z017
Z017E0052	88.4095977849543	1	NAMRIL	Z017
Z017E0053	71.5301555555432	1	NAMRIL	Z017
Z017E0054	48.1623299713929	1	NAMRIL	Z017
Z017E0055	87.721727591848	1	NAMRIL	Z017
Z017E0056	99.5966420945656	1	NAMRIL	Z017
Z017E0057	76.0420094249843	1	NAMRIL	Z017
Z017E0058	61.9164611331114	1	NAMRIL	Z017
Z017E0059	107.169076613603	1	NAMRIL	Z017
Z017E0060	77.1977292321837	1	NAMRIL	Z017
Z017E0061	99.1043734055045	1	NAMRIL	Z017
Z017E0062	54.4535933936741	1	NAMRIL	Z017
Z017E0063	78.6190135892159	1	NAMRIL	Z017
Z017E0064	71.9916111331149	1	NAMRIL	Z017
Z017E0065	78.4858720893303	1	NAMRIL	Z017
Z017E0066	73.0152106620713	1	NAMRIL	Z017
Z017E0067	69.7984096137412	1	NAMRIL	Z017
Z017E0068	61.5287345397432	1	NAMRIL	Z017
Z017E0069	67.9873824012015	1	NAMRIL	Z017
Z017E0070	101.6148568064	1	NAMRIL	Z017
Z017E0071	68.7883400918511	1	NAMRIL	Z017
Z017E0072	97.0321274957677	1	NAMRIL	Z017
Z017E0073	97.1966522821177	1	NAMRIL	Z017
Z017E0074	61.6795010133357	1	NAMRIL	Z017
Z017E0075	73.0509444444359	1	NAMRIL	Z017
Z017E0076	98.6706849497199	1	NAMRIL	Z017
Z017E0077	66.1743295945515	1	NAMRIL	Z017
Z017E0078	51.926108256065	1	NAMRIL	Z017
Z017E0079	49.081677677587	1	NAMRIL	Z017
Z017E0080	76.4792542595799	1	NAMRIL	Z017
Z017E0081	78.0263082130378	1	NAMRIL	Z017
Z017E0082	62.4531045945527	1	NAMRIL	Z017
Z017E0083	47.9389611331109	1	NAMRIL	Z017
Z017E0084	64.3302789024104	1	NAMRIL	Z017
Z017E0085	76.4169611331105	1	NAMRIL	Z017
Z017E0086	76.4404436583592	1	NAMRIL	Z017
Z017E0087	73.1233135892174	1	NAMRIL	Z017
Z017E0088	82.3145094249865	1	NAMRIL	Z017
Z017E0089	87.0751590951981	1	NAMRIL	Z017
Z017E0090	59.8545796416121	1	NAMRIL	Z017
Z017E0091	48.5398146863515	1	NAMRIL	Z017
Z017E0092	73.0797375600312	1	NAMRIL	Z017
Z017E0093	65.6836890668812	1	NAMRIL	Z017
Z017E0094	73.7411032647098	1	NAMRIL	Z017
Z017E0095	58.9513365655743	1	NAMRIL	Z017
Z017E0096	33.7642542595734	1	NAMRIL	Z017
Z017E0097	69.5074462643995	1	NAMRIL	Z017
Z017E0098	64.1442265911552	1	NAMRIL	Z017
Z017E0099	58.5144476872876	1	NAMRIL	Z017
Z017E0100	37.5109480421795	1	NAMRIL	Z017
Z017E0101	68.2909971137401	1	NAMRIL	Z017
Z017E0102	73.7879741964958	1	NAMRIL	Z017
Z017E0103	81.8958163662286	1	NAMRIL	Z017
Z017E0104	75.5268080256586	1	NAMRIL	Z017
Z017E0105	42.9271941424423	1	NAMRIL	Z017
Z017E0106	65.3587985361424	1	NAMRIL	Z017
Z017E0107	83.2530555555536	1	NAMRIL	Z017
Z017E0108	60.3978883112176	1	NAMRIL	Z017
Z017E0109	54.039732059169	1	NAMRIL	Z017
Z017E0110	58.5345435179033	1	NAMRIL	Z017
Z017E0111	66.2321813319306	1	NAMRIL	Z017
Z017E0112	68.325189445043	1	NAMRIL	Z017
Z017E0113	51.3367402303011	1	NAMRIL	Z017
Z017E0114	98.0638246932454	1	NAMRIL	Z017
Z017E0115	70.9813005259697	1	NAMRIL	Z017
Z017E0116	56.6255608316253	1	NAMRIL	Z017
Z017E0117	68.7314736331076	1	NAMRIL	Z017
Z017E0118	95.4492222222094	1	NAMRIL	Z017
Z017E0119	75.7573013999622	1	NAMRIL	Z017
Z017E0120	80.4297986331065	1	NAMRIL	Z017
Z017E0121	23.5416162486275	1	NAMRIL	Z017
Z017E0122	50.5006900918485	1	NAMRIL	Z017
Z017E0123	53.9009303847396	1	NAMRIL	Z017
Z017E0124	72.7159793679175	1	NAMRIL	Z017
Z017E0126	61.2867829319814	1	NAMRIL	Z017
Z017E0127	72.1353668599604	1	NAMRIL	Z017
Z017E0128	86.0795956322022	1	NAMRIL	Z017
Z017E0129	49.0499469225546	1	NAMRIL	Z017
Z017E0130	97.0635524233387	1	NAMRIL	Z017
Z017E0131	78.5731450450776	1	NAMRIL	Z017
Z017E0132	89.8720161739764	1	NAMRIL	Z017
Z017E0133	87.0277282385644	1	NAMRIL	Z017
Z017E0134	77.5081006607603	1	NAMRIL	Z017
Z017E0135	77.2966666305697	1	NAMRIL	Z017
Z017E0136	57.8242532322398	1	NAMRIL	Z017
Z017E0137	91.3211351448094	1	NAMRIL	Z017
Z017E0138	50.0515108662508	1	NAMRIL	Z017
Z017E0139	66.6311420945504	1	NAMRIL	Z017
Z017E0140	85.0229765911575	1	NAMRIL	Z017
Z017E0141	98.156200454036	1	NAMRIL	Z017
Z017E0142	76.0353688442459	1	NAMRIL	Z017
Z017E0143	63.1556329040703	1	NAMRIL	Z017
Z017E0144	78.3477849497057	1	NAMRIL	Z017
Z017E0146	62.6416708933635	1	NAMRIL	Z017
Z017E0147	82.3953400918472	1	NAMRIL	Z017
Z017E0148	35.8336576481567	1	NAMRIL	Z017
Z017E0149	56.8509845597835	1	NAMRIL	Z017
Z017E0150	58.8979377362903	1	NAMRIL	Z017
Z017E0151	67.1475485361428	1	NAMRIL	Z017
Z017E0152	99.1473019523501	1	NAMRIL	Z017
Z017E0153	64.7091025918502	1	NAMRIL	Z017
Z017E0154	83.4479666666591	1	NAMRIL	Z017
Z017E0155	59.7163091878239	1	NAMRIL	Z017
Z017E0156	67.8114337564611	1	NAMRIL	Z017
Z017E0157	74.019833333326	1	NAMRIL	Z017
Z017E0158	72.8517265911541	1	NAMRIL	Z017
Z017E0159	38.8260613554574	1	NAMRIL	Z017
Z017E0160	73.9881604540344	1	NAMRIL	Z017
Z017E0161	60.1167689481359	1	NAMRIL	Z017
Z017E0162	76.2806877581168	1	NAMRIL	Z017
Z017E0163	90.5037811182906	1	NAMRIL	Z017
Z017E0164	65.915275761213	1	NAMRIL	Z017
Z017E0165	61.2315802558838	1	NAMRIL	Z017
Z017E0166	43.2359085105576	1	NAMRIL	Z017
Z017E0167	71.8714425206847	1	NAMRIL	Z017
Z017E0168	82.5976888888817	1	NAMRIL	Z017
Z017E0169	81.6719346137381	1	NAMRIL	Z017
Z017E0170	54.900161696497	1	NAMRIL	Z017
Z017E0171	55.1489662572127	1	NAMRIL	Z017
Z017E0172	58.1159650097289	1	NAMRIL	Z017
Z017E0173	67.3378698519088	1	NAMRIL	Z017
Z017E0174	47.676799050488	1	NAMRIL	Z017
Z017E0175	78.4505042595782	1	NAMRIL	Z017
Z017E0176	61.1928743761863	1	NAMRIL	Z017
Z017E0177	77.1614624873075	1	NAMRIL	Z017
Z017E0178	40.6162829238804	1	NAMRIL	Z017
Z017E0179	63.99171113311	1	NAMRIL	Z017
Z017E0180	66.342974426037	1	NAMRIL	Z017
Z017E0181	66.6391025918476	1	NAMRIL	Z017
Z017E0182	53.6248650918495	1	NAMRIL	Z017
Z017E0183	84.94975236756	1	NAMRIL	Z017
Z017E0184	52.2515108662501	1	NAMRIL	Z017
Z017E0185	73.7364206540638	1	NAMRIL	Z017
Z017E0186	54.8733295945526	1	NAMRIL	Z017
