Genotype	pop	FID	CD	KRN	AKW	CL	CW	KC	TKW
Z004E0016	NAMRIL	Z004	24.512167929441	15.7160359260395	0.197042544957813	128.519311572762	13.2721452090827	256.752678640002	50.3227529259941
Z004E0017	NAMRIL	Z004	30.7482393580132	17.7160359260433	0.161146711624483	130.454960036529	22.5350023519418	397.701032211141	63.2777529259975
Z004E0018	NAMRIL	Z004	30.2071679294404	17.3716491544272	0.170268701071289	133.709543310098	19.4728594947976	385.137876564304	68.1075599244882
Z004E0019	NAMRIL	Z004	24.7789536437266	17.8240301072849	0.200521711624572	105.821329024392	11.1946452090823	300.24837861668	55.3623957831374
Z004E0020	NAMRIL	Z004	25.5961234775626	15.8865452391494	0.22891004253697	137.125960036525	16.2359100524713	639.206252478007	119.157735883464
Z004E0021	NAMRIL	Z004	26.7021061604779	16.3472506010735	0.182756083775454	128.985517788169	18.308000879039	353.669720751962	64.4315379278824
Z004E0022	NAMRIL	Z004	25.614493715454	19.0480344911831	0.156162027319153	121.7270611066	13.9941114633805	380.196843813014	54.9396585105603
Z004E0023	NAMRIL	Z004	29.7577204375083	17.5546693999671	0.189219884750829	152.835561572761	27.3848642178017	377.420982603212	62.9349845597808
Z004E0024	NAMRIL	Z004	30.1589704375087	17.466035926042	0.189103260835016	115.148061572745	20.5006975511308	384.294042152483	68.9587345397339
Z004E0025	NAMRIL	Z004	26.6160977087616	16.2963857641405	0.194367394390048	150.013571005386	24.8824985536331	327.895051797509	60.2193684311898
Z004E0026	NAMRIL	Z004	24.9983530434283	14.3103323772599	0.200389091331435	136.418569496181	15.7755251186286	200.183378857801	39.7309383711523
Z004E0027	NAMRIL	Z004	29.4492750478942	18.5079153160067	0.151987248854823	115.209241846928	18.4940115425526	378.455334975744	56.2941522821233
Z004E0028	NAMRIL	Z004	28.8639400513732	17.1450532843298	0.180367644794385	148.217276556219	22.6972043726893	264.65773752608	51.2967241964956
Z004E0029	NAMRIL	Z004	30.5323037708418	17.2993692593751	0.160403260834948	121.068894906096	19.4819475511326	395.163171308546	57.5470678730796
Z004E0030	NAMRIL	Z004	31.1323037708426	19.2521961414726	0.217347424664783	143.361919413356	20.6570434035313	381.606460447075	72.4799186183522
Z004E0031	NAMRIL	Z004	27.3425480195681	18.5780559802634	0.162942182034314	121.187335164736	17.8340549227327	297.166645451359	49.3400968489075
Z004E0032	NAMRIL	Z004	29.678006750677	16.4808227071408	0.182494884945976	135.284959097785	19.5596435911835	408.380233829603	77.7031992606741
Z004E0033	NAMRIL	Z004	25.5510537708409	14.549369259376	0.198828260835	137.640144906097	17.9694475511308	194.135364320689	43.5149845397443
Z004E0034	NAMRIL	Z004	26.6348037708409	18.9660359260425	0.163378260835063	127.165561572762	14.3665308844644	346.686635588467	63.0345678730816
Z004E0035	NAMRIL	Z004	29.5775250722978	16.8881125874261	0.189648700915043	119.895614738678	19.2750023519414	234.411722920102	45.3673810070666
Z004E0036	NAMRIL	Z004	28.1864525042801	16.1807675700434	0.214712027319176	116.290490841927	18.6656148321009	306.930089278424	60.4113471897839
Z004E0037	NAMRIL	Z004	26.7452204375074	14.6327025927085	0.194628260835032	132.631811572764	17.7302808844633	288.429255384082	53.3870678730869
Z004E0038	NAMRIL	Z004	26.8996344022076	14.023181703525	0.187110099287168	128.60692223709	14.556750780023	184.526702778925	28.816996010506
Z004E0039	NAMRIL	Z004	28.3957393580129	14.4787920115685	0.220292544957828	136.355257595824	17.4921452090836	215.135716161167	47.8306100688573
Z004E0040	NAMRIL	Z004	30.9693107865835	15.2645062972827	0.200167544957876	130.194900452974	22.0371452090839	343.379601798498	67.082395783142
Z004E0041	NAMRIL	Z004	27.7658150513739	16.0088376893853	0.204849787651509	152.193983703466	22.6618918726928	425.475905172874	87.0151616965003
Z004E0042	NAMRIL	Z004	31.8961500299542	18.387693292932	0.222773839308437	122.462537527003	17.4919003913427	321.858037711636	77.9895401351059
Z004E0043	NAMRIL	Z004	28.3159241258147	15.6155496249325	0.187364588981888	148.458071401237	22.6141500464674	400.435601447763	76.9464019776704
Z004E0044	NAMRIL	Z004	25.7023037708411	15.4546693999664	0.142989258204029	140.18431157276	22.1527808844641	286.583289991217	35.964627965962
Z004E0045	NAMRIL	Z004	27.2806477724047	17.0904625650775	0.183518701071247	102.61595487051	15.5290081854545	295.940119982585	48.1567265911559
Z004E0046	NAMRIL	Z004	27.6418765067675	16.1663913329939	0.165175096491253	122.680452353617	18.6914119512255	337.613885941691	54.7256352856765
Z004E0047	NAMRIL	Z004	28.9739525042788	16.930767570045	0.178764091331402	129.866562270503	19.2491862606726	316.58383565937	60.1781329040745
Z004E0048	NAMRIL	Z004	26.75145250428	19.2164818557539	0.160472424664734	134.098347984793	21.3002576892411	426.725322270288	66.8395614755009
Z004E0049	NAMRIL	Z004	29.4152566859761	17.1750734360232	0.168396946562187	135.111972815606	22.4702197403493	394.826147925213	64.1918829136416
Z004E0050	NAMRIL	Z004	25.5586603821204	16.5480344911838	0.189987027319208	115.282477773267	14.6349447967139	296.63141197585	50.0409085105566
Z004E0051	NAMRIL	Z004	29.3223037708398	16.9660359260398	0.218478260835048	120.698478239431	16.1711142177972	273.618701524526	62.2374845397443
Z004E0052	NAMRIL	Z004	27.3208150513753	16.0021961414721	0.193974787651497	131.773347984791	17.0015793726893	330.285252200756	64.4198491965044
Z004E0053	NAMRIL	Z004	26.2002204375062	14.5910359260413	0.197253260835	117.418894906096	14.814447551137	294.602491312465	54.4091512064112
Z004E0054	NAMRIL	Z004	30.750769386881	17.8267719874087	0.156129550489662	152.804470859517	26.5882143519248	454.664547059697	67.5408429396895
Z004E0055	NAMRIL	Z004	25.6790143754284	13.6622003176829	0.230550051694703	123.05607100539	12.8133318869644	313.739350154271	63.356411889516
Z004E0056	NAMRIL	Z004	26.5439525042797	14.5379104271882	0.175209556719496	136.614062270499	15.8895434035302	287.507096243524	53.9075865655743
Z004E0057	NAMRIL	Z004	27.4796030434268	12.5736247129024	0.18836825799808	132.47648616284	20.2457676417711	229.040903243686	41.8909820971299
Z004E0058	NAMRIL	Z004	23.7946146020047	15.9726924820796	0.193159582662592	135.870571401241	15.1534357607496	427.873768108725	77.5452519396886
Z004E0059	NAMRIL	Z004	26.7636234775618	17.5138099026038	0.223829670214549	156.332460036538	26.3439100524621	303.649874064313	62.5303102593045
Z004E0060	NAMRIL	Z004	30.5932788256201	15.0334576377256	0.177832467399286	127.978325357022	23.8690348188147	339.141362382076	61.7032059531587
Z004E0061	NAMRIL	Z004	31.6014975565324	18.4305839344119	0.168208138196859	131.494883283203	23.1787502720599	419.267908607781	64.8912122551343
Z004E0062	NAMRIL	Z004	28.857562733374	17.4776479245471	0.214033489587153	125.564296203474	15.9790460683694	337.346044833744	77.2090105472316
Z004E0063	NAMRIL	Z004	29.3485953614239	17.2164818557593	0.190743257998141	132.898705127645	24.6191862606737	399.986226348542	71.0909900469304
Z004E0064	NAMRIL	Z004	26.8083307391084	15.9776479245458	0.213570683694699	112.26047148197	15.6297142767272	206.052487772102	44.8714020438502
Z004E0065	NAMRIL	Z004	28.2835251287544	15.6002569697483	0.216198493715235	137.914717687567	19.8690511976419	288.246690961645	58.0039792651338
Z004E0066	NAMRIL	Z004	30.8548037708373	15.8410359260431	0.176978260834968	116.153894906101	21.1290308844639	249.619344132063	41.8241512064192
Z004E0067	NAMRIL	Z004	33.204401376404	18.5200804826675	0.157509004606417	109.708541454725	21.1413327487508	378.197677172507	53.8591069907754
Z004E0068	NAMRIL	Z004	26.3799117114752	17.1040630062926	0.222497973195622	116.814288986141	12.4200635698596	307.887449449746	60.6640613554604
Z004E0069	NAMRIL	Z004	30.1075925925903	19.0555839344069	0.215138190893081	132.270716616537	20.2062962962934	389.964205282452	83.8721399960429
Z004E0070	NAMRIL	Z004	25.4456371041753	17.2993692593745	0.172828260835039	125.627644906104	17.9786142177981	394.111482615746	68.5679012064136
Z004E0071	NAMRIL	Z004	29.011166294076	16.4412486499678	0.206178954623167	103.30668336507	12.9293679917234	300.421389086322	61.8276570693572
Z004E0072	NAMRIL	Z004	24.6221679294405	14.121649154426	0.161355044957901	115.661686167256	14.1864309233693	285.536042079158	42.408824354569
Z004E0073	NAMRIL	Z004	27.3714905662468	17.6367778192298	0.15583246739929	135.838940950267	14.5952212011712	249.347359677631	37.4895549778793
Z004E0074	NAMRIL	Z004	29.8023775513738	16.5088376893808	0.232706930508639	131.705546203469	18.1972043726872	381.604740005173	88.4885991965039
Z004E0075	NAMRIL	Z004	34.4321043727778	17.7350593595606	0.237648700915063	132.33788070904	27.7706438917784	249.472621490765	53.6565971881873
Z004E0076	NAMRIL	Z004	28.6224498049595	13.4154174056496	0.191301958064778	131.06854687022	21.6840660359189	307.477256888846	56.7970549778838
Z004E0077	NAMRIL	Z004	29.9206371041741	18.1327025927077	0.150028260835017	134.953061572757	19.9011142177979	425.52545057064	63.8991512064123
Z004E0078	NAMRIL	Z004	28.5182382185646	17.1807675700441	0.192034924664736	142.40799084193	22.7566862606726	405.768643424956	77.3949186183584
Z004E0079	NAMRIL	Z004	23.6820650513746	14.9463376893823	0.194651958194966	125.003671203463	13.2118918726891	251.952965260726	53.8885546624237
Z004E0080	NAMRIL	Z004	23.6005025513752	14.1650876893815	0.177635501937242	126.584921203455	10.2828293726917	289.122008799864	47.3642241964984
Z004E0081	NAMRIL	Z004	24.7581990747352	15.7739293480592	0.192683796332903	107.172702995991	15.4149408458057	262.231887432284	47.814665069687
Z004E0082	NAMRIL	Z004	25.9183307391095	16.2201111525667	0.185332467399347	115.708130242876	12.8779285624423	287.406376518525	50.393205953167
Z004E0083	NAMRIL	Z004	26.2378288877191	14.6869781963632	0.222200859993093	157.087595210767	21.0136738559859	323.903574644517	67.5934105187138
Z004E0084	NAMRIL	Z004	27.5982546711321	15.0285673658987	0.183028260834947	124.189270104029	20.480106438771	339.78522365365	61.0947214273916
Z004E0085	NAMRIL	Z004	25.4465250436604	15.3328494415078	0.176960846487465	99.1810476364759	10.648725854624	194.275837084788	35.181830027931
Z004E0086	NAMRIL	Z004	25.2182393580129	16.6216491544259	0.186393701071257	120.580614738682	15.1114309233704	272.471687494348	47.4603118890945
Z004E0087	NAMRIL	Z004	29.0330025513746	16.63383768938	0.135718624731507	117.521171203459	24.6459543726903	322.448395846848	43.6866681718071
Z004E0088	NAMRIL	Z004	22.8490783781423	13.9790630062931	0.166396171670898	128.30553898614	14.1929802365257	224.633043617852	35.9160613554625
Z004E0089	NAMRIL	Z004	27.1225250722988	14.7645062972828	0.211146711624599	133.704543310121	23.1157166376535	287.624587097774	61.1327529259992
Z004E0090	NAMRIL	Z004	28.7708841998938	13.8334576377262	0.187898523295746	125.057713576203	20.2268456612464	272.069511443351	47.2897516689434
Z004E0091	NAMRIL	Z004	27.0503822151555	15.4660359260423	0.197271711624534	124.363894906094	15.3089309233704	290.402273693476	58.155252925994
Z004E0092	NAMRIL	Z004	25.6352204375067	13.2993692593747	0.221103260834959	120.019728239431	14.7227808844636	225.258004543728	50.0679012064258
Z004E0093	NAMRIL	Z004	30.1325067506807	16.1808227071428	0.267557384945927	129.664014097786	22.3871435911865	291.591560457546	79.6071992606905
Z004E0094	NAMRIL	Z004	27.3094958773719	13.8453318268973	0.16999264479439	127.987478673028	15.4037831240833	291.223021361636	48.1935704957843
Z004E0095	NAMRIL	Z004	23.3560965008713	13.193077725855	0.172648700915095	120.770971881544	11.9872006601107	258.40502997473	38.100213260214
Z004E0096	NAMRIL	Z004	26.4164428641644	17.1536448636547	0.188297156100428	112.13098910985	13.6852684008762	348.393040180384	65.7173281549993
Z004E0097	NAMRIL	Z004	27.5258543727813	15.5088376893824	0.227834211624557	139.537421203456	21.095227225107	242.369785195251	55.9400783967434
Z004E0098	NAMRIL	Z004	28.7864985535504	17.9250734344562	0.214645551812297	144.672119020272	19.9000352053747	400.936936579154	89.5300949016116
Z004E0099	NAMRIL	Z004	28.6457382185652	16.7879104271867	0.183868257998092	103.431562270501	15.7345434035295	330.198140120473	63.1627757612086
Z004E0100	NAMRIL	Z004	28.9410965008695	20.2707296729611	0.20212587829116	127.748114738678	18.3246452090814	360.101798197803	68.852752926006
Z004E0101	NAMRIL	Z004	26.3298840276069	15.0968866668875	0.17987310558149	104.720072580371	12.6675594398582	307.327414950595	52.7775520579972
Z004E0102	NAMRIL	Z004	26.5107407407381	14.2031147026906	0.262621117507309	122.306862449869	16.8435185185155	246.282042848121	64.26172692289
Z004E0103	NAMRIL	Z004	27.9411275513758	15.0088376893815	0.20272478765149	124.230233703472	20.6225168726899	310.382718986687	64.5426616964974
Z004E0104	NAMRIL	Z004	27.7208307391087	13.5270054377223	0.205166190239697	134.063328624827	19.9639999910144	205.46837885407	30.4442059531587
Z004E0105	NAMRIL	Z004	27.4498775513734	19.1963376893788	0.175349787651501	133.249921203462	14.8037668726895	385.043307526582	68.9054741964858
Z004E0106	NAMRIL	Z004	25.6000482695321	16.5229425421546	0.228942182034213	128.683771915088	16.8204745607722	199.841695565529	44.2703374994257
Z004E0107	NAMRIL	Z004	29.1786878819632	18.0847907816859	0.179341517028066	108.420114339104	14.3761428481553	237.374504838943	41.6421163295481
Z004E0108	NAMRIL	Z004	26.108940051373	16.8838376893808	0.180224787651513	122.571329024419	13.6712668726894	317.110976436471	60.2892241964986
Z004E0109	NAMRIL	Z004	28.9861617114739	15.4373963396269	0.214029223195622	128.669288986131	17.5979802365332	298.355970665481	55.8808818694759
Z004E0110	NAMRIL	Z004	26.0308543727824	14.4350593595582	0.158648700915151	109.715380709049	15.4885605584431	273.834125949416	45.6759056743353
Z004E0111	NAMRIL	Z004	28.5183158627078	14.0160977807532	0.217879992424472	133.139531675719	23.0051246419789	232.123091235443	48.4820426207417
Z004E0112	NAMRIL	Z004	27.9617071290394	17.7942368731154	0.216318376130415	120.395306558746	17.1608957278733	245.672283000248	62.0855042595747
Z004E0113	NAMRIL	Z004	28.8879377061143	16.9496942257031	0.189043701071157	135.044547375703	18.268560558445	244.423679806671	43.7348118890875
Z004E0114	NAMRIL	Z004	27.8162546711302	16.0285673658977	0.17905738494595	137.852270104014	20.2986064387684	218.248987949796	34.1236740504766
Z004E0115	NAMRIL	Z004	29.9020825634093	19.0277777765641	0.214362371844185	142.468632233245	20.0391533693574	269.574483345132	59.5215762582499
Z004E0116	NAMRIL	Z004	26.528315051374	15.4150876893804	0.23259978765154	126.311796203474	14.9185737805139	293.75740348095	57.2584672117043
Z004E0117	NAMRIL	Z004	29.9007393580093	14.7645062972831	0.219646711624506	157.530971881554	22.9700023519455	348.746499878325	70.9459672117152
Z004E0118	NAMRIL	Z004	28.8314536437247	14.2993692593778	0.204042544957854	132.445561572759	16.2875023519409	324.50926283457	64.367038640293
Z004E0119	NAMRIL	Z004	28.740264375428	18.1270283813668	0.21719239439013	148.875694252381	16.955415220298	377.691492793722	82.1735350978529
Z004E0120	NAMRIL	Z004	28.0464525042781	16.9154174056505	0.202189556563393	117.987633699074	21.663114832103	253.323110689311	61.0786576481439
Z004E0121	NAMRIL	Z004	29.5243964430521	17.0205451616305	0.172559556719425	114.702258538381	18.0873047941854	385.045325069755	59.7649599304142
Z004E0122	NAMRIL	Z004	28.1134659589454	17.582084072315	0.199589556563377	133.364380203555	21.6396051824394	298.7890805329	68.6936576481604
Z004E0123	NAMRIL	Z004	27.8586275513763	13.2588376893818	0.20538550193727	115.196483703467	16.199391872689	304.843144911792	60.1096419243532
Z004E0124	NAMRIL	Z004	28.1568107865822	15.8359348687111	0.173417544957822	124.70168616726	21.0232166376532	282.706383327035	47.9166814974257
Z004E0125	NAMRIL	Z004	25.7964525042796	15.4647011578479	0.17840992466472	128.638154338732	14.6824005463872	391.655743107632	64.9285350978527
Z004E0126	NAMRIL	Z004	27.4159310463293	15.8453558857387	0.146557379880099	115.078107926475	17.5704828687193	352.665675921319	53.5841355941521
Z004E0127	NAMRIL	Z004	29.6554363767617	15.0603323772583	0.176784924664862	127.719402829511	18.614691785296	217.053823411044	36.9280217044891
Z004E0128	NAMRIL	Z004	25.7639536437264	15.5502205829989	0.201730044957867	130.183114738685	15.7071452090846	315.52175418221	58.688110068857
Z004E0129	NAMRIL	Z004	30.1147658777824	16.2367559216464	0.184384004606455	123.108068605871	19.8154366721819	286.897803345737	50.1435587130999
Z004E0130	NAMRIL	Z004	27.3298037708411	14.6327025927087	0.197344884750833	130.587644906098	19.4102808844631	301.319084900963	59.9049845597811
Z004E0131	NAMRIL	Z004	26.2482473627633	17.1872118282928	0.155401958194964	109.254399382869	15.6980953758054	301.447252538621	44.9660546624177
Z004E0132	NAMRIL	Z004	27.5792658777818	16.8939784486042	0.214084556719461	140.498068605877	21.6094366721883	331.38321815302	71.2443438583859
Z004E0133	NAMRIL	Z004	26.424604372781	14.2413608923702	0.229355044957854	120.814130709039	15.7281438917769	236.377006840555	51.7346617300807
Z004E0134	NAMRIL	Z004	28.9633307391111	15.5490764959728	0.212728690239728	114.496463576213	15.0579285624404	243.565348591661	49.9632025061126
Z004E0135	NAMRIL	Z004	29.6130673059419	15.5596175411842	0.225956930508663	117.5335501016	17.7830688383685	220.124647957872	52.6530217044978
Z004E0136	NAMRIL	Z004	29.9147059831024	17.6079100064339	0.217174010965716	147.441499573099	26.0336238760146	348.57452362286	66.4882701262432
Z004E0137	NAMRIL	Z004	29.9460953614226	14.216481855759	0.167347424664704	135.948347984795	23.2827576892419	322.614355656798	50.2388471897766
Z004E0138	NAMRIL	Z004	28.7039400513758	14.8838376893806	0.201331930508706	132.958358703464	15.4906418726898	287.172829990162	56.0723491964947
Z004E0139	NAMRIL	Z004	28.3352546711299	15.3785673658982	0.215803260835011	125.917270104022	19.4356064387728	287.46341417407	60.9532214274014
Z004E0140	NAMRIL	Z004	26.9173841998901	16.103917696565	0.18994617167098	126.075695316548	16.9178456612434	308.642202491787	58.0547982230771
Z004E0141	NAMRIL	Z004	28.1315853891402	14.6263103029423	0.226209968218737	133.15204049709	20.290048979018	219.813426533517	48.0683844288391
Z004E0142	NAMRIL	Z004	28.1593841998931	17.8539176965671	0.173696171670941	111.651320316547	17.0013456612448	315.381780221648	53.5022982230754
Z004E0143	NAMRIL	Z004	27.7482393580111	14.3359348687121	0.146875878291265	143.190614738681	19.416073780511	335.14348700278	45.9427529259929
Z004E0144	NAMRIL	Z004	23.658597708762	15.3889783574758	0.17064239439017	124.050654338731	11.4608318869607	217.104817688225	38.6277017645174
Z004E0145	NAMRIL	Z004	30.3453822151574	15.0502205829974	0.16143837829113	133.726686167252	21.4182166376576	302.439863686302	49.4263243545654
Z004E0146	NAMRIL	Z004	26.532167929439	14.9073634401402	0.230771711624561	137.992400452973	19.20393092337	331.381553808229	74.0038243545721
Z004E0147	NAMRIL	Z004	27.0806371041727	15.9660359260415	0.18135326083496	116.197228239427	13.0752808844649	304.985811735354	52.36956787308
Z004E0148	NAMRIL	Z004	28.5843096471368	13.6622003176847	0.214487551694753	146.322633699078	17.906329117817	246.280819840256	52.5337452295189
Z004E0149	NAMRIL	Z004	28.348595361422	16.1327025927084	0.227847424664812	130.57941941336	17.8813291178181	245.681412410128	53.7720614755035
Z004E0150	NAMRIL	Z004	27.3884244488017	13.059617541184	0.23342121622295	133.713907244459	19.862354552657	263.865376962621	64.3967717045014
Z004E0151	NAMRIL	Z004	28.3098530202307	15.2024746840403	0.184756124861589	141.927121530167	16.8127116955142	285.97945102969	51.7455970892376
Z004E0152	NAMRIL	Z004	27.7839797763842	16.8383536248578	0.19913455671937	127.775393657631	20.528472745639	226.33028701166	52.4600865655733
Z004E0153	NAMRIL	Z004	29.4369937154523	18.0480344911809	0.181837027319231	143.325394439926	19.9936947967142	308.193312474538	56.8429918438926
Z004E0154	NAMRIL	Z004	26.381649296857	14.3678251414259	0.185589556563439	144.542852460971	22.402295596344	305.341494208675	56.2581291574878
Z004E0155	NAMRIL	Z004	31.9689536437275	17.9787920115704	0.165417544957787	119.182043310108	23.9467880662259	422.938811920448	65.0409672117229
Z004E0156	NAMRIL	Z004	28.2633530434302	14.4769990439257	0.184055757998127	129.144402829515	18.1634417852979	273.516318568368	51.0696883711625
Z004E0157	NAMRIL	Z004	27.2786663017274	13.6644057154144	0.177612551694728	147.464938110915	16.0155413696993	258.608478777445	45.0706065115222
Z004E0158	NAMRIL	Z004	23.9505025513752	14.9150876893815	0.175796216222984	131.821796203473	14.0215793726931	247.559725803696	45.6970366965007
Z004E0159	NAMRIL	Z004	31.3153283781417	16.1138099026029	0.187296171670947	151.571460036527	24.3029802365319	351.354759206441	58.7975485361393
Z004E0160	NAMRIL	Z004	29.6805673059461	17.0657423719752	0.210814073365819	116.381050101598	18.5894974097992	353.265512969245	69.5616681718223
Z004E0161	NAMRIL	Z004	23.1813861123626	12.0235883468243	0.212835311185705	109.239039683091	10.9374334834458	210.470211668281	42.9488200173709
Z004E0162	NAMRIL	Z004	26.2844821574925	16.0663553201944	0.196164678486991	126.470001197822	16.5017774588968	362.65647277924	62.161784591587
Z004E0163	NAMRIL	Z004	28.940567305942	17.601999043924	0.208456930508704	134.203569496175	19.7373545526567	277.405629300533	56.3860704957865
Z004E0164	NAMRIL	Z004	24.7569950448081	15.312396339627	0.226946171670985	131.424288986148	13.6179802365255	271.183775173241	58.0879652028032
Z004E0165	NAMRIL	Z004	29.1882546711311	16.4285673658958	0.172028260834994	108.247770104021	12.5926064387736	226.820269649464	38.741221427396
Z004E0166	NAMRIL	Z004	26.7611275513735	12.7980344911807	0.230189073365832	145.186069496182	17.4393918726883	256.159752825696	59.3132133529341
Z004E0167	NAMRIL	Z004	24.6484659589461	16.1546693999656	0.176089556563371	121.196880203553	17.2729385157752	347.38524819303	59.5519909814917
Z004E0168	NAMRIL	Z004	29.0510953614203	14.3593389986166	0.223618257998018	139.791562270504	17.7677576892439	272.014741967215	62.0059900469213
Z004E0169	NAMRIL	Z004	25.9956730195676	12.4903334960042	0.17900468203421	119.234835164739	14.7128049227337	245.049088419517	43.0663468489056
Z004E0170	NAMRIL	Z004	29.9728810757117	15.7164818557598	0.24197242466475	141.731205127655	20.9791862606713	271.573843062791	73.1013471897899
Z004E0171	NAMRIL	Z004	26.0380090276079	13.9718866668869	0.205164772248145	99.8619475803649	12.6069344398559	221.840938663583	40.841927057987
Z004E0172	NAMRIL	Z004	23.8564913048022	14.1622003176853	0.173712834470292	120.828571005403	11.2726174969411	179.430472312566	31.0846815651676
Z004E0173	NAMRIL	Z004	28.7621679294405	15.3827025927077	0.263771711624524	114.479900452966	18.4878594947992	161.283542408981	49.7523957831439
Z004E0174	NAMRIL	Z004	25.0302688234175	15.3450002176273	0.190976030068275	128.7874694969	13.2703129855046	230.513920409566	44.6446768457871
Z004E0175	NAMRIL	Z004	27.1758725565345	14.2118339344074	0.214695654367479	111.559154116539	15.7688544387301	270.43609483683	57.8831745901274
Z004E0176	NAMRIL	Z004	22.93835437278	10.7350593595597	0.190448700915125	139.022880709047	15.3543938917772	160.119256266744	31.2925971881757
Z004E0177	NAMRIL	Z004	30.8046679294389	17.2645062972818	0.164146711624479	140.238114738675	19.8778594947998	467.989486049242	74.0277529260028
Z004E0178	NAMRIL	Z004	26.7327204375086	17.2993692593783	0.212378260834984	121.024311572762	16.9490308844641	281.379367049238	67.0283178730715
Z004E0179	NAMRIL	Z004	28.8280025513731	14.352587689381	0.205564073365845	111.381171203456	15.1128293726876	245.465973538671	51.2204741964947
Z004E0180	NAMRIL	Z004	29.8800197100917	18.0186657105896	0.19382826083506	117.043986162843	19.7684417852992	337.581511739739	67.8305217044981
Z004E0181	NAMRIL	Z004	34.4702204375028	18.513809902602	0.174753260835016	129.675561572758	25.6569475511294	513.666275422771	83.0716512064347
Z004E0182	NAMRIL	Z004	25.0306810420955	15.9029345562094	0.185160296192122	119.235654338731	14.395415220298	260.306072543384	45.5327395662481
Z004E0183	NAMRIL	Z004	28.3515783781417	17.563809902604	0.213546171670857	127.409460036531	15.302146903193	340.555897933193	66.0833818694701
Z004E0184	NAMRIL	Z004	26.6431234775625	13.2638099026044	0.171654223195638	121.576460036526	16.0909100524717	166.810670780566	32.266685594663
Z004E0185	NAMRIL	Z004	27.0890474884278	14.360298978065	0.226287093051229	134.326069496181	19.1388697994708	247.075636811353	54.4794350067048
Z004E0186	NAMRIL	Z004	28.9976164533955	15.1205050674028	0.211922887648866	135.710471481966	18.4307857052979	222.660301125327	48.4316781231815
Z004E0187	NAMRIL	Z004	28.1835965008678	13.6930777258567	0.191084211624534	149.524543310106	23.6442880662237	287.220484749521	51.6452529259831
Z004E0188	NAMRIL	Z004	25.465815051374	13.4775876893818	0.14740195819493	136.935233703474	15.2393918726893	335.284943078718	47.4815271492653
Z004E0189	NAMRIL	Z004	30.9158841998919	17.7941998621985	0.167746171670928	125.079243000085	21.5533456612467	297.124573181289	44.7077982230674
Z004E0190	NAMRIL	Z004	28.6200336522979	18.1201901587579	0.174921427553249	120.302060126386	20.0486278780035	316.459201357317	52.1651296505706
Z004E0191	NAMRIL	Z004	28.5549828788622	15.3905983224687	0.221057967102317	125.424798221628	19.9319360646581	316.801582797545	65.7939816763986
Z004E0192	NAMRIL	Z004	24.0693871041752	13.2993692593759	0.216978260835017	124.780144906096	10.7123642177963	322.202886627798	67.705401206407
Z004E0193	NAMRIL	Z004	28.3082393580129	17.693077725857	0.223098100516215	111.411686167253	15.4321452090829	329.445192022647	68.4595678730835
Z004E0194	NAMRIL	Z004	26.6634364028837	15.3865452391483	0.178993375870267	128.851911377608	17.0163443830734	267.087848141071	48.5114858834402
Z004E0195	NAMRIL	Z004	25.1022172882996	13.5547792540922	0.174848700915177	130.810358083089	16.4697239555878	261.530136803306	47.8198810070643
Z004E0196	NAMRIL	Z004	25.8923073966352	15.6644057154136	0.167050051694717	113.074881423172	12.8492676417704	227.023432668999	40.3843565115141
Z004E0197	NAMRIL	Z004	27.8517525513736	16.2588376893802	0.195743257998059	140.558671203457	15.6772043726866	289.058929585541	55.850161696501
Z004E0198	NAMRIL	Z004	29.2310228231427	17.0203018962655	0.220454773490866	130.665955652813	20.8629802365262	451.058705973126	88.9834739605623
Z004E0199	NAMRIL	Z004	29.7281828294661	18.802327187573	0.189506031073211	126.132571759121	17.0587914356919	430.696382042264	75.047232394306
Z004E0200	NAMRIL	Z004	25.8628822151556	15.7160359260413	0.17804254495785	124.488061572758	18.8207166376547	321.735030382225	58.6602529259991
Z004E0201	NAMRIL	Z004	29.6810362826246	17.2741802183745	0.233827743830081	139.755606890962	22.4648516926897	351.961171856726	81.9662527846323
Z004E0202	NAMRIL	Z004	27.8143159628575	14.7231617386466	0.159983827602948	117.780853820238	18.0694844843448	191.913705212612	7.47234950325234
Z004E0208	NAMRIL	Z004	26.8860304331866	15.2220673318752	0.215883909600078	118.411736783281	16.8640316851303	160.388934220692	27.6125062507056
Z004E0232	NAMRIL	Z004	30.7732777270874	19.5554006706793	0.198165555127147	148.393725066932	21.9404160242895	420.781594420641	82.5540631732625
Z005E0001	NAMRIL	Z005	27.4617355192473	16.4354047083768	0.282218624731507	156.032102136488	20.7219231787792	378.417204008938	97.7883348385114
Z005E0002	NAMRIL	Z005	29.817177798295	15.2885750384553	0.267339570579129	140.545244811136	26.2302137832423	345.3645416625	95.8559142950648
Z005E0003	NAMRIL	Z005	25.0984504111986	13.593309092529	0.233295535677735	117.31040950493	11.4373821748413	172.627362441201	44.5103889221939
Z005E0004	NAMRIL	Z005	29.5808983107022	15.1226366571366	0.212741822920458	145.801306808353	24.7466115609423	279.803478451334	58.8269622881927
Z005E0005	NAMRIL	Z005	27.1121679294418	12.4787920115703	0.222468701071226	151.605257595815	16.6982166376567	210.765557296956	51.1592265911547
Z005E0006	NAMRIL	Z005	26.5470170296074	12.7976007432782	0.236410042536906	102.528820316536	11.0477242873542	106.638328159567	22.7832144774299
